X1,Y,YC,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X2_7,MU0,MU1,S1,GT
1,191.0,1,2000,8,37,1,2,4,7,91.0,291.0,1,200.0
1,60.0,0,2010,5,25,2,1,5,7,-40.0,160.0,1,200.0
1,90.0,0,2000,8,23,2,1,5,6,-10.0,190.0,1,200.0
1,251.25,1,2020,1,39,2,2,5,17,151.25,351.25,1,200.0
0,424.3999938964844,1,2015,2,54,1,2,2,6,324.3999938964844,524.3999938964844,1,200.0
1,317.5,1,2015,19,43,1,2,5,13,217.5,417.5,1,200.0
1,251.25,1,2015,1,40,1,2,5,13,151.25,351.25,1,200.0
1,60.0,0,2000,1,29,2,1,5,16,-40.0,160.0,1,200.0
0,60.0,0,2000,1,25,2,1,3,7,-40.0,160.0,1,200.0
1,424.3999938964844,1,2020,3,58,2,2,5,3,324.3999938964844,524.3999938964844,1,200.0
1,182.5,1,2015,8,23,2,1,4,7,82.5,282.5,1,200.0
0,177.5,1,2005,11,45,2,2,3,7,77.5,277.5,1,200.0
0,320.0,1,2020,5,48,1,2,3,14,220.0,420.0,1,200.0
1,165.0,1,2005,1,23,2,1,5,3,65.0,265.0,1,200.0
0,191.0,1,2000,5,45,2,2,3,3,91.0,291.0,1,200.0
1,157.6666717529297,0,2005,1,43,1,2,5,14,57.66667175292969,257.6666717529297,1,200.0
0,60.0,0,2005,11,25,2,2,3,3,-40.0,160.0,1,200.0
0,153.1999969482422,0,2020,1,65,2,3,2,10,53.19999694824219,253.1999969482422,1,200.0
0,283.75,1,2015,1,46,2,3,3,7,183.75,383.75,1,200.0
0,177.5,1,2005,8,46,1,2,2,6,77.5,277.5,1,200.0
1,153.1999969482422,0,2015,8,59,1,2,5,16,53.19999694824219,253.1999969482422,1,200.0
0,176.6666717529297,1,2000,8,36,1,2,3,3,76.66667175292969,276.6666717529297,1,200.0
0,157.6666717529297,0,2015,12,27,2,1,3,17,57.66667175292969,257.6666717529297,1,200.0
0,191.0,1,2005,1,38,2,2,3,3,91.0,291.0,1,200.0
1,197.5,1,2020,8,43,1,2,5,3,97.5,297.5,1,200.0
0,283.75,1,2005,1,47,2,2,3,7,183.75,383.75,1,200.0
0,153.1999969482422,0,2000,9,64,1,2,2,1,53.19999694824219,253.1999969482422,1,200.0
0,153.1999969482422,0,2005,15,58,2,3,2,9,53.19999694824219,253.1999969482422,1,200.0
1,251.25,1,2015,1,39,2,2,5,15,151.25,351.25,1,200.0
1,177.5,1,2020,14,46,2,2,4,3,77.5,277.5,1,200.0
0,191.0,1,2000,2,49,2,3,3,7,91.0,291.0,1,200.0
1,157.6666717529297,0,2020,1,36,2,2,4,17,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2020,1,32,1,2,5,9,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2015,3,33,2,1,4,7,57.66667175292969,257.6666717529297,1,200.0
1,164.39999389648438,1,2015,1,57,1,2,5,16,64.39999389648438,264.3999938964844,1,200.0
0,191.0,1,2000,1,45,1,2,3,15,91.0,291.0,1,200.0
1,153.1999969482422,0,2010,2,71,1,2,4,13,53.19999694824219,253.1999969482422,1,200.0
0,157.6666717529297,0,2005,14,33,1,2,3,9,57.66667175292969,257.6666717529297,1,200.0
1,164.39999389648438,1,2005,7,57,1,2,5,9,64.39999389648438,264.3999938964844,1,200.0
0,177.5,1,2015,11,43,1,2,3,3,77.5,277.5,1,200.0
1,157.6666717529297,0,2020,8,34,1,2,5,10,57.66667175292969,257.6666717529297,1,200.0
0,153.1999969482422,0,2020,8,59,2,2,2,14,53.19999694824219,253.1999969482422,1,200.0
1,153.1999969482422,0,2020,8,67,1,2,5,16,53.19999694824219,253.1999969482422,1,200.0
1,143.3333282470703,0,2005,6,29,1,1,5,11,43.33332824707031,243.3333282470703,1,200.0
1,191.0,1,2005,3,40,1,2,5,7,91.0,291.0,1,200.0
0,153.1999969482422,0,2020,8,62,1,2,3,6,53.19999694824219,253.1999969482422,1,200.0
0,177.5,1,2010,8,44,2,2,3,14,77.5,277.5,1,200.0
1,157.6666717529297,0,2010,8,35,1,1,5,3,57.66667175292969,257.6666717529297,1,200.0
0,177.5,1,2005,11,52,1,2,3,15,77.5,277.5,1,200.0
0,197.5,1,2015,11,42,1,2,3,3,97.5,297.5,1,200.0
0,283.75,1,2010,1,51,2,2,3,17,183.75,383.75,1,200.0
0,191.0,1,2000,2,37,1,2,3,8,91.0,291.0,1,200.0
0,110.0,0,2010,6,45,2,2,3,14,10.0,210.0,1,200.0
1,157.6666717529297,0,2010,1,30,1,1,5,3,57.66667175292969,257.6666717529297,1,200.0
0,283.75,1,2000,1,54,1,2,3,12,183.75,383.75,1,200.0
0,80.0,0,2000,1,21,2,1,3,7,-20.0,180.0,1,200.0
1,80.0,0,2000,6,23,2,1,5,16,-20.0,180.0,1,200.0
0,164.39999389648438,1,2005,1,59,1,2,3,12,64.39999389648438,264.3999938964844,1,200.0
1,157.6666717529297,0,2015,1,33,2,1,5,16,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2015,15,37,2,2,5,16,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2015,8,37,1,2,5,3,57.66667175292969,257.6666717529297,1,200.0
1,153.1999969482422,0,2005,12,54,1,2,5,16,53.19999694824219,253.1999969482422,1,200.0
1,90.0,0,2000,8,22,1,1,4,3,-10.0,190.0,1,200.0
0,300.75,1,2015,2,40,1,1,3,7,200.75,400.75,1,200.0
1,157.6666717529297,0,2015,1,30,1,1,5,3,57.66667175292969,257.6666717529297,1,200.0
0,287.20001220703125,1,2015,7,55,1,2,3,6,187.20001220703125,387.2000122070313,1,200.0
0,117.8000030517578,0,2015,14,51,1,2,3,6,17.8000030517578,217.8000030517578,1,200.0
0,60.0,0,2000,1,28,2,3,3,3,-40.0,160.0,1,200.0
1,157.6666717529297,0,2005,14,32,1,2,5,3,57.66667175292969,257.6666717529297,1,200.0
0,157.6666717529297,0,2010,7,38,1,2,3,3,57.66667175292969,257.6666717529297,1,200.0
0,60.0,0,2000,2,32,2,2,3,7,-40.0,160.0,1,200.0
1,191.0,1,2000,6,36,1,2,4,6,91.0,291.0,1,200.0
1,177.5,1,2005,15,52,2,1,5,17,77.5,277.5,1,200.0
1,157.6666717529297,0,2020,8,34,1,2,5,10,57.66667175292969,257.6666717529297,1,200.0
1,113.0,0,2020,6,43,1,2,5,7,13.0,213.0,1,200.0
0,157.6666717529297,0,2010,1,31,2,1,3,7,57.66667175292969,257.6666717529297,1,200.0
0,153.1999969482422,0,2005,8,57,1,2,2,3,53.19999694824219,253.1999969482422,1,200.0
0,191.0,1,2000,2,49,1,2,3,15,91.0,291.0,1,200.0
1,157.6666717529297,0,2010,14,33,1,2,5,4,57.66667175292969,257.6666717529297,1,200.0
0,283.75,1,2000,1,53,1,2,2,15,183.75,383.75,1,200.0
1,157.6666717529297,0,2020,2,27,2,1,5,8,57.66667175292969,257.6666717529297,1,200.0
0,191.0,1,2000,9,51,1,2,3,2,91.0,291.0,1,200.0
1,157.6666717529297,0,2015,1,30,2,1,4,18,57.66667175292969,257.6666717529297,1,200.0
1,60.0,0,2005,1,24,2,1,5,17,-40.0,160.0,1,200.0
1,134.3333282470703,0,2010,2,27,1,1,5,6,34.33332824707031,234.3333282470703,1,200.0
1,101.25,0,2020,3,41,2,1,5,17,1.25,201.25,1,200.0
0,157.6666717529297,0,2010,15,39,1,2,2,19,57.66667175292969,257.6666717529297,1,200.0
0,153.1999969482422,0,2020,13,61,1,2,2,1,53.19999694824219,253.1999969482422,1,200.0
0,153.1999969482422,0,2020,12,59,2,3,2,9,53.19999694824219,253.1999969482422,1,200.0
0,153.1999969482422,0,2010,12,69,2,2,2,15,53.19999694824219,253.1999969482422,1,200.0
1,157.6666717529297,0,2020,2,28,2,1,4,17,57.66667175292969,257.6666717529297,1,200.0
1,153.1999969482422,0,2000,2,64,1,2,5,17,53.19999694824219,253.1999969482422,1,200.0
1,300.75,1,2015,1,38,1,2,5,7,200.75,400.75,1,200.0
1,80.0,0,2005,3,21,1,1,5,18,-20.0,180.0,1,200.0
0,287.20001220703125,1,2020,14,53,2,2,2,3,187.20001220703125,387.2000122070313,1,200.0
0,153.1999969482422,0,2020,14,85,2,3,1,17,53.19999694824219,253.1999969482422,1,200.0
0,153.1999969482422,0,2020,2,66,1,3,2,15,53.19999694824219,253.1999969482422,1,200.0
0,157.6666717529297,0,2005,8,41,1,2,2,6,57.66667175292969,257.6666717529297,1,200.0
0,177.5,1,2005,8,53,2,2,3,9,77.5,277.5,1,200.0
0,283.75,1,2015,1,48,2,2,3,18,183.75,383.75,1,200.0
1,118.75,0,2010,1,46,1,2,4,4,18.75,218.75,1,200.0
0,153.1999969482422,0,2020,3,64,1,2,3,6,53.19999694824219,253.1999969482422,1,200.0
1,60.0,0,2000,8,26,2,1,4,6,-40.0,160.0,1,200.0
0,153.1999969482422,0,2015,10,66,2,3,2,14,53.19999694824219,253.1999969482422,1,200.0
1,157.6666717529297,0,2005,8,32,1,2,5,15,57.66667175292969,257.6666717529297,1,200.0
0,215.0,1,2005,3,19,1,1,3,3,115.0,315.0,1,200.0
0,153.1999969482422,0,2020,8,66,1,2,2,10,53.19999694824219,253.1999969482422,1,200.0
0,318.6666564941406,1,2000,11,35,1,2,2,3,218.66665649414065,418.6666564941406,1,200.0
0,177.5,1,2010,8,48,1,2,3,3,77.5,277.5,1,200.0
0,157.6666717529297,0,2015,1,27,2,1,3,11,57.66667175292969,257.6666717529297,1,200.0
0,355.0,1,2015,6,50,1,2,3,6,255.0,455.0,1,200.0
1,355.0,1,2010,5,45,1,2,4,8,255.0,455.0,1,200.0
1,145.75,0,2020,10,44,2,2,5,16,45.75,245.75,1,200.0
1,145.75,0,2015,8,43,2,2,4,16,45.75,245.75,1,200.0
0,153.1999969482422,0,2015,1,62,1,2,3,8,53.19999694824219,253.1999969482422,1,200.0
0,157.6666717529297,0,2010,2,38,1,2,3,6,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2020,8,31,1,1,5,19,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2020,5,26,2,1,5,18,57.66667175292969,257.6666717529297,1,200.0
1,220.0,1,2000,8,25,2,2,4,16,120.0,320.0,1,200.0
1,134.3333282470703,0,2005,1,29,1,1,5,7,34.33332824707031,234.3333282470703,1,200.0
0,320.0,1,2020,8,50,2,3,3,11,220.0,420.0,1,200.0
1,145.75,0,2010,8,42,2,3,5,15,45.75,245.75,1,200.0
1,157.6666717529297,0,2020,1,30,2,1,5,17,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2015,13,30,1,1,4,19,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2010,15,39,1,2,5,16,57.66667175292969,257.6666717529297,1,200.0
1,197.5,1,2015,11,42,1,2,5,3,97.5,297.5,1,200.0
0,60.0,0,2000,8,29,2,2,3,9,-40.0,160.0,1,200.0
0,186.25,1,2010,2,43,1,2,3,7,86.25,286.25,1,200.0
1,157.6666717529297,0,2015,13,27,2,2,4,19,57.66667175292969,257.6666717529297,1,200.0
0,90.0,0,2000,15,26,2,1,3,7,-10.0,190.0,1,200.0
0,424.3999938964844,1,2015,1,60,1,2,3,3,324.3999938964844,524.3999938964844,1,200.0
1,300.75,1,2020,3,41,1,2,5,3,200.75,400.75,1,200.0
0,177.5,1,2010,14,48,2,2,2,15,77.5,277.5,1,200.0
0,191.0,1,2000,8,38,1,2,3,6,91.0,291.0,1,200.0
0,404.0,1,2010,8,54,2,2,3,11,304.0,504.0,1,200.0
0,153.1999969482422,0,2020,8,60,1,2,2,3,53.19999694824219,253.1999969482422,1,200.0
1,424.3999938964844,1,2015,1,59,1,2,5,3,324.3999938964844,524.3999938964844,1,200.0
0,177.5,1,2015,9,45,2,2,2,3,77.5,277.5,1,200.0
0,287.20001220703125,1,2010,14,53,1,2,3,3,187.20001220703125,387.2000122070313,1,200.0
0,157.6666717529297,0,2005,8,39,1,2,3,3,57.66667175292969,257.6666717529297,1,200.0
0,526.6666870117188,1,2000,6,42,1,2,3,15,426.6666870117188,626.6666870117188,1,200.0
1,157.6666717529297,0,2010,5,32,2,1,4,11,57.66667175292969,257.6666717529297,1,200.0
1,317.5,1,2020,8,39,1,2,5,13,217.5,417.5,1,200.0
1,157.6666717529297,0,2020,5,24,2,1,4,7,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2020,8,26,2,2,4,15,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2020,2,30,1,1,5,3,57.66667175292969,257.6666717529297,1,200.0
0,110.0,0,2015,7,47,1,3,3,19,10.0,210.0,1,200.0
1,90.0,0,2000,15,24,2,1,4,7,-10.0,190.0,1,200.0
0,526.6666870117188,1,2000,12,44,2,2,2,9,426.6666870117188,626.6666870117188,1,200.0
0,465.0,1,2020,12,49,2,2,3,7,365.0,565.0,1,200.0
0,157.6666717529297,0,2010,2,33,2,1,3,3,57.66667175292969,257.6666717529297,1,200.0
0,283.75,1,2005,1,55,1,2,2,8,183.75,383.75,1,200.0
0,191.0,1,2000,7,38,1,2,3,3,91.0,291.0,1,200.0
1,157.6666717529297,0,2010,9,38,1,2,5,15,57.66667175292969,257.6666717529297,1,200.0
0,177.5,1,2010,8,49,1,3,3,6,77.5,277.5,1,200.0
0,164.39999389648438,1,2020,4,55,2,3,3,12,64.39999389648438,264.3999938964844,1,200.0
0,157.6666717529297,0,2005,8,36,2,2,3,17,57.66667175292969,257.6666717529297,1,200.0
1,283.75,1,2010,1,49,2,2,5,7,183.75,383.75,1,200.0
1,60.0,0,2005,8,25,1,1,5,7,-40.0,160.0,1,200.0
1,177.5,1,2020,11,47,1,2,5,3,77.5,277.5,1,200.0
0,60.0,0,2005,1,21,2,1,3,7,-40.0,160.0,1,200.0
0,153.1999969482422,0,2010,8,56,1,2,2,6,53.19999694824219,253.1999969482422,1,200.0
1,197.5,1,2020,8,39,2,2,4,3,97.5,297.5,1,200.0
0,287.20001220703125,1,2010,7,56,1,2,3,3,187.20001220703125,387.2000122070313,1,200.0
0,191.0,1,2000,2,51,1,2,3,1,91.0,291.0,1,200.0
1,60.0,0,2015,3,23,2,1,5,18,-40.0,160.0,1,200.0
1,157.6666717529297,0,2015,3,31,2,1,5,15,57.66667175292969,257.6666717529297,1,200.0
0,164.39999389648438,1,2020,1,58,1,2,2,15,64.39999389648438,264.3999938964844,1,200.0
1,157.6666717529297,0,2020,8,27,1,1,5,3,57.66667175292969,257.6666717529297,1,200.0
1,191.0,1,2005,1,35,2,1,5,7,91.0,291.0,1,200.0
0,287.20001220703125,1,2020,8,57,1,3,2,3,187.20001220703125,387.2000122070313,1,200.0
0,153.1999969482422,0,2015,8,58,2,2,2,9,53.19999694824219,253.1999969482422,1,200.0
0,153.1999969482422,0,2010,16,75,2,2,1,20,53.19999694824219,253.1999969482422,1,200.0
1,60.0,0,2005,2,24,2,1,5,7,-40.0,160.0,1,200.0
1,283.75,1,2015,1,46,2,2,5,16,183.75,383.75,1,200.0
0,355.0,1,2000,8,58,2,2,2,3,255.0,455.0,1,200.0
1,153.1999969482422,0,2020,9,57,1,3,5,16,53.19999694824219,253.1999969482422,1,200.0
0,110.0,0,2010,8,47,1,2,3,18,10.0,210.0,1,200.0
0,205.3333282470703,1,2000,15,39,1,2,3,8,105.33332824707033,305.3333282470703,1,200.0
0,60.0,0,2015,2,22,2,2,3,19,-40.0,160.0,1,200.0
1,157.6666717529297,0,2015,5,27,2,1,5,16,57.66667175292969,257.6666717529297,1,200.0
0,257.0,1,2015,10,51,2,3,3,18,157.0,357.0,1,200.0
1,157.6666717529297,0,2010,6,37,1,1,5,18,57.66667175292969,257.6666717529297,1,200.0
1,162.5,1,2020,11,21,1,1,5,15,62.5,262.5,1,200.0
1,157.6666717529297,0,2015,3,37,1,2,5,18,57.66667175292969,257.6666717529297,1,200.0
1,153.1999969482422,0,2020,8,63,1,3,5,6,53.19999694824219,253.1999969482422,1,200.0
0,60.0,0,2000,9,27,2,2,3,11,-40.0,160.0,1,200.0
1,153.1999969482422,0,2020,12,60,1,2,4,19,53.19999694824219,253.1999969482422,1,200.0
0,177.5,1,2010,8,43,2,2,3,8,77.5,277.5,1,200.0
0,153.1999969482422,0,2005,11,57,1,3,3,15,53.19999694824219,253.1999969482422,1,200.0
0,153.1999969482422,0,2015,8,56,2,2,3,19,53.19999694824219,253.1999969482422,1,200.0
0,60.0,0,2000,5,20,1,1,3,3,-40.0,160.0,1,200.0
1,60.0,0,2010,3,26,2,1,5,16,-40.0,160.0,1,200.0
0,355.0,1,2005,5,48,2,2,2,9,255.0,455.0,1,200.0
0,191.0,1,2005,5,40,2,2,3,3,91.0,291.0,1,200.0
1,197.5,1,2015,11,40,1,1,5,6,97.5,297.5,1,200.0
1,191.0,1,2000,1,39,1,2,5,14,91.0,291.0,1,200.0
0,157.6666717529297,0,2010,8,32,1,2,3,19,57.66667175292969,257.6666717529297,1,200.0
1,182.5,1,2020,8,24,2,1,5,17,82.5,282.5,1,200.0
0,157.6666717529297,0,2010,6,26,2,1,3,11,57.66667175292969,257.6666717529297,1,200.0
1,157.6666717529297,0,2015,14,38,1,2,5,3,57.66667175292969,257.6666717529297,1,200.0
1,117.0,0,2020,15,53,1,2,4,6,17.0,217.0,1,200.0
0,153.1999969482422,0,2005,8,56,1,2,2,16,53.19999694824219,253.1999969482422,1,200.0
1,157.6666717529297,0,2020,8,32,2,1,5,16,57.66667175292969,257.6666717529297,1,200.0
0,141.39999389648438,0,2020,12,50,1,1,3,3,41.399993896484375,241.3999938964844,1,200.0
0,153.1999969482422,0,2015,9,65,2,3,2,9,53.19999694824219,253.1999969482422,1,200.0
0,191.0,1,2000,8,38,1,2,3,8,91.0,291.0,1,200.0
0,153.1999969482422,0,2015,8,65,1,2,2,14,53.19999694824219,253.1999969482422,1,200.0
1,157.6666717529297,0,2015,10,35,2,1,5,17,57.66667175292969,257.6666717529297,1,200.0
1,186.25,1,2000,8,51,2,2,5,16,86.25,286.25,1,200.0
0,397.5,1,2010,7,43,1,2,3,3,297.5,497.5,1,200.0
0,191.0,1,2000,8,50,1,2,2,6,91.0,291.0,1,200.0
1,60.0,0,2000,1,25,1,1,4,10,-40.0,160.0,1,200.0
0,153.1999969482422,0,2010,15,70,1,2,2,7,53.19999694824219,253.1999969482422,1,200.0
0,60.0,0,2005,1,21,2,1,3,7,-40.0,160.0,1,200.0
1,300.75,1,2020,1,39,1,2,5,9,200.75,400.75,1,200.0
0,127.25,0,2015,11,40,1,1,3,19,27.25,227.25,1,200.0
0,165.0,1,2010,1,23,2,1,3,3,65.0,265.0,1,200.0
0,177.5,1,2010,10,51,2,2,3,3,77.5,277.5,1,200.0
1,330.0,1,2000,3,34,2,2,5,7,230.0,430.0,1,200.0
0,177.5,1,2020,8,48,1,2,3,3,77.5,277.5,1,200.0
0,177.5,1,2010,12,45,1,2,3,8,77.5,277.5,1,200.0
0,157.6666717529297,0,2015,9,28,2,1,3,9,57.66667175292969,257.6666717529297,1,200.0
1,205.3333282470703,1,2000,8,40,1,2,5,18,105.33332824707033,305.3333282470703,1,200.0
1,157.6666717529297,0,2020,1,31,1,1,5,7,57.66667175292969,257.6666717529297,1,200.0
0,153.1999969482422,0,2010,5,62,2,2,3,7,53.19999694824219,253.1999969482422,1,200.0
1,191.0,1,2005,1,37,1,2,5,3,91.0,291.0,1,200.0
1,177.5,1,2020,8,43,1,2,5,6,77.5,277.5,1,200.0
