X1,Y,YC,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,MU0,MU1,S1,GT
1,500.0,1,14,53,1,2,5,3,400.0,600.0,1,200.0
0,200.0,0,3,43,1,2,3,14,100.0,300.0,1,200.0
0,120.0,0,1,42,2,2,3,7,20.0,220.0,1,200.0
1,250.0,1,1,48,1,3,5,9,150.0,350.0,1,200.0
0,30.0,0,1,62,1,3,1,16,-70.0,130.0,1,200.0
1,300.0,1,8,41,2,2,5,7,200.0,400.0,1,200.0
0,180.0,0,12,51,1,2,3,16,80.0,280.0,1,200.0
1,450.0,1,1,43,1,2,5,3,350.0,550.0,1,200.0
1,225.0,1,2,29,1,1,4,19,125.0,325.0,1,200.0
1,380.0,1,8,48,1,2,4,3,280.0,480.0,1,200.0
0,70.0,0,13,57,1,2,2,6,-30.0,170.0,1,200.0
0,250.0,1,8,34,1,2,3,6,150.0,350.0,1,200.0
0,170.0,0,1,26,2,1,3,7,70.0,270.0,1,200.0
1,600.0,1,16,35,1,2,4,15,500.0,700.0,1,200.0
1,150.0,0,8,34,1,2,5,11,50.0,250.0,1,200.0
0,80.0,0,10,23,1,1,3,19,-20.0,180.0,1,200.0
1,180.0,0,1,28,2,1,4,7,80.0,280.0,1,200.0
1,450.0,1,8,35,1,2,5,3,350.0,550.0,1,200.0
1,490.0,1,5,39,2,2,5,16,390.0,590.0,1,200.0
0,260.0,1,10,21,2,1,3,3,160.0,360.0,1,200.0
1,250.0,1,5,31,1,2,4,8,150.0,350.0,1,200.0
0,160.0,0,8,61,1,2,3,6,60.0,260.0,1,200.0
1,570.0,1,13,40,2,2,5,17,470.0,670.0,1,200.0
1,446.0,1,16,45,1,2,5,15,346.0,546.0,1,200.0
0,200.0,0,11,62,1,2,2,3,100.0,300.0,1,200.0
1,300.0,1,1,42,1,2,5,8,200.0,400.0,1,200.0
0,210.0,1,8,19,2,1,3,3,110.0,310.0,1,200.0
1,200.0,0,8,41,2,1,5,17,100.0,300.0,1,200.0
1,100.0,0,14,40,1,2,5,16,0.0,200.0,1,200.0
0,215.0,1,5,48,2,2,3,14,115.0,315.0,1,200.0
1,350.0,1,7,30,2,1,5,12,250.0,450.0,1,200.0
1,310.0,1,12,33,1,1,4,15,210.0,410.0,1,200.0
0,710.0,1,12,49,1,2,3,3,610.0,810.0,1,200.0
0,130.0,0,7,39,1,3,3,3,30.0,230.0,1,200.0
1,400.0,1,2,47,1,2,5,15,300.0,500.0,1,200.0
1,269.0,1,6,43,2,1,4,7,169.0,369.0,1,200.0
0,470.0,1,11,37,1,2,3,3,370.0,570.0,1,200.0
1,200.0,0,9,27,2,1,4,18,100.0,300.0,1,200.0
0,200.0,0,10,46,1,2,3,6,100.0,300.0,1,200.0
1,310.0,1,10,31,1,1,5,15,210.0,410.0,1,200.0
1,180.0,0,1,31,1,2,5,8,80.0,280.0,1,200.0
1,300.0,1,1,45,1,2,4,10,200.0,400.0,1,200.0
0,300.0,1,12,20,2,1,3,17,200.0,400.0,1,200.0
1,210.0,1,1,55,2,3,4,17,110.0,310.0,1,200.0
1,350.0,1,7,31,1,1,5,3,250.0,450.0,1,200.0
1,205.0,1,5,43,2,2,5,15,105.0,305.0,1,200.0
1,180.0,0,1,26,2,1,4,7,80.0,280.0,1,200.0
0,120.0,0,8,19,2,1,3,13,20.0,220.0,1,200.0
1,390.0,1,2,40,1,1,4,3,290.0,490.0,1,200.0
1,270.0,1,1,29,1,2,5,3,170.0,370.0,1,200.0
0,600.0,1,8,46,1,2,3,3,500.0,700.0,1,200.0
1,410.0,1,8,36,2,1,5,16,310.0,510.0,1,200.0
0,250.0,1,8,37,2,1,3,7,150.0,350.0,1,200.0
1,200.0,0,5,20,1,1,4,7,100.0,300.0,1,200.0
0,100.0,0,1,59,1,2,2,6,0.0,200.0,1,200.0
0,400.0,1,1,39,1,2,3,6,300.0,500.0,1,200.0
0,650.0,1,6,36,1,1,3,18,550.0,750.0,1,200.0
1,300.0,1,15,35,1,2,5,3,200.0,400.0,1,200.0
1,55.0,0,15,37,2,3,4,8,-45.0,155.0,1,200.0
0,300.0,1,15,43,2,2,3,11,200.0,400.0,1,200.0
0,650.0,1,7,50,2,2,3,19,550.0,750.0,1,200.0
0,90.0,0,8,68,1,2,2,3,-10.0,190.0,1,200.0
1,370.0,1,1,31,1,1,5,7,270.0,470.0,1,200.0
0,240.0,1,10,68,1,2,2,3,140.0,340.0,1,200.0
1,130.0,0,8,67,1,2,4,6,30.0,230.0,1,200.0
1,345.0,1,6,40,2,2,5,16,245.0,445.0,1,200.0
0,150.0,0,7,40,2,1,3,7,50.0,250.0,1,200.0
0,60.0,0,14,16,1,1,3,16,-40.0,160.0,1,200.0
1,800.0,1,8,42,2,1,4,11,700.0,900.0,1,200.0
1,450.0,1,2,41,1,2,5,6,350.0,550.0,1,200.0
1,200.0,0,10,29,2,2,5,3,100.0,300.0,1,200.0
1,400.0,1,8,28,1,1,5,15,300.0,500.0,1,200.0
0,220.0,1,1,28,1,2,3,6,120.0,320.0,1,200.0
1,350.0,1,8,30,2,1,5,3,250.0,450.0,1,200.0
0,100.0,0,3,53,2,2,2,15,0.0,200.0,1,200.0
1,200.0,0,14,26,2,1,5,7,100.0,300.0,1,200.0
1,350.0,1,9,32,1,2,5,6,250.0,450.0,1,200.0
0,150.0,0,15,55,2,2,2,19,50.0,250.0,1,200.0
1,834.0,1,1,45,1,2,5,12,734.0,934.0,1,200.0
0,200.0,0,5,51,1,2,3,6,100.0,300.0,1,200.0
0,350.0,1,1,46,2,2,3,9,250.0,450.0,1,200.0
1,290.0,1,8,27,2,1,5,3,190.0,390.0,1,200.0
0,100.0,0,8,46,2,2,2,8,0.0,200.0,1,200.0
1,90.0,0,1,29,2,1,5,18,-10.0,190.0,1,200.0
1,200.0,0,3,27,2,1,5,17,100.0,300.0,1,200.0
0,60.0,0,8,44,2,2,2,20,-40.0,160.0,1,200.0
1,9.0,0,15,24,2,1,5,14,-91.0,109.0,1,200.0
0,130.0,0,1,50,2,2,2,14,30.0,230.0,1,200.0
0,150.0,0,8,36,1,2,3,12,50.0,250.0,1,200.0
0,170.0,0,1,25,2,1,3,7,70.0,270.0,1,200.0
1,250.0,1,14,29,2,1,5,16,150.0,350.0,1,200.0
0,200.0,0,14,42,2,2,3,3,100.0,300.0,1,200.0
0,200.0,0,1,31,1,1,3,3,100.0,300.0,1,200.0
0,50.0,0,9,45,2,2,3,9,-50.0,150.0,1,200.0
0,150.0,0,2,26,2,1,3,19,50.0,250.0,1,200.0
0,200.0,0,3,44,1,2,3,3,100.0,300.0,1,200.0
0,120.0,0,8,46,2,2,3,7,20.0,220.0,1,200.0
1,360.0,1,1,36,1,2,5,7,260.0,460.0,1,200.0
0,200.0,0,14,39,2,3,3,3,100.0,300.0,1,200.0
1,500.0,1,1,32,1,2,5,14,400.0,600.0,1,200.0
1,225.0,1,1,39,1,2,5,15,125.0,325.0,1,200.0
0,420.0,1,8,47,1,3,3,6,320.0,520.0,1,200.0
1,150.0,0,1,59,2,2,5,17,50.0,250.0,1,200.0
0,190.0,0,8,54,2,3,3,6,90.0,290.0,1,200.0
0,150.0,0,1,39,2,2,3,19,50.0,250.0,1,200.0
0,212.0,1,7,22,1,1,3,14,112.0,312.0,1,200.0
0,300.0,1,10,44,1,2,3,16,200.0,400.0,1,200.0
1,540.0,1,1,33,2,2,5,14,440.0,640.0,1,200.0
0,108.0,0,2,27,2,2,3,8,8.0,208.0,1,200.0
0,200.0,0,15,39,1,2,2,1,100.0,300.0,1,200.0
1,800.0,1,1,37,1,2,5,3,700.0,900.0,1,200.0
1,195.0,0,1,36,1,1,4,4,95.0,295.0,1,200.0
0,142.0,0,3,44,2,2,3,3,42.0,242.0,1,200.0
0,280.0,1,10,64,1,2,2,9,180.0,380.0,1,200.0
0,175.0,0,15,54,2,2,2,3,75.0,275.0,1,200.0
0,90.0,0,8,36,2,2,3,15,-10.0,190.0,1,200.0
0,27.0,0,8,63,1,2,2,12,-73.0,127.0,1,200.0
0,250.0,1,1,55,1,2,3,6,150.0,350.0,1,200.0
1,630.0,1,6,39,1,2,4,9,530.0,730.0,1,200.0
0,196.0,0,5,31,2,1,3,11,96.0,296.0,1,200.0
1,900.0,1,8,41,1,2,5,13,800.0,1000.0,1,200.0
1,200.0,0,11,28,2,1,5,13,100.0,300.0,1,200.0
1,510.0,1,7,42,1,2,5,3,410.0,610.0,1,200.0
0,150.0,0,3,43,1,2,3,6,50.0,250.0,1,200.0
1,460.0,1,15,37,1,2,5,3,360.0,560.0,1,200.0
0,140.0,0,1,52,2,2,2,9,40.0,240.0,1,200.0
1,352.0,1,8,35,2,2,5,16,252.0,452.0,1,200.0
1,260.0,1,1,34,1,2,5,14,160.0,360.0,1,200.0
1,130.0,0,5,25,2,2,4,11,30.0,230.0,1,200.0
0,230.0,1,3,68,1,2,2,3,130.0,330.0,1,200.0
1,317.0,1,5,34,2,2,5,16,217.0,417.0,1,200.0
1,320.0,1,12,71,1,2,5,12,220.0,420.0,1,200.0
1,130.0,0,8,41,1,2,5,16,30.0,230.0,1,200.0
1,150.0,0,1,47,1,2,5,18,50.0,250.0,1,200.0
1,350.0,1,12,39,1,2,5,15,250.0,450.0,1,200.0
1,360.0,1,5,37,1,2,4,3,260.0,460.0,1,200.0
0,130.0,0,5,39,2,2,2,7,30.0,230.0,1,200.0
0,230.0,1,2,38,1,2,3,3,130.0,330.0,1,200.0
0,100.0,0,11,67,2,3,2,3,0.0,200.0,1,200.0
1,370.0,1,8,35,1,1,5,10,270.0,470.0,1,200.0
1,450.0,1,2,46,1,2,5,6,350.0,550.0,1,200.0
0,142.0,0,3,41,2,2,3,3,42.0,242.0,1,200.0
0,87.0,0,12,72,2,3,1,15,-13.0,187.0,1,200.0
1,100.0,0,8,36,1,2,5,7,0.0,200.0,1,200.0
0,100.0,0,8,54,1,1,2,17,0.0,200.0,1,200.0
0,300.0,1,7,26,2,1,3,6,200.0,400.0,1,200.0
1,150.0,0,8,36,1,2,4,3,50.0,250.0,1,200.0
0,195.0,0,7,52,1,2,3,3,95.0,295.0,1,200.0
1,55.0,0,13,33,1,1,4,7,-45.0,155.0,1,200.0
1,220.0,1,1,27,2,2,5,14,120.0,320.0,1,200.0
1,500.0,1,1,29,1,1,5,7,400.0,600.0,1,200.0
0,465.0,1,11,41,1,2,3,7,365.0,565.0,1,200.0
0,150.0,0,8,32,1,2,3,14,50.0,250.0,1,200.0
0,150.0,0,2,64,2,3,2,6,50.0,250.0,1,200.0
1,480.0,1,1,35,2,2,5,3,380.0,580.0,1,200.0
1,130.0,0,9,55,1,2,4,14,30.0,230.0,1,200.0
0,360.0,1,12,36,1,1,3,7,260.0,460.0,1,200.0
0,200.0,0,1,46,1,1,3,3,100.0,300.0,1,200.0
1,450.0,1,8,35,1,2,5,3,350.0,550.0,1,200.0
0,300.0,1,10,36,1,1,3,3,200.0,400.0,1,200.0
0,160.0,0,3,30,1,1,3,3,60.0,260.0,1,200.0
0,300.0,1,14,55,1,2,3,5,200.0,400.0,1,200.0
1,320.0,1,1,36,1,1,5,3,220.0,420.0,1,200.0
1,300.0,1,8,38,1,2,5,3,200.0,400.0,1,200.0
0,250.0,1,9,56,1,3,3,6,150.0,350.0,1,200.0
1,250.0,1,15,28,2,2,4,19,150.0,350.0,1,200.0
1,200.0,0,15,38,2,3,5,14,100.0,300.0,1,200.0
1,550.0,1,6,42,1,2,5,16,450.0,650.0,1,200.0
0,300.0,1,8,53,1,2,3,6,200.0,400.0,1,200.0
0,180.0,0,1,20,2,1,3,3,80.0,280.0,1,200.0
0,180.0,0,1,37,1,1,3,10,80.0,280.0,1,200.0
0,30.0,0,10,57,1,2,1,1,-70.0,130.0,1,200.0
1,500.0,1,1,31,1,2,5,13,400.0,600.0,1,200.0
0,250.0,1,2,53,1,2,2,3,150.0,350.0,1,200.0
0,90.0,0,8,29,2,2,3,7,-10.0,190.0,1,200.0
0,40.0,0,8,53,2,3,3,9,-60.0,140.0,1,200.0
1,115.0,0,1,32,1,2,5,3,15.0,215.0,1,200.0
0,200.0,0,15,50,2,3,3,3,100.0,300.0,1,200.0
1,385.0,1,8,42,1,2,5,9,285.0,485.0,1,200.0
0,175.0,0,11,41,2,2,3,14,75.0,275.0,1,200.0
0,50.0,0,2,45,2,2,2,3,-50.0,150.0,1,200.0
0,35.0,0,3,35,2,2,3,3,-65.0,135.0,1,200.0
0,170.0,0,1,54,2,2,3,7,70.0,270.0,1,200.0
1,260.0,1,8,24,2,1,5,18,160.0,360.0,1,200.0
0,240.0,1,10,58,1,2,3,3,140.0,340.0,1,200.0
0,60.0,0,8,59,2,2,3,15,-40.0,160.0,1,200.0
1,230.0,1,12,25,1,1,5,3,130.0,330.0,1,200.0
1,150.0,0,1,23,2,1,5,13,50.0,250.0,1,200.0
1,388.0,1,6,52,1,2,4,4,288.0,488.0,1,200.0
0,250.0,1,1,56,1,2,2,16,150.0,350.0,1,200.0
1,190.0,0,1,50,1,2,5,7,90.0,290.0,1,200.0
0,582.0,1,8,41,1,1,3,6,482.0,682.0,1,200.0
1,350.0,1,8,37,1,2,5,16,250.0,450.0,1,200.0
0,50.0,0,5,55,2,2,1,9,-50.0,150.0,1,200.0
1,834.0,1,1,44,1,2,5,12,734.0,934.0,1,200.0
1,78.0,0,9,31,2,2,4,3,-22.0,178.0,1,200.0
1,670.0,1,8,29,1,2,5,3,570.0,770.0,1,200.0
0,200.0,0,1,18,2,1,3,11,100.0,300.0,1,200.0
0,240.0,1,8,34,1,2,3,3,140.0,340.0,1,200.0
0,50.0,0,3,62,2,2,2,14,-50.0,150.0,1,200.0
0,190.0,0,8,55,2,2,3,16,90.0,290.0,1,200.0
1,210.0,1,3,23,2,1,4,17,110.0,310.0,1,200.0
0,245.0,1,5,26,1,1,3,3,145.0,345.0,1,200.0
1,330.0,1,1,41,1,2,5,10,230.0,430.0,1,200.0
1,250.0,1,1,41,1,2,5,16,150.0,350.0,1,200.0
1,300.0,1,8,37,1,1,5,3,200.0,400.0,1,200.0
1,40.0,0,8,38,1,2,5,16,-60.0,140.0,1,200.0
0,350.0,1,8,29,1,2,3,19,250.0,450.0,1,200.0
0,250.0,1,1,55,1,2,3,6,150.0,350.0,1,200.0
0,80.0,0,12,33,1,1,3,1,-20.0,180.0,1,200.0
0,180.0,0,1,40,1,2,3,16,80.0,280.0,1,200.0
1,210.0,1,8,32,1,1,5,16,110.0,310.0,1,200.0
1,400.0,1,1,33,2,2,5,10,300.0,500.0,1,200.0
1,630.0,1,5,35,1,3,5,3,530.0,730.0,1,200.0
0,200.0,0,1,60,1,2,3,6,100.0,300.0,1,200.0
0,120.0,0,11,48,2,2,2,3,20.0,220.0,1,200.0
1,200.0,0,8,52,1,2,4,15,100.0,300.0,1,200.0
0,200.0,0,8,42,2,2,2,3,100.0,300.0,1,200.0
1,520.0,1,5,45,1,2,5,3,420.0,620.0,1,200.0
0,89.0,0,15,46,2,2,2,3,-11.0,189.0,1,200.0
1,150.0,0,1,27,1,1,5,14,50.0,250.0,1,200.0
1,365.0,1,5,54,1,2,5,16,265.0,465.0,1,200.0
0,132.0,0,8,52,2,3,2,13,32.0,232.0,1,200.0
1,330.0,1,1,43,2,2,5,16,230.0,430.0,1,200.0
0,100.0,0,8,54,2,2,3,17,0.0,200.0,1,200.0
0,180.0,0,8,39,1,1,3,7,80.0,280.0,1,200.0
0,180.0,0,14,60,1,3,3,19,80.0,280.0,1,200.0
0,160.0,0,10,66,2,3,2,12,60.0,260.0,1,200.0
0,90.0,0,5,50,2,2,3,17,-10.0,190.0,1,200.0
0,220.0,1,16,57,2,3,2,9,120.0,320.0,1,200.0
1,120.0,0,10,24,2,1,4,17,20.0,220.0,1,200.0
1,200.0,0,8,26,1,1,4,15,100.0,300.0,1,200.0
1,300.0,1,8,38,1,2,5,3,200.0,400.0,1,200.0
0,200.0,0,4,46,2,2,3,12,100.0,300.0,1,200.0
1,400.0,1,5,28,1,1,4,6,300.0,500.0,1,200.0
0,200.0,0,5,40,2,1,3,7,100.0,300.0,1,200.0
1,80.0,0,14,25,2,1,4,15,-20.0,180.0,1,200.0
1,240.0,1,8,36,1,2,4,18,140.0,340.0,1,200.0
0,100.0,0,1,40,1,2,2,3,0.0,200.0,1,200.0
1,330.0,1,12,19,2,1,4,9,230.0,430.0,1,200.0
1,350.0,1,1,45,1,3,5,11,250.0,450.0,1,200.0
1,300.0,1,2,34,2,1,5,16,200.0,400.0,1,200.0
1,300.0,1,5,30,1,1,5,13,200.0,400.0,1,200.0
0,200.0,0,11,52,1,2,3,8,100.0,300.0,1,200.0
0,50.0,0,5,24,2,1,3,7,-50.0,150.0,1,200.0
1,40.0,0,5,45,2,2,4,17,-60.0,140.0,1,200.0
1,500.0,1,1,29,1,1,5,7,400.0,600.0,1,200.0
1,220.0,1,1,29,2,2,5,11,120.0,320.0,1,200.0
1,300.0,1,2,25,2,1,5,17,200.0,400.0,1,200.0
0,480.0,1,9,41,1,2,3,15,380.0,580.0,1,200.0
1,83.0,0,6,28,1,1,5,7,-17.0,183.0,1,200.0
1,500.0,1,2,41,1,2,5,3,400.0,600.0,1,200.0
0,140.0,0,8,35,1,1,3,3,40.0,240.0,1,200.0
1,300.0,1,15,36,2,2,5,3,200.0,400.0,1,200.0
0,96.0,0,1,58,2,3,2,19,-4.0,196.0,1,200.0
0,170.0,0,4,59,1,2,3,7,70.0,270.0,1,200.0
0,400.0,1,10,43,1,2,3,8,300.0,500.0,1,200.0
1,500.0,1,2,36,1,2,4,3,400.0,600.0,1,200.0
1,420.0,1,8,32,1,2,4,3,320.0,520.0,1,200.0
1,415.0,1,15,35,1,2,5,6,315.0,515.0,1,200.0
0,250.0,1,8,56,2,2,3,3,150.0,350.0,1,200.0
1,200.0,0,1,27,2,1,5,13,100.0,300.0,1,200.0
0,182.0,0,6,27,2,1,3,3,82.0,282.0,1,200.0
0,210.0,1,1,43,2,3,3,7,110.0,310.0,1,200.0
0,120.0,0,8,42,1,2,3,6,20.0,220.0,1,200.0
1,1000.0,1,8,51,2,2,5,14,900.0,1100.0,1,200.0
1,400.0,1,2,30,1,2,4,14,300.0,500.0,1,200.0
0,360.0,1,1,29,1,1,3,6,260.0,460.0,1,200.0
0,200.0,0,15,35,2,2,3,3,100.0,300.0,1,200.0
1,300.0,1,1,34,1,2,5,18,200.0,400.0,1,200.0
1,350.0,1,8,51,1,2,5,3,250.0,450.0,1,200.0
0,200.0,0,13,41,1,2,3,3,100.0,300.0,1,200.0
1,340.0,1,8,33,1,2,5,18,240.0,440.0,1,200.0
1,475.0,1,14,43,1,2,5,11,375.0,575.0,1,200.0
0,120.0,0,8,24,1,1,3,3,20.0,220.0,1,200.0
1,540.0,1,11,32,1,2,5,3,440.0,640.0,1,200.0
1,250.0,1,9,36,1,2,5,10,150.0,350.0,1,200.0
0,180.0,0,1,35,1,3,3,3,80.0,280.0,1,200.0
0,60.0,0,12,41,2,2,3,7,-40.0,160.0,1,200.0
1,130.0,0,19,30,2,1,5,15,30.0,230.0,1,200.0
0,250.0,1,7,27,1,1,3,3,150.0,350.0,1,200.0
0,140.0,0,1,63,2,2,2,14,40.0,240.0,1,200.0
0,300.0,1,2,50,1,2,3,7,200.0,400.0,1,200.0
1,300.0,1,15,40,1,1,4,3,200.0,400.0,1,200.0
1,200.0,0,4,27,2,1,4,16,100.0,300.0,1,200.0
0,350.0,1,1,46,2,2,3,9,250.0,450.0,1,200.0
0,180.0,0,8,55,1,2,3,7,80.0,280.0,1,200.0
1,150.0,0,8,31,2,1,5,7,50.0,250.0,1,200.0
0,300.0,1,4,39,2,2,3,14,200.0,400.0,1,200.0
0,210.0,1,5,43,2,2,3,3,110.0,310.0,1,200.0
1,225.0,1,1,40,1,2,5,15,125.0,325.0,1,200.0
0,400.0,1,8,42,1,2,3,7,300.0,500.0,1,200.0
0,220.0,1,16,57,1,3,2,8,120.0,320.0,1,200.0
1,530.0,1,10,51,1,3,5,18,430.0,630.0,1,200.0
1,328.0,1,1,30,1,2,5,10,228.0,428.0,1,200.0
1,225.0,1,14,50,1,2,5,18,125.0,325.0,1,200.0
1,155.0,0,8,45,2,2,5,17,55.0,255.0,1,200.0
0,350.0,1,7,35,1,2,3,3,250.0,450.0,1,200.0
0,180.0,0,8,39,1,1,3,6,80.0,280.0,1,200.0
0,40.0,0,1,58,2,2,2,3,-60.0,140.0,1,200.0
1,520.0,1,2,49,1,2,4,3,420.0,620.0,1,200.0
0,210.0,1,13,40,1,3,3,4,110.0,310.0,1,200.0
0,60.0,0,3,42,2,1,3,9,-40.0,160.0,1,200.0
1,200.0,0,8,31,1,1,5,13,100.0,300.0,1,200.0
0,300.0,1,14,29,1,2,3,6,200.0,400.0,1,200.0
1,352.0,1,8,34,2,2,5,16,252.0,452.0,1,200.0
0,100.0,0,13,48,2,2,2,9,0.0,200.0,1,200.0
1,200.0,0,1,32,2,2,5,13,100.0,300.0,1,200.0
0,70.0,0,6,49,2,2,2,9,-30.0,170.0,1,200.0
0,250.0,1,4,53,1,2,3,15,150.0,350.0,1,200.0
1,400.0,1,2,42,1,2,5,8,300.0,500.0,1,200.0
0,250.0,1,8,23,1,1,3,7,150.0,350.0,1,200.0
1,250.0,1,2,38,1,2,5,7,150.0,350.0,1,200.0
0,410.0,1,15,45,1,2,3,11,310.0,510.0,1,200.0
0,300.0,1,1,49,1,1,3,6,200.0,400.0,1,200.0
1,600.0,1,12,28,1,2,4,10,500.0,700.0,1,200.0
0,200.0,0,8,41,2,2,2,3,100.0,300.0,1,200.0
1,190.0,0,8,54,1,3,5,8,90.0,290.0,1,200.0
1,246.0,1,8,37,1,2,5,14,146.0,346.0,1,200.0
1,600.0,1,9,56,1,2,5,16,500.0,700.0,1,200.0
0,100.0,0,9,49,2,3,2,7,0.0,200.0,1,200.0
0,100.0,0,8,63,2,2,2,17,0.0,200.0,1,200.0
1,130.0,0,19,28,2,1,4,14,30.0,230.0,1,200.0
0,260.0,1,3,52,1,1,3,3,160.0,360.0,1,200.0
0,144.0,0,5,30,1,1,2,7,44.0,244.0,1,200.0
0,200.0,0,5,38,2,1,3,7,100.0,300.0,1,200.0
0,130.0,0,8,37,1,2,3,3,30.0,230.0,1,200.0
1,500.0,1,8,49,1,2,5,7,400.0,600.0,1,200.0
1,900.0,1,7,33,1,2,5,11,800.0,1000.0,1,200.0
0,265.0,1,6,63,1,2,2,6,165.0,365.0,1,200.0
1,220.0,1,11,47,1,2,5,1,120.0,320.0,1,200.0
1,200.0,0,6,51,2,1,5,17,100.0,300.0,1,200.0
0,400.0,1,8,32,1,2,3,8,300.0,500.0,1,200.0
0,200.0,0,9,40,2,2,3,17,100.0,300.0,1,200.0
1,93.0,0,3,25,1,1,4,3,-7.0,193.0,1,200.0
1,138.0,0,11,22,2,1,4,9,38.0,238.0,1,200.0
0,30.0,0,14,66,2,2,2,15,-70.0,130.0,1,200.0
1,350.0,1,6,44,1,2,5,16,250.0,450.0,1,200.0
1,200.0,0,8,34,1,1,5,15,100.0,300.0,1,200.0
1,550.0,1,2,53,2,2,4,17,450.0,650.0,1,200.0
0,475.0,1,9,28,1,1,3,7,375.0,575.0,1,200.0
0,129.0,0,2,39,2,3,3,7,29.0,229.0,1,200.0
1,250.0,1,1,22,1,1,5,14,150.0,350.0,1,200.0
1,385.0,1,11,35,1,2,5,6,285.0,485.0,1,200.0
1,700.0,1,15,35,1,2,5,4,600.0,800.0,1,200.0
1,130.0,0,8,37,2,1,5,16,30.0,230.0,1,200.0
0,246.0,1,4,29,1,2,3,7,146.0,346.0,1,200.0
1,200.0,0,5,24,2,1,4,9,100.0,300.0,1,200.0
1,500.0,1,1,28,1,1,5,7,400.0,600.0,1,200.0
1,400.0,1,7,40,1,2,4,4,300.0,500.0,1,200.0
1,260.0,1,11,31,2,2,5,16,160.0,360.0,1,200.0
1,180.0,0,8,23,1,1,5,15,80.0,280.0,1,200.0
0,270.0,1,1,26,1,1,3,7,170.0,370.0,1,200.0
0,172.0,0,13,32,1,2,3,7,72.0,272.0,1,200.0
1,250.0,1,2,27,1,1,4,17,150.0,350.0,1,200.0
0,300.0,1,12,43,1,1,3,3,200.0,400.0,1,200.0
1,400.0,1,1,44,2,3,5,6,300.0,500.0,1,200.0
1,180.0,0,1,37,1,1,4,19,80.0,280.0,1,200.0
1,250.0,1,1,23,1,1,5,7,150.0,350.0,1,200.0
0,200.0,0,8,36,1,2,3,7,100.0,300.0,1,200.0
1,80.0,0,1,28,2,1,5,16,-20.0,180.0,1,200.0
0,272.0,1,15,24,1,1,3,3,172.0,372.0,1,200.0
0,70.0,0,12,57,2,3,2,9,-30.0,170.0,1,200.0
0,800.0,1,15,37,1,2,3,3,700.0,900.0,1,200.0
0,360.0,1,6,29,1,1,3,9,260.0,460.0,1,200.0
1,360.0,1,3,39,1,2,5,16,260.0,460.0,1,200.0
0,100.0,0,1,60,2,3,3,9,0.0,200.0,1,200.0
0,70.0,0,16,45,2,3,2,9,-30.0,170.0,1,200.0
1,350.0,1,8,51,2,2,5,3,250.0,450.0,1,200.0
1,180.0,0,14,21,1,1,5,3,80.0,280.0,1,200.0
0,40.0,0,11,56,2,3,3,3,-60.0,140.0,1,200.0
0,180.0,0,5,19,2,1,3,3,80.0,280.0,1,200.0
1,180.0,0,9,30,1,1,4,6,80.0,280.0,1,200.0
0,100.0,0,14,75,1,2,3,12,0.0,200.0,1,200.0
0,240.0,1,8,31,1,1,3,3,140.0,340.0,1,200.0
1,380.0,1,1,43,1,2,5,7,280.0,480.0,1,200.0
1,130.0,0,8,31,2,2,5,15,30.0,230.0,1,200.0
1,90.0,0,3,22,2,1,4,7,-10.0,190.0,1,200.0
0,50.0,0,2,41,2,2,2,3,-50.0,150.0,1,200.0
1,190.0,0,1,46,1,2,5,6,90.0,290.0,1,200.0
1,70.0,0,1,27,1,1,5,18,-30.0,170.0,1,200.0
1,190.0,0,8,56,2,3,4,7,90.0,290.0,1,200.0
1,250.0,1,8,41,1,2,5,6,150.0,350.0,1,200.0
0,400.0,1,13,26,1,1,2,3,300.0,500.0,1,200.0
0,320.0,1,13,41,1,2,2,3,220.0,420.0,1,200.0
1,300.0,1,12,28,1,1,5,13,200.0,400.0,1,200.0
0,130.0,0,1,59,2,2,2,12,30.0,230.0,1,200.0
1,800.0,1,1,37,1,2,5,3,700.0,900.0,1,200.0
0,80.0,0,9,24,2,1,3,7,-20.0,180.0,1,200.0
1,130.0,0,8,25,2,1,5,16,30.0,230.0,1,200.0
1,200.0,0,8,53,1,2,5,12,100.0,300.0,1,200.0
0,300.0,1,1,31,1,1,3,7,200.0,400.0,1,200.0
0,380.0,1,5,33,1,2,3,3,280.0,480.0,1,200.0
0,220.0,1,14,37,2,2,3,3,120.0,320.0,1,200.0
0,200.0,0,4,52,1,2,2,6,100.0,300.0,1,200.0
1,120.0,0,4,25,2,1,5,15,20.0,220.0,1,200.0
0,500.0,1,10,42,1,2,3,15,400.0,600.0,1,200.0
0,60.0,0,6,23,2,1,3,13,-40.0,160.0,1,200.0
1,230.0,1,13,23,2,1,5,17,130.0,330.0,1,200.0
1,110.0,0,8,36,1,2,5,14,10.0,210.0,1,200.0
0,35.0,0,3,39,2,3,3,3,-65.0,135.0,1,200.0
1,240.0,1,6,29,2,2,5,7,140.0,340.0,1,200.0
1,180.0,0,3,29,1,1,4,3,80.0,280.0,1,200.0
1,150.0,0,6,47,1,2,5,3,50.0,250.0,1,200.0
0,370.0,1,8,42,2,2,3,3,270.0,470.0,1,200.0
0,230.0,1,8,48,1,1,3,6,130.0,330.0,1,200.0
0,300.0,1,8,46,2,3,3,15,200.0,400.0,1,200.0
1,230.0,1,5,32,1,2,5,6,130.0,330.0,1,200.0
