pid,year,p_region,p_age,p_sex,p_married,p_edu,Ind
315202,2020.6484,5.8199344,53.299824,1.0174651,2.2532506,4.120761,9.9266405
315204,2012.297,3.3622694,31.22722,0.6329125,1.3140398,2.4801726,6.0409765
315301,2008.1213,2.1334746,20.19081,0.44084066,0.8445178,1.6598823,4.098218
315302,2016.4728,4.5911193,42.263634,0.8251094,1.7836455,3.3004723,7.9837947
315401,2008.1213,2.1334772,20.190823,0.44083393,0.8445076,1.6598852,4.0982203
315402,2020.6484,5.8199315,53.299843,1.017451,2.253242,4.1207476,9.926635
315701,2012.297,3.362277,31.227196,0.6328857,1.3140286,2.4801726,6.040981
315702,2012.297,3.3622637,31.22717,0.6328944,1.314032,2.4801576,6.0409703
315801,2008.1213,2.133471,20.190794,0.44082782,0.8445127,1.6598718,4.0982156
315802,2008.1213,2.1334736,20.19079,0.4408283,0.84452415,1.6598718,4.0982213
315901,2008.1213,2.1334748,20.190828,0.44084007,0.8445126,1.6598923,4.098221
316101,2003.9668,0.78909755,9.951348,0.24074751,0.40127748,0.88596815,2.0548022
316102,2003.9668,0.78909504,9.951353,0.24074265,0.4012816,0.8859672,2.0548038
316201,2020.6484,5.819945,53.299843,1.0174537,2.2532506,4.1207523,9.926642
316202,2003.9668,0.78909767,9.951355,0.24075055,0.40128303,0.8859702,2.054805
316301,2003.9668,0.78909993,9.951364,0.24074832,0.40128434,0.88596356,2.0548084
316402,2003.9668,0.7890971,9.951331,0.240744,0.4012847,0.88596284,2.0547931
316403,2008.1213,2.133477,20.190767,0.44082746,0.8445159,1.6598718,4.0982246
316502,2008.1213,2.1334705,20.19081,0.44084024,0.8445194,1.659878,4.098213
316503,2012.297,3.3622646,31.22721,0.6328988,1.3140602,2.480164,6.0409665
316504,2008.1213,2.1334774,20.190823,0.44083604,0.84451234,1.6598852,4.0982122
316601,2012.297,3.3622649,31.227245,0.6328822,1.31402,2.4801702,6.0409675
316701,2012.297,3.3622642,31.227236,0.6328981,1.3140366,2.4801774,6.0409713
316702,2020.6484,5.819942,53.29982,1.0174575,2.2532506,4.1207523,9.9266405
316703,2003.9668,0.7891011,9.951346,0.2407434,0.40127528,0.8859636,2.0548022
316704,2008.1213,2.1334743,20.190811,0.44083643,0.8445213,1.6598833,4.098215
316801,2012.297,3.362267,31.22721,0.6328996,1.3140551,2.4801688,6.040972
316901,2008.1213,2.133465,20.190798,0.4408468,0.84453034,1.6598799,4.0982165
317002,2003.9668,0.78910327,9.951363,0.24074972,0.4012882,0.8859644,2.0548024
317101,2016.4728,4.5911202,42.26362,0.8251142,1.7836455,3.3004718,7.9838033
317103,2008.1213,2.1334798,20.190811,0.44082898,0.84452164,1.6598778,4.0982175
317104,2008.1213,2.1334686,20.190815,0.44084406,0.84451556,1.6598842,4.098219
317201,2016.4728,4.5911365,42.26359,0.82512033,1.7836443,3.3004744,7.983794
317202,2016.4728,4.591135,42.263607,0.8251191,1.7836608,3.3004715,7.9838004
317203,2003.9668,0.7891022,9.951348,0.24074444,0.40127975,0.8859629,2.054801
317403,2016.4728,4.5911283,42.263634,0.8251074,1.7836348,3.300465,7.9838014
317404,2003.9668,0.78910565,9.951344,0.24074352,0.40128005,0.8859611,2.0548038
317405,2008.1213,2.1334727,20.190832,0.4408357,0.84451663,1.6598902,4.0982165
317801,2008.1213,2.1334746,20.190796,0.4408379,0.84452593,1.6598797,4.098214
317802,2012.297,3.3622775,31.22721,0.6328969,1.314064,2.4801621,6.0409665
317804,2003.9668,0.7890985,9.951341,0.24074665,0.4012761,0.88596576,2.0548003
317901,2003.9668,0.78910077,9.951334,0.2407468,0.40128595,0.8859607,2.0547976
317902,2003.9668,0.7890971,9.951356,0.24074587,0.40127933,0.8859704,2.054803
318001,2012.297,3.362277,31.22718,0.6328954,1.314068,2.4801593,6.0409756
318101,2012.297,3.3622692,31.227182,0.6329013,1.3140596,2.4801698,6.0409765
318102,2016.4728,4.5911202,42.26362,0.8251034,1.7836429,3.30047,7.9838004
318104,2003.9668,0.78909934,9.951351,0.24074656,0.40127355,0.8859654,2.054799
318301,2020.6484,5.819932,53.299847,1.0174329,2.253242,4.120743,9.9266405
318302,2003.9668,0.78909326,9.951356,0.24074668,0.40128464,0.8859665,2.0548024
318401,2016.4728,4.5911407,42.263596,0.82512873,1.7836524,3.3004754,7.9838057
318402,2020.6484,5.81991,53.299828,1.0174372,2.2532291,4.1207523,9.926637
318403,2003.9668,0.78909683,9.951329,0.2407422,0.40128428,0.88596404,2.0547926
318404,2003.9668,0.7890974,9.951336,0.24074617,0.40128082,0.88596475,2.054801
318501,2003.9668,0.78909767,9.951336,0.24074364,0.401289,0.8859607,2.0547948
318502,2012.297,3.3622763,31.227236,0.6329067,1.3140423,2.4801693,6.0409703
318503,2003.9668,0.7890992,9.951345,0.24074697,0.40127534,0.8859654,2.0547986
318504,2003.9668,0.7890947,9.951337,0.24074242,0.40128338,0.88596165,2.0547945
318703,2008.1213,2.1334715,20.190783,0.44083554,0.8445276,1.6598692,4.0982184
318901,2012.297,3.3622692,31.227198,0.6329013,1.3140672,2.4801583,6.0409765
318903,2003.9668,0.7890948,9.95133,0.24074069,0.40128314,0.8859631,2.0547912
319101,2003.9668,0.78910196,9.951354,0.24074897,0.4012884,0.8859633,2.0548043
319102,2003.9668,0.7891023,9.951346,0.24074256,0.4012791,0.88596576,2.0548024
319302,2012.297,3.3622549,31.227219,0.6329074,1.3140545,2.4801736,6.040968
319303,2008.1213,2.1334639,20.190796,0.44084552,0.84453166,1.6598766,4.0982137
319304,2012.297,3.362266,31.227161,0.63289136,1.314023,2.4801617,6.0409727
319503,2008.1213,2.1334925,20.190815,0.44083393,0.84452474,1.6598771,4.098223
319602,2008.1213,2.1334734,20.19078,0.4408259,0.8445194,1.6598742,4.098215
319701,2020.6484,5.8199425,53.29984,1.0174274,2.2532644,4.120739,9.926644
319702,2003.9668,0.78909826,9.95136,0.24074563,0.40128314,0.8859697,2.054804
319703,2008.1213,2.133469,20.190792,0.4408549,0.84453225,1.6598766,4.098216
319801,2008.1213,2.1334724,20.190811,0.44084215,0.84451747,1.6598821,4.098216
319802,2003.9668,0.78910005,9.951336,0.24074641,0.4012885,0.8859619,2.0547955
319903,2012.297,3.362267,31.227217,0.6328996,1.3140665,2.4801707,6.0409684
319904,2008.1213,2.1334763,20.190815,0.44083643,0.8445194,1.6598804,4.098218
320101,2012.297,3.3622587,31.22723,0.63289595,1.3140392,2.4801674,6.040966
320102,2020.6484,5.8199396,53.299824,1.0174325,2.253271,4.1207314,9.926646
320104,2003.9668,0.7890966,9.951325,0.24073663,0.40128022,0.8859593,2.0547903
320201,2012.297,3.3622763,31.227182,0.6328924,1.3140477,2.4801712,6.040973
320202,2016.4728,4.591131,42.263607,0.8251335,1.783641,3.300484,7.983796
320203,2012.297,3.3622766,31.22718,0.6329061,1.3140597,2.4801683,6.0409694
320501,2012.297,3.362279,31.227179,0.6329172,1.3140627,2.4801702,6.040975
320503,2003.9668,0.78909636,9.951331,0.24074185,0.40128046,0.8859651,2.0547936
320504,2003.9668,0.7891027,9.951343,0.24074751,0.40127736,0.8859629,2.0547996
320505,2003.9668,0.7890997,9.951315,0.2407414,0.40128648,0.8859598,2.054792
320701,2012.297,3.3622699,31.227198,0.6329007,1.3140488,2.4801664,6.040972
320702,2003.9668,0.7891023,9.951349,0.24075547,0.40128767,0.8859693,2.0548065
320704,2003.9668,0.78909945,9.951364,0.2407456,0.40128326,0.88596344,2.054804
320901,2012.297,3.3622541,31.227226,0.6329004,1.3140347,2.4801755,6.040969
320903,2008.1213,2.1334677,20.19079,0.4408459,0.8445338,1.6598761,4.0982146
320904,2012.297,3.362277,31.227186,0.6329053,1.31404,2.4801674,6.0409756
321103,2003.9668,0.78909504,9.951322,0.24074066,0.4012794,0.88596267,2.0547912
321201,2008.1213,2.133478,20.190792,0.44084275,0.84452844,1.6598778,4.098214
321202,2003.9668,0.78908885,9.951308,0.2407409,0.4012726,0.88596106,2.0547872
321301,2003.9668,0.7890971,9.951365,0.24075297,0.40128005,0.8859651,2.054804
321303,2003.9668,0.78910124,9.9513445,0.24074635,0.4012769,0.88596433,2.0548024
321304,2003.9668,0.7890936,9.951331,0.24074379,0.4012817,0.88596594,2.0547917
321402,2020.6484,5.8199296,53.299835,1.0174379,2.2532525,4.1207323,9.926646
321403,2012.297,3.36227,31.227198,0.63290465,1.3140596,2.4801621,6.0409756
321404,2008.1213,2.133477,20.190807,0.44084063,0.8445264,1.6598823,4.0982175
321502,2003.9668,0.78910017,9.951362,0.24074954,0.40128756,0.8859632,2.0548031
321801,2003.9668,0.78909624,9.951331,0.24074137,0.4012885,0.8859618,2.0547934
321802,2020.6484,5.8199186,53.299816,1.0174437,2.2532601,4.1207476,9.926624
321803,2016.4728,4.5911307,42.26362,0.8251018,1.7836455,3.3004684,7.9837966
321804,2012.297,3.3622894,31.22718,0.63289225,1.3140521,2.4801674,6.0409703
321901,2003.9668,0.789101,9.951338,0.24074301,0.40128398,0.8859639,2.054802
321902,2003.9668,0.7890959,9.951344,0.2407445,0.4012761,0.88596386,2.054801
321903,2003.9668,0.7891022,9.951357,0.2407442,0.401285,0.88596225,2.0548046
321904,2003.9668,0.78909135,9.951308,0.24074015,0.4012766,0.8859614,2.0547855
322001,2003.9668,0.7890924,9.951314,0.24073723,0.401273,0.88596344,2.0547895
322002,2008.1213,2.1334743,20.190792,0.440835,0.8445326,1.6598699,4.098216
322203,2003.9668,0.78909564,9.95133,0.2407454,0.40127963,0.88596463,2.054793
322801,2003.9668,0.7890991,9.951342,0.24074021,0.40127754,0.8859646,2.0548005
322803,2016.4728,4.5911303,42.26361,0.8251201,1.7836298,3.300468,7.9837923
322804,2016.4728,4.59113,42.263615,0.82510483,1.7836221,3.3004684,7.9837875
322805,2008.1213,2.13347,20.190798,0.44084397,0.84452915,1.6598773,4.0982156
323001,2012.297,3.362259,31.227213,0.632895,1.3140545,2.4801664,6.0409703
323002,2012.297,3.3622687,31.227194,0.6328929,1.3140457,2.4801612,6.0409803
323003,2008.1213,2.1334798,20.190784,0.44084048,0.8445307,1.6598723,4.0982165
323004,2008.1213,2.1334693,20.190788,0.44084162,0.8445376,1.6598752,4.098214
323201,2016.4728,4.591134,42.26358,0.8251402,1.7836372,3.3004768,7.983795
323204,2012.297,3.3622735,31.227188,0.63287663,1.3140496,2.4801645,6.0409684
323601,2003.9668,0.7890954,9.951324,0.24074507,0.40128618,0.8859626,2.0547936
323602,2012.297,3.3622675,31.227188,0.63290304,1.3140603,2.4801612,6.04097
323701,2003.9668,0.7890985,9.951348,0.24074149,0.40128058,0.88596267,2.0548003
324001,2016.4728,4.59114,42.263596,0.8251194,1.7836443,3.300471,7.983795
324002,2012.297,3.3622649,31.227247,0.6329067,1.3140347,2.4801674,6.040974
324003,2012.297,3.3622608,31.22723,0.6329065,1.3140334,2.4801707,6.0409636
324004,2012.297,3.3622744,31.227242,0.632886,1.314041,2.4801755,6.0409694
324005,2012.297,3.3622723,31.227247,0.6329043,1.3140423,2.4801655,6.040973
324006,2008.1213,2.1334763,20.190815,0.44083643,0.8445194,1.6598804,4.098218
324202,2008.1213,2.1334748,20.190796,0.44083333,0.8445326,1.6598749,4.0982184
324203,2003.9668,0.78910065,9.951319,0.2407395,0.40128267,0.8859603,2.0547915
324303,2016.4728,4.591132,42.263622,0.8251162,1.7836455,3.3004787,7.9837995
324403,2003.9668,0.7890966,9.95132,0.24073622,0.4012881,0.88595754,2.054791
324501,2003.9668,0.7890974,9.951348,0.24074274,0.401286,0.88596267,2.054798
324704,2003.9668,0.7890986,9.951348,0.24074742,0.40127307,0.8859667,2.0548003
324903,2008.1213,2.1334689,20.190819,0.440839,0.8445034,1.6598868,4.098216
325001,2003.9668,0.78909624,9.951364,0.24074924,0.4012788,0.88596416,2.0548048
325104,2003.9668,0.7890965,9.9513235,0.24074164,0.40128553,0.8859595,2.0547993
325401,2016.4728,4.591131,42.263615,0.8251335,1.7836372,3.3004792,7.983798
325402,2020.6484,5.8199244,53.299824,1.0174315,2.253251,4.120757,9.926628
325403,2020.6484,5.81991,53.299824,1.0174313,2.2532601,4.1207495,9.926624
325503,2012.297,3.362262,31.227207,0.6329098,1.3140564,2.480163,6.040975
325504,2012.297,3.362259,31.227213,0.6329026,1.3140564,2.4801683,6.040972
325701,2003.9668,0.7891077,9.951362,0.24075133,0.4012938,0.8859663,2.0548098
325702,2003.9668,0.78909826,9.951339,0.24074855,0.40128714,0.8859671,2.0548
325703,2012.297,3.3622634,31.2272,0.6329051,1.3140615,2.4801674,6.0409727
325704,2003.9668,0.7890984,9.951333,0.24074331,0.40128654,0.8859627,2.0548005
325803,2003.9668,0.7890923,9.95131,0.24074015,0.40127468,0.8859619,2.054784
325804,2016.4728,4.591113,42.263626,0.82510704,1.7836133,3.3004704,7.983788
325805,2012.297,3.3622682,31.227196,0.6328959,1.3140432,2.4801674,6.040965
325806,2008.1213,2.1334732,20.190826,0.4408335,0.84451103,1.6598802,4.0982194
325901,2020.6484,5.8199315,53.2998,1.0174537,2.2532468,4.12076,9.926622
325903,2003.9668,0.78910005,9.951333,0.24074847,0.4012831,0.8859651,2.0547965
326301,2003.9668,0.7891017,9.951358,0.2407496,0.40128917,0.8859664,2.0548031
326601,2020.6484,5.8199472,53.29984,1.0174329,2.2532687,4.1207485,9.926644
326602,2008.1213,2.1334777,20.190802,0.44083363,0.8445258,1.6598747,4.0982175
326603,2003.9668,0.7891021,9.95133,0.24074498,0.40128464,0.8859633,2.0548027
326701,2003.9668,0.78909755,9.951338,0.240747,0.4012851,0.8859633,2.0547976
326702,2008.1213,2.133471,20.190792,0.4408358,0.8445332,1.6598737,4.0982194
326801,2016.4728,4.591136,42.26358,0.82513094,1.7836474,3.30047,7.983794
326802,2003.9668,0.7890974,9.951335,0.24074543,0.40128613,0.8859606,2.0547945
326803,2012.297,3.3622797,31.227184,0.6328997,1.3140489,2.480166,6.0409765
326903,2012.297,3.3622606,31.22721,0.63290083,1.3140482,2.4801664,6.0409737
327003,2008.1213,2.1334689,20.190788,0.4408261,0.8445101,1.6598706,4.0982194
327004,2016.4728,4.591112,42.263615,0.8251046,1.7836267,3.300457,7.9837875
327101,2012.297,3.3622668,31.227161,0.63289565,1.3140497,2.4801636,6.0409737
327204,2003.9668,0.7890949,9.9513645,0.24074796,0.40128154,0.88596547,2.0548034
327205,2020.6484,5.8199215,53.299812,1.0174389,2.2532792,4.1207504,9.926632
327206,2003.9668,0.789099,9.951346,0.24074408,0.40128118,0.88596386,2.0548046
327301,2008.1213,2.1334677,20.190794,0.44083634,0.8445139,1.6598754,4.0982165
327303,2003.9668,0.78909695,9.951324,0.2407381,0.40128303,0.88595927,2.0547955
327401,2003.9668,0.7890986,9.951348,0.24074334,0.4012832,0.88596445,2.054804
327404,2003.9668,0.78909814,9.95134,0.240744,0.40127915,0.88596505,2.0548007
327501,2003.9668,0.7891009,9.951363,0.24074847,0.40128517,0.88596284,2.054804
327502,2008.1213,2.1334682,20.19079,0.44084015,0.84452724,1.6598821,4.0982137
327503,2003.9668,0.7890992,9.951347,0.24074367,0.40127754,0.8859623,2.0547996
327504,2008.1213,2.1334713,20.190786,0.44083562,0.8445368,1.6598723,4.0982184
327603,2003.9668,0.78909636,9.951319,0.2407426,0.40128165,0.885961,2.054791
327604,2008.1213,2.1334646,20.190788,0.44082662,0.84451365,1.6598716,4.098221
327605,2003.9668,0.7891046,9.951388,0.24075475,0.40128452,0.8859738,2.0548172
327606,2008.1213,2.133466,20.190762,0.44083315,0.84450364,1.6598763,4.098214
327607,2003.9668,0.7890923,9.951301,0.24074328,0.40127313,0.8859639,2.0547812
327701,2020.6484,5.8199306,53.299847,1.0174575,2.2532544,4.1207514,9.9266405
327702,2012.297,3.36226,31.227219,0.63291425,1.3140423,2.4801784,6.040966
327703,2008.1213,2.1334798,20.190813,0.44084382,0.8445194,1.6598794,4.0982213
327901,2008.1213,2.1334705,20.190798,0.44083175,0.8445275,1.6598768,4.098218
327902,2008.1213,2.1334746,20.190802,0.4408302,0.8445462,1.6598771,4.0982146
327903,2003.9668,0.78910005,9.951367,0.24074557,0.40128815,0.8859625,2.0548081
327904,2003.9668,0.78909194,9.951321,0.24073684,0.40127414,0.8859598,2.05479
328101,2003.9668,0.78909314,9.951354,0.24074498,0.40128338,0.88596433,2.054802
328201,2003.9668,0.7891017,9.951345,0.24074525,0.40127993,0.8859628,2.0548034
328301,2003.9668,0.7891003,9.951338,0.24074298,0.4012888,0.88596404,2.0547981
328401,2012.297,3.3622622,31.227247,0.63290346,1.3140341,2.480174,6.040967
328402,2003.9668,0.78909874,9.951336,0.24074641,0.4012828,0.88596433,2.054801
328501,2016.4728,4.591134,42.26361,0.8251249,1.7836524,3.300475,7.983799
328502,2003.9668,0.7890955,9.951357,0.24074647,0.40128636,0.8859686,2.054803
328503,2003.9668,0.78909814,9.951362,0.24074909,0.40128845,0.88596416,2.054808
328504,2003.9668,0.78909516,9.951358,0.24074244,0.4012792,0.8859671,2.054802
328601,2012.297,3.362268,31.227188,0.63291216,1.3140621,2.480157,6.040978
328803,2008.1213,2.1334672,20.190783,0.44083497,0.84452224,1.6598749,4.0982113
328806,2008.1213,2.1334717,20.190802,0.44084084,0.8445388,1.6598771,4.0982203
329001,2008.1213,2.1334782,20.19084,0.44084167,0.8445252,1.6598799,4.0982256
329002,2008.1213,2.1334841,20.190826,0.44083163,0.8445196,1.6598835,4.098224
329003,2003.9668,0.7890986,9.951338,0.24074301,0.40128303,0.8859644,2.0548015
329004,2008.1213,2.1334715,20.19081,0.4408445,0.84452033,1.6598821,4.098217
329101,2003.9668,0.7891017,9.95139,0.2407546,0.4012828,0.88597274,2.0548177
329102,2003.9668,0.7891054,9.951363,0.24075097,0.40129095,0.88596475,2.0548098
329201,2008.1213,2.1334765,20.19081,0.44083685,0.844514,1.6598794,4.098215
329202,2020.6484,5.819943,53.299835,1.0174358,2.2532496,4.1207514,9.926642
329401,2003.9668,0.7890966,9.951325,0.24074292,0.40128332,0.88596594,2.054793
329402,2003.9668,0.7890967,9.951351,0.24074677,0.40128052,0.8859673,2.0548027
329502,2012.297,3.3622775,31.227192,0.632898,1.3140445,2.4801702,6.040978
329504,2003.9668,0.7890955,9.951314,0.24073383,0.40127236,0.88595957,2.054788
329601,2008.1213,2.1334763,20.190796,0.44083932,0.8445344,1.6598773,4.098218
329602,2003.9668,0.78909516,9.951329,0.24074483,0.4012776,0.8859651,2.0547924
329802,2016.4728,4.591131,42.263607,0.8251267,1.7836379,3.3004754,7.9838004
329803,2003.9668,0.7890967,9.951356,0.24074498,0.4012857,0.88596696,2.0548024
329901,2003.9668,0.789098,9.951347,0.24073905,0.4012831,0.88595825,2.0548022
330002,2003.9668,0.78909695,9.951324,0.24074435,0.4012794,0.8859623,2.0547915
330004,2003.9668,0.7891005,9.95135,0.2407439,0.40127957,0.8859641,2.054804
330201,2020.6484,5.8199296,53.299847,1.0174303,2.2532563,4.1207438,9.926642
330202,2008.1213,2.1334763,20.19079,0.44084504,0.8445287,1.6598775,4.098216
330203,2008.1213,2.1334786,20.19081,0.4408296,0.84451234,1.6598828,4.098217
330301,2008.1213,2.133471,20.190792,0.4408491,0.8445363,1.6598735,4.0982194
330302,2003.9668,0.78909373,9.951333,0.24074444,0.40128344,0.88596404,2.054793
330403,2003.9668,0.7890998,9.951321,0.24073586,0.40128374,0.88595575,2.0547922
330404,2003.9668,0.789099,9.951343,0.24074379,0.40127993,0.88596207,2.0548017
330501,2012.297,3.362274,31.227182,0.63289154,1.3140509,2.4801722,6.040973
330502,2008.1213,2.1334674,20.190788,0.44083786,0.84451926,1.6598732,4.0982213
330503,2008.1213,2.1334746,20.190794,0.4408373,0.8445215,1.6598763,4.098216
330504,2003.9668,0.78909814,9.951321,0.24073586,0.40128046,0.8859597,2.054791
330601,2008.1213,2.1334724,20.190825,0.44083694,0.84451926,1.6598864,4.0982146
330701,2003.9668,0.78909385,9.951354,0.24074432,0.4012816,0.8859659,2.0548027
330801,2008.1213,2.1334858,20.190826,0.4408337,0.84451413,1.6598816,4.098221
330802,2008.1213,2.1334682,20.190788,0.4408287,0.84451866,1.6598711,4.0982223
330803,2012.297,3.3622687,31.227165,0.6328984,1.314037,2.4801717,6.040967
330804,2012.297,3.3622668,31.22719,0.63290054,1.3140609,2.4801621,6.0409784
330902,2016.4728,4.5911303,42.263615,0.82512057,1.7836505,3.3004649,7.9838033
330903,2012.297,3.3622606,31.22721,0.63290197,1.3140514,2.4801617,6.0409727
331002,2016.4728,4.591121,42.2636,0.8251236,1.7836462,3.3004656,7.9837966
331101,2012.297,3.362259,31.227242,0.6329103,1.3140277,2.4801807,6.0409675
331303,2003.9668,0.78910077,9.951322,0.24073374,0.4012823,0.8859562,2.0547934
331401,2003.9668,0.7890959,9.951331,0.24074292,0.4012866,0.88596284,2.0547934
331501,2016.4728,4.591135,42.263603,0.82512915,1.7836391,3.3004735,7.9837966
331502,2012.297,3.3622746,31.227184,0.6328925,1.3140433,2.4801755,6.040973
331601,2016.4728,4.591145,42.26361,0.82512844,1.7836612,3.3004763,7.9838023
331602,2016.4728,4.5911403,42.263596,0.82512414,1.7836558,3.300471,7.9838
331603,2008.1213,2.1334622,20.190796,0.440846,0.8445344,1.6598809,4.0982146
331604,2008.1213,2.1334724,20.190817,0.44084215,0.8445232,1.6598861,4.098217
331803,2003.9668,0.78909767,9.951338,0.24074152,0.40128464,0.8859632,2.0548012
331902,2008.1213,2.1334672,20.190788,0.44082958,0.84451807,1.6598732,4.098219
332001,2003.9668,0.78909624,9.951336,0.24074784,0.40128553,0.8859626,2.054793
332102,2003.9668,0.78909945,9.951334,0.24074215,0.40129167,0.885962,2.0547988
332201,2003.9668,0.7890978,9.951348,0.2407445,0.40127993,0.88596445,2.0548
332202,2008.1213,2.1334667,20.190792,0.440841,0.8445374,1.6598797,4.0982122
332204,2016.4728,4.5911365,42.263596,0.8251318,1.7836405,3.3004768,7.983802
332205,2008.1213,2.1334736,20.190805,0.4408411,0.8445207,1.6598883,4.098217
332206,2003.9668,0.78909504,9.951347,0.24074593,0.40128243,0.8859659,2.0548034
332302,2003.9668,0.78910184,9.951361,0.24075392,0.40128958,0.88596475,2.0548074
332304,2008.1213,2.1334777,20.190851,0.44083217,0.84452605,1.659883,4.098224
332305,2008.1213,2.1334636,20.190752,0.4408261,0.8444946,1.6598732,4.0982013
332401,2003.9668,0.78909814,9.951339,0.2407443,0.40128362,0.88596267,2.0548034
332601,2020.6484,5.819958,53.29984,1.0174282,2.2532573,4.120737,9.926646
332701,2003.9668,0.7890954,9.951329,0.24074265,0.4012819,0.8859623,2.0547917
332702,2003.9668,0.7890992,9.951329,0.2407443,0.40129167,0.8859602,2.0547965
332703,2003.9668,0.7891004,9.951335,0.24074721,0.40128624,0.88596594,2.0547986
332704,2003.9668,0.789099,9.951344,0.24074176,0.4012776,0.8859665,2.0548017
332705,2012.297,3.3622727,31.227205,0.6329034,1.314057,2.4801655,6.040976
332801,2012.297,3.3622663,31.227226,0.63289976,1.3140373,2.4801679,6.040968
332803,2016.4728,4.591132,42.26363,0.82513195,1.7836663,3.3004606,7.983801
332901,2016.4728,4.591135,42.263607,0.82513434,1.7836493,3.3004773,7.9838023
332902,2012.297,3.362258,31.227217,0.6329096,1.3140589,2.4801683,6.0409713
332903,2003.9668,0.78909767,9.951341,0.24074465,0.40128404,0.8859632,2.0547965
333101,2003.9668,0.7890948,9.951327,0.24074164,0.401286,0.8859649,2.0547926
333201,2008.1213,2.1334713,20.19081,0.44083872,0.8445283,1.6598797,4.0982194
333203,2008.1213,2.1334739,20.190783,0.44083062,0.8445244,1.6598747,4.0982194
333204,2012.297,3.3622634,31.2272,0.6329051,1.3140615,2.4801712,6.0409727
333301,2012.297,3.3622744,31.227238,0.6328936,1.3140334,2.4801698,6.0409694
333302,2012.297,3.3622568,31.227226,0.6329036,1.3140316,2.480174,6.040968
333303,2012.297,3.3622744,31.227188,0.63288856,1.3140439,2.480166,6.040977
333401,2012.297,3.3622642,31.227228,0.63290346,1.3140417,2.4801702,6.0409613
333402,2016.4728,4.591139,42.263622,0.82511145,1.783657,3.30046,7.9837985
333403,2003.9668,0.78910434,9.951344,0.24074417,0.40127897,0.8859628,2.0548027
333404,2008.1213,2.1334832,20.190819,0.44083223,0.84451616,1.6598804,4.098219
333502,2008.1213,2.1334689,20.190786,0.44083315,0.84451044,1.6598699,4.0982175
333504,2003.9668,0.7890961,9.951324,0.24073952,0.40128684,0.88595974,2.0547972
333601,2008.1213,2.133476,20.190817,0.4408362,0.8445251,1.6598747,4.0982223
333602,2016.4728,4.591121,42.263615,0.8251304,1.7836493,3.3004694,7.9838023
333605,2003.9668,0.78910077,9.951336,0.24074906,0.40127927,0.8859661,2.0548015
333606,2003.9668,0.78909993,9.951346,0.24074316,0.4012739,0.88596207,2.0547998
333609,2003.9668,0.78909683,9.951324,0.24073899,0.40128332,0.88596,2.0547965
333702,2012.297,3.362276,31.227192,0.63289607,1.3140426,2.480164,6.040976
333704,2003.9668,0.7890936,9.951319,0.2407411,0.40128005,0.8859624,2.054793
334001,2012.297,3.3622694,31.227219,0.6329004,1.314048,2.4801736,6.040969
334101,2003.9668,0.78909814,9.951339,0.2407443,0.40128362,0.88596267,2.0548034
334201,2003.9668,0.7890973,9.9513445,0.24074581,0.4012761,0.8859648,2.054801
334202,2012.297,3.3622653,31.22719,0.63290894,1.314052,2.480166,6.0409765
334301,2003.9668,0.7890967,9.951347,0.24074227,0.40127993,0.885963,2.0548022
334303,2003.9668,0.7890965,9.951333,0.24074161,0.40128517,0.88595915,2.0547955
334304,2003.9668,0.7890985,9.951342,0.24074581,0.40127754,0.88596433,2.0548017
334401,2003.9668,0.7891003,9.951344,0.24074578,0.40128386,0.88596314,2.054803
334402,2003.9668,0.7890961,9.951362,0.24074915,0.40128046,0.88597006,2.0548048
334601,2003.9668,0.7891017,9.951345,0.24074525,0.40127993,0.8859628,2.0548034
334602,2016.4728,4.5911365,42.263596,0.82512414,1.7836481,3.3004673,7.983802
334603,2003.9668,0.7891009,9.951317,0.24073881,0.40128058,0.8859586,2.0547931
334701,2008.1213,2.1334724,20.190807,0.44083768,0.8445239,1.6598811,4.09822
334702,2003.9668,0.7890967,9.951327,0.24074012,0.40128303,0.8859638,2.0547938
334703,2003.9668,0.78909683,9.951325,0.24073908,0.40128857,0.8859591,2.054795
334803,2003.9668,0.78909457,9.951321,0.24073571,0.40127254,0.88596195,2.0547898
335004,2008.1213,2.1334715,20.190792,0.44084933,0.8445412,1.6598742,4.098211
335006,2008.1213,2.133469,20.190779,0.44083107,0.84452546,1.6598718,4.0982203
335101,2003.9668,0.78910077,9.951316,0.24074012,0.4012844,0.8859593,2.0547912
335102,2003.9668,0.7890961,9.951328,0.24073938,0.40127796,0.8859628,2.0547924
335201,2003.9668,0.78909564,9.951337,0.24074227,0.40128976,0.8859618,2.0547957
335202,2003.9668,0.78910065,9.951332,0.24074665,0.40128905,0.8859634,2.054802
335301,2008.1213,2.1334655,20.190805,0.44083813,0.8445401,1.6598763,4.098217
335304,2003.9668,0.7890959,9.951353,0.24074644,0.40128273,0.8859671,2.0548046
335402,2012.297,3.3622792,31.227184,0.63289016,1.3140527,2.480164,6.0409756
335403,2016.4728,4.591141,42.263588,0.8251236,1.78365,3.3004727,7.9837995
335404,2012.297,3.362261,31.227173,0.63289076,1.314037,2.480164,6.040969
335501,2008.1213,2.1334689,20.190792,0.4408487,0.844538,1.6598778,4.0982165
335601,2003.9668,0.7890941,9.951302,0.24073803,0.40127546,0.8859612,2.0547895
335602,2003.9668,0.78909206,9.951304,0.24074188,0.4012754,0.8859662,2.0547829
