pid,year,p_region,p_age,p_sex,p_married,p_edu,Ind
169102,2003.9668,0.7890924,9.951299,0.24073812,0.40126985,0.8859599,2.0547843
169103,2003.9668,0.7890935,9.951319,0.24073741,0.40127617,0.8859591,2.054789
169201,2003.9668,0.78909874,9.951312,0.24074477,0.401282,0.88596123,2.054792
169401,2003.9668,0.7891011,9.95132,0.24074116,0.401285,0.8859603,2.0547938
169501,2003.9668,0.78909874,9.951337,0.24075055,0.40128243,0.8859699,2.0547974
169502,2003.9668,0.7890916,9.951319,0.24074152,0.40127778,0.88596284,2.0547888
169601,2003.9668,0.78909266,9.951301,0.24073952,0.40127236,0.8859633,2.0547822
169701,2003.9668,0.78909504,9.951332,0.24074423,0.40128237,0.88596296,2.0547934
169901,2016.4728,4.5911202,42.263622,0.825118,1.7836455,3.3004627,7.9838014
169902,2020.6484,5.819958,53.299828,1.0174434,2.2532763,4.120736,9.92665
169903,2008.1213,2.1334767,20.19081,0.44084212,0.84452224,1.659883,4.0982194
169904,2012.297,3.3622804,31.2272,0.6328892,1.3140393,2.480167,6.0409765
170101,2016.4728,4.591126,42.26361,0.82512087,1.7836341,3.3004704,7.983788
170102,2008.1213,2.1334674,20.19077,0.44082338,0.84450173,1.6598766,4.0982175
170201,2003.9668,0.7890928,9.951305,0.24073839,0.40127456,0.8859637,2.054784
170301,2020.6484,5.8199267,53.299812,1.0174336,2.2532506,4.120755,9.926626
170302,2020.6484,5.81992,53.299828,1.0174384,2.253243,4.1207523,9.92663
170303,2012.297,3.3622682,31.227194,0.63290846,1.3140558,2.4801645,6.0409794
170304,2008.1213,2.1334689,20.190779,0.44082907,0.8445152,1.6598704,4.0982203
170401,2012.297,3.3622704,31.227163,0.63289934,1.314035,2.4801764,6.040969
170403,2012.297,3.3622658,31.227219,0.63289136,1.314048,2.4801745,6.0409603
170404,2008.1213,2.1334684,20.190825,0.4408401,0.8445066,1.6598861,4.0982156
170501,2008.1213,2.1334717,20.190783,0.44083366,0.84451306,1.6598775,4.0982194
170502,2003.9668,0.7890954,9.951324,0.2407445,0.40127975,0.885961,2.05479
170503,2003.9668,0.7890935,9.9513,0.24073932,0.40127033,0.88595736,2.0547864
170601,2020.6484,5.819945,53.299824,1.0174303,2.2532487,4.1207323,9.926646
170701,2012.297,3.3622615,31.227226,0.63289654,1.31406,2.4801764,6.040983
170803,2003.9668,0.78909826,9.951323,0.24073458,0.40127933,0.88595945,2.0547922
170804,2016.4728,4.5911245,42.26361,0.8251074,1.7836348,3.300469,7.9837937
170901,2020.6484,5.819928,53.299824,1.0174315,2.2532434,4.1207476,9.926636
171001,2016.4728,4.5911255,42.26362,0.82511294,1.7836391,3.3004649,7.9838004
171002,2008.1213,2.1334643,20.190794,0.4408169,0.84449995,1.6598763,4.0982175
171003,2003.9668,0.7890967,9.95133,0.24074176,0.40128267,0.8859625,2.054793
171004,2008.1213,2.1334789,20.190777,0.44082862,0.844519,1.6598716,4.0982213
171201,2003.9668,0.789098,9.951314,0.24074152,0.4012826,0.88595945,2.0547945
171301,2008.1213,2.1334658,20.190779,0.44083574,0.8445076,1.6598792,4.09822
171404,2008.1213,2.1334631,20.190762,0.44082823,0.844509,1.6598737,4.0982175
171704,2008.1213,2.1334646,20.190784,0.44083786,0.8445163,1.6598792,4.098216
171801,2003.9668,0.78910184,9.951309,0.24074042,0.4012879,0.8859579,2.0547915
171803,2003.9668,0.7891015,9.951314,0.24074158,0.40128046,0.88595945,2.0547915
171804,2016.4728,4.591132,42.26359,0.8251271,1.7836474,3.3004792,7.9837904
171903,2008.1213,2.1334734,20.190823,0.44082984,0.8445085,1.6598871,4.098212
171905,2016.4728,4.5911136,42.26361,0.82510453,1.7836424,3.3004613,7.9837966
172103,2003.9668,0.789098,9.951344,0.24074516,0.4012816,0.8859668,2.0547972
172104,2003.9668,0.7890985,9.95133,0.24074197,0.40128237,0.8859614,2.0547938
172403,2008.1213,2.133476,20.190779,0.44083214,0.844522,1.6598699,4.0982227
172501,2012.297,3.3622699,31.22718,0.63291216,1.3140659,2.4801626,6.040976
172502,2008.1213,2.133478,20.190779,0.44082832,0.84451437,1.6598675,4.098219
172505,2012.297,3.3622746,31.22719,0.6328991,1.3140514,2.4801602,6.0409765
172601,2003.9668,0.7890922,9.951318,0.24074224,0.40127492,0.88596463,2.0547874
172602,2016.4728,4.5911326,42.263622,0.8250848,1.783626,3.3004727,7.9837923
172701,2003.9668,0.78910255,9.951314,0.24074084,0.4012825,0.8859598,2.0547915
173003,2020.6484,5.8199496,53.299843,1.0174432,2.2532473,4.1207523,9.92664
173102,2020.6484,5.819929,53.29981,1.0174465,2.2532678,4.120756,9.926628
173103,2016.4728,4.591128,42.26362,0.8250953,1.783645,3.300469,7.983795
173104,2008.1213,2.1334672,20.19077,0.4408264,0.8445126,1.659868,4.0982122
173202,2016.4728,4.5911303,42.263607,0.8251239,1.783645,3.3004684,7.983796
173203,2012.297,3.3622768,31.22718,0.63288176,1.3140426,2.4801602,6.040973
173204,2016.4728,4.591128,42.26363,0.8250991,1.7836221,3.3004723,7.983782
173301,2003.9668,0.7890973,9.951322,0.24073645,0.40127808,0.8859578,2.0547895
173403,2003.9668,0.7890949,9.951327,0.24074343,0.40127987,0.88596267,2.0547945
173405,2008.1213,2.1334684,20.19077,0.4408359,0.84452987,1.6598709,4.098225
173701,2008.1213,2.1334722,20.19078,0.44083267,0.84452,1.6598704,4.098219
173702,2003.9668,0.7890898,9.951293,0.24073663,0.40127385,0.8859573,2.0547814
173703,2012.297,3.3622787,31.227196,0.6328833,1.3140515,2.4801583,6.040979
173802,2003.9668,0.78908694,9.951292,0.24073929,0.4012751,0.88595694,2.054783
173901,2020.6484,5.8199253,53.299824,1.0174372,2.2532482,4.1207523,9.9266405
173902,2008.1213,2.1334608,20.190758,0.4408288,0.8445085,1.659873,4.0982075
173903,2003.9668,0.7890971,9.951323,0.24073976,0.40128118,0.88595885,2.054793
173904,2016.4728,4.5911326,42.263596,0.8251318,1.7836481,3.3004825,7.983794
174001,2020.6484,5.819915,53.299816,1.0174482,2.2532578,4.120756,9.926632
174002,2008.1213,2.1334734,20.190779,0.44083717,0.8445209,1.659873,4.0982203
174003,2003.9668,0.78909636,9.95133,0.24074242,0.40128058,0.8859662,2.0547945
174004,2003.9668,0.78909886,9.951315,0.24074158,0.40128183,0.8859642,2.0547926
174103,2003.9668,0.78910017,9.951335,0.2407502,0.40128434,0.8859658,2.0547984
174201,2008.1213,2.133474,20.190819,0.44083437,0.84451044,1.6598802,4.0982127
174202,2003.9668,0.78909755,9.951363,0.24074903,0.4012863,0.8859639,2.0548046
174203,2003.9668,0.78909934,9.95136,0.24075401,0.40128595,0.88596916,2.0548062
174303,2008.1213,2.1334724,20.190779,0.44082892,0.84451973,1.6598713,4.098219
174304,2008.1213,2.1334717,20.190765,0.44083533,0.84452164,1.6598749,4.0982213
174403,2012.297,3.3622742,31.22719,0.632902,1.3140261,2.4801722,6.040973
174404,2003.9668,0.7891011,9.951342,0.24074411,0.4012801,0.88596624,2.0548
174503,2003.9668,0.78909504,9.951325,0.24074176,0.4012822,0.88595986,2.0547957
174603,2003.9668,0.7891066,9.951364,0.24074715,0.40129203,0.8859646,2.0548136
174701,2016.4728,4.5911326,42.263603,0.8251198,1.7836462,3.3004699,7.9837966
174803,2020.6484,5.819946,53.299812,1.0174499,2.253262,4.1207495,9.9266405
174804,2016.4728,4.5911183,42.26363,0.8251329,1.7836624,3.3004687,7.983799
174902,2008.1213,2.1334696,20.190784,0.44083354,0.84451747,1.6598732,4.098219
175102,2003.9668,0.7890916,9.951305,0.24074066,0.4012726,0.8859587,2.0547888
175103,2003.9668,0.7890973,9.951333,0.24074337,0.40128154,0.88596046,2.0547926
175105,2012.297,3.3622777,31.227177,0.6328936,1.314037,2.4801693,6.0409746
175106,2012.297,3.3622673,31.227173,0.63289267,1.314037,2.480164,6.04097
175107,2003.9668,0.78909874,9.951319,0.2407395,0.40128267,0.88596076,2.054791
175201,2012.297,3.362274,31.227173,0.6329035,1.3140546,2.4801712,6.040971
175303,2003.9668,0.7890929,9.951304,0.24073952,0.4012738,0.88595855,2.0547845
175401,2020.6484,5.819945,53.299835,1.0174303,2.2532716,4.1207438,9.926642
175402,2016.4728,4.5911336,42.26359,0.8251198,1.7836539,3.3004766,7.9838014
175403,2008.1213,2.1334698,20.19079,0.4408283,0.84452033,1.6598728,4.0982194
175501,2012.297,3.362275,31.227196,0.6328878,1.3140432,2.480165,6.040983
175503,2003.9668,0.7890991,9.951324,0.24073836,0.401281,0.8859591,2.0547912
175504,2016.4728,4.59113,42.263645,0.82509416,1.7836341,3.3004785,7.983792
175505,2008.1213,2.1334674,20.19078,0.4408293,0.8445152,1.6598752,4.09822
175601,2003.9668,0.7890898,9.951312,0.2407383,0.4012745,0.88596034,2.0547888
175602,2012.297,3.3622668,31.227165,0.63289946,1.3140364,2.480165,6.040968
175603,2012.297,3.3622658,31.22721,0.632912,1.3140665,2.4801722,6.0409694
175604,2003.9668,0.7890954,9.951304,0.24074098,0.40127605,0.88596547,2.054784
175701,2012.297,3.362275,31.227184,0.6329051,1.314073,2.4801598,6.0409746
175702,2008.1213,2.1334667,20.190796,0.44083932,0.84454584,1.6598773,4.098215
175801,2020.6484,5.819924,53.29981,1.0174384,2.2532544,4.12076,9.926626
175802,2020.6484,5.819936,53.299824,1.0174391,2.2532434,4.1207514,9.926636
175803,2008.1213,2.1334693,20.190788,0.44084767,0.8445287,1.659879,4.098216
175804,2008.1213,2.133469,20.190786,0.44083107,0.8445178,1.6598742,4.0982184
175805,2003.9668,0.78910625,9.951352,0.24074948,0.4012887,0.88596475,2.0548034
175901,2016.4728,4.5911455,42.26361,0.8251249,1.7836448,3.300475,7.983803
175902,2012.297,3.362261,31.227226,0.6329098,1.314043,2.4801736,6.040968
175903,2003.9668,0.78909755,9.951354,0.24074751,0.4012851,0.88596696,2.0548007
175904,2003.9668,0.7890959,9.951321,0.24073991,0.40127957,0.8859611,2.0547922
176001,2012.297,3.362268,31.22719,0.6329115,1.3140666,2.480167,6.0409718
176003,2012.297,3.362272,31.2272,0.63288444,1.3140489,2.4801602,6.0409746
176004,2008.1213,2.1334724,20.19079,0.44083473,0.84452224,1.659874,4.0982184
176203,2016.4728,4.5911307,42.263603,0.8251284,1.7836539,3.3004766,7.9837947
176204,2012.297,3.3622656,31.227188,0.6328834,1.3140318,2.4801674,6.0409684
176301,2016.4728,4.591127,42.26362,0.8251094,1.7836493,3.3004723,7.9837985
176302,2020.6484,5.8199296,53.2998,1.0174472,2.2532687,4.1207457,9.926626
176701,2020.6484,5.8199267,53.299828,1.0174413,2.2532392,4.120759,9.926626
176702,2020.6484,5.819917,53.299812,1.0174427,2.253264,4.120741,9.926619
176703,2003.9668,0.7890942,9.951319,0.24074125,0.401277,0.8859593,2.0547886
176704,2003.9668,0.7890918,9.951322,0.24074101,0.40128088,0.8859604,2.0547926
176901,2020.6484,5.819945,53.299824,1.0174379,2.2532563,4.120742,9.926642
176902,2003.9668,0.78910494,9.951316,0.24073988,0.40128535,0.8859592,2.0547924
176903,2012.297,3.3622804,31.227184,0.632893,1.3140393,2.480166,6.0409727
176904,2003.9668,0.78910244,9.951331,0.24074438,0.40129036,0.8859633,2.0547993
176905,2008.1213,2.1334684,20.190804,0.44084248,0.8445275,1.6598787,4.0982122
177001,2020.6484,5.819936,53.299824,1.0174391,2.2532434,4.1207514,9.926636
177201,2008.1213,2.1334705,20.190777,0.44083464,0.8445178,1.6598725,4.098219
177404,2012.297,3.3622704,31.227224,0.63289285,1.3140366,2.480167,6.0409675
177701,2003.9668,0.7890893,9.951295,0.24073619,0.4012795,0.8859574,2.0547807
177802,2008.1213,2.1334703,20.19076,0.44083595,0.8445277,1.6598704,4.098219
177803,2012.297,3.3622634,31.227234,0.63289654,1.3140409,2.4801688,6.0409756
177804,2008.1213,2.1334732,20.190779,0.44083893,0.84451973,1.6598773,4.098216
177805,2008.1213,2.133468,20.19077,0.44083557,0.84451497,1.659872,4.098223
177901,2003.9668,0.7890974,9.95134,0.24075022,0.4012789,0.88596797,2.0547986
177906,2003.9668,0.7890978,9.951321,0.24073881,0.40128493,0.8859621,2.0547953
178002,2003.9668,0.78909755,9.951315,0.24073678,0.4012773,0.8859598,2.0547895
178004,2003.9668,0.7890954,9.9513235,0.24073952,0.40128118,0.8859604,2.0547936
178005,2003.9668,0.78909194,9.95133,0.24074,0.40127587,0.8859646,2.0547907
178201,2003.9668,0.789099,9.95132,0.24074128,0.4012779,0.88596326,2.0547903
178303,2008.1213,2.1334662,20.190794,0.4408407,0.84453475,1.6598763,4.098217
178304,2003.9668,0.7890967,9.951335,0.24074313,0.40128434,0.88596547,2.0547965
178401,2008.1213,2.1334739,20.19081,0.4408396,0.8445153,1.6598828,4.0982203
178403,2016.4728,4.591126,42.263615,0.8251094,1.7836493,3.3004699,7.9837937
178501,2003.9668,0.78910184,9.951333,0.24074563,0.40128815,0.8859625,2.054796
178603,2003.9668,0.7890966,9.951324,0.24073789,0.40128052,0.8859615,2.0547931
178701,2008.1213,2.133474,20.190796,0.44083667,0.8445364,1.6598728,4.098211
178703,2008.1213,2.1334693,20.190763,0.4408389,0.84451973,1.6598742,4.0982227
178803,2003.9668,0.7890953,9.95132,0.24074066,0.40127754,0.88596314,2.0547907
178901,2020.6484,5.819931,53.299793,1.0174377,2.2532501,4.1207514,9.926632
178902,2008.1213,2.1334848,20.19082,0.44082877,0.8445177,1.6598768,4.0982227
179002,2003.9668,0.7891017,9.951312,0.24074444,0.4012847,0.8859609,2.0547945
179103,2008.1213,2.1334739,20.190777,0.44083607,0.8445178,1.6598761,4.0982156
179202,2003.9668,0.7890916,9.951307,0.24073946,0.40127742,0.8859607,2.0547857
179301,2012.297,3.362277,31.227144,0.6328906,1.3140529,2.4801629,6.0409684
179302,2016.4728,4.5911164,42.26361,0.8250986,1.7836202,3.300457,7.9837956
179303,2012.297,3.3622692,31.227205,0.6329013,1.314052,2.4801583,6.0409746
179304,2012.297,3.3622687,31.227194,0.63290817,1.3140705,2.4801593,6.0409727
179401,2003.9668,0.78909624,9.951333,0.24074498,0.40128362,0.8859637,2.0547938
179404,2008.1213,2.133486,20.190845,0.44082358,0.84452605,1.6598761,4.0982313
179502,2008.1213,2.1334667,20.190798,0.4408423,0.8445215,1.6598783,4.0982146
179601,2012.297,3.3622735,31.227184,0.6328995,1.3140324,2.480176,6.040976
179602,2008.1213,2.1334608,20.190762,0.44084018,0.8445089,1.6598766,4.0982065
179603,2008.1213,2.1334748,20.190788,0.44084695,0.84452784,1.6598797,4.098214
179604,2003.9668,0.78909814,9.95134,0.24074808,0.4012794,0.88596606,2.0547974
179801,2012.297,3.3622844,31.227192,0.6328856,1.3140407,2.4801702,6.040975
179802,2008.1213,2.1334727,20.190773,0.4408323,0.8445195,1.6598749,4.0982223
179803,2016.4728,4.5911326,42.263615,0.8251246,1.783646,3.300472,7.9838033
179804,2008.1213,2.1334696,20.190794,0.44083363,0.84451616,1.6598742,4.0982175
180001,2003.9668,0.7890984,9.951318,0.24073708,0.40128028,0.88596135,2.0547907
180203,2008.1213,2.1334693,20.190794,0.4408411,0.8445263,1.6598737,4.0982122
180204,2003.9668,0.7890961,9.951343,0.24074283,0.40128183,0.8859648,2.0547998
180302,2016.4728,4.591126,42.26362,0.82512844,1.7836651,3.3004696,7.9837947
180401,2003.9668,0.78909135,9.951313,0.24073863,0.4012726,0.8859602,2.0547872
180501,2003.9668,0.7891011,9.951333,0.24074504,0.40128732,0.8859632,2.054798
180503,2016.4728,4.5911355,42.2636,0.8251154,1.7836486,3.30047,7.983799
180504,2003.9668,0.7890955,9.951335,0.24074489,0.4012831,0.8859637,2.054794
180601,2003.9668,0.7890818,9.951282,0.2407383,0.40127283,0.885954,2.0547752
180701,2016.4728,4.5911365,42.263596,0.8251274,1.7836577,3.300468,7.9837985
180702,2008.1213,2.133464,20.190783,0.44082996,0.84451365,1.6598759,4.0982156
180703,2008.1213,2.133468,20.190798,0.4408321,0.8445146,1.6598766,4.0982184
180704,2008.1213,2.1334717,20.190792,0.44083396,0.8445244,1.6598763,4.0982137
180705,2003.9668,0.7890943,9.9513035,0.24074018,0.4012764,0.8859625,2.0547829
180801,2008.1213,2.1334672,20.190783,0.44083488,0.84452164,1.6598704,4.0982203
180802,2003.9668,0.78910077,9.951318,0.24074253,0.40128183,0.88596135,2.0547912
181002,2008.1213,2.133464,20.190771,0.44083506,0.84450746,1.659878,4.098214
181003,2008.1213,2.1334717,20.190788,0.44083592,0.84452796,1.6598754,4.0982194
181101,2008.1213,2.1334631,20.19079,0.44082308,0.84450483,1.6598804,4.0982165
181201,2003.9668,0.7890922,9.951303,0.24074143,0.40127426,0.8859633,2.0547822
181202,2003.9668,0.7890991,9.951333,0.24074218,0.40128535,0.8859614,2.0547934
181203,2008.1213,2.1334743,20.190792,0.4408355,0.8445401,1.659874,4.098217
181204,2003.9668,0.78909695,9.951332,0.24074751,0.40128595,0.88596535,2.0547936
181205,2008.1213,2.133471,20.190784,0.4408314,0.84451175,1.659872,4.0982213
181301,2012.297,3.3622797,31.22716,0.63289964,1.3140433,2.4801683,6.040976
181302,2016.4728,4.5911217,42.2636,0.82511675,1.7836429,3.3004625,7.9837985
181303,2003.9668,0.78909945,9.951342,0.2407484,0.4012853,0.88596237,2.0547986
181304,2008.1213,2.133471,20.190786,0.44083488,0.84452164,1.659868,4.0982203
181502,2008.1213,2.13347,20.190777,0.4408377,0.8445226,1.6598737,4.098222
181601,2008.1213,2.133469,20.19077,0.4408248,0.84450364,1.6598785,4.098216
181602,2008.1213,2.133481,20.190832,0.4408324,0.84451544,1.6598768,4.0982194
181603,2003.9668,0.7891022,9.951365,0.24074847,0.40128857,0.8859645,2.0548072
181701,2012.297,3.3622882,31.227173,0.632897,1.314054,2.4801688,6.040979
181702,2008.1213,2.1334796,20.19077,0.4408357,0.8445182,1.6598723,4.0982175
181703,2003.9668,0.789093,9.951336,0.24073815,0.40127802,0.8859632,2.0547938
181801,2003.9668,0.7891003,9.951321,0.24073967,0.4012828,0.8859599,2.0547917
181901,2012.297,3.362275,31.227167,0.6329024,1.3140439,2.4801674,6.0409713
181902,2012.297,3.3622665,31.227158,0.63289756,1.3140326,2.4801612,6.040969
181903,2012.297,3.362283,31.227175,0.63289726,1.3140452,2.4801764,6.0409684
182001,2020.6484,5.8199306,53.299828,1.0174413,2.2532506,4.120755,9.926634
182002,2016.4728,4.591112,42.26362,0.82511,1.7836164,3.3004766,7.983791
182003,2003.9668,0.7890887,9.951307,0.24074149,0.40127218,0.8859601,2.0547829
182101,2012.297,3.3622735,31.227182,0.6329049,1.3140318,2.4801722,6.040972
182102,2020.6484,5.8199334,53.299828,1.0174298,2.2532582,4.120755,9.926632
182103,2003.9668,0.7891005,9.951314,0.24073929,0.40128344,0.88595885,2.054792
182201,2012.297,3.3622637,31.22724,0.63289344,1.3140417,2.4801722,6.040963
182203,2003.9668,0.78909636,9.951321,0.2407383,0.40128118,0.8859611,2.054791
182204,2003.9668,0.78909266,9.951316,0.24073997,0.40127015,0.8859633,2.054787
182205,2008.1213,2.1334665,20.19078,0.44083068,0.84452224,1.6598747,4.098217
182301,2016.4728,4.591122,42.263626,0.825101,1.7836488,3.3004642,7.9837933
182403,2003.9668,0.78909063,9.951305,0.24074149,0.40127462,0.8859631,2.0547874
182404,2003.9668,0.78909767,9.951337,0.24074328,0.40128756,0.885962,2.0547962
182501,2003.9668,0.78910184,9.951355,0.24074885,0.40128458,0.885967,2.0548017
182502,2012.297,3.3622642,31.227207,0.6328969,1.3140545,2.4801664,6.040978
182503,2003.9668,0.789093,9.951337,0.2407436,0.40128624,0.8859631,2.0547981
182601,2020.6484,5.819926,53.299816,1.0174379,2.2532525,4.1207533,9.926642
182602,2012.297,3.3622649,31.227158,0.6329033,1.3140306,2.4801674,6.04097
182603,2012.297,3.3622677,31.227177,0.63289887,1.3140312,2.4801693,6.040968
182701,2003.9668,0.7890911,9.9513,0.24073482,0.40127403,0.88595897,2.0547822
182801,2008.1213,2.133475,20.190783,0.44082388,0.84451306,1.6598728,4.09822
182903,2003.9668,0.7891053,9.951361,0.24074504,0.4012879,0.88596356,2.0548084
183001,2020.6484,5.819939,53.299812,1.0174384,2.2532468,4.1207542,9.926634
183102,2003.9668,0.7890967,9.951325,0.24074039,0.40127861,0.88596255,2.0547922
183201,2012.297,3.3622866,31.227175,0.63289714,1.3140515,2.4801674,6.04098
183202,2003.9668,0.7890997,9.95132,0.24074534,0.401285,0.8859603,2.0547934
183203,2016.4728,4.59114,42.26358,0.8251194,1.7836596,3.3004653,7.983797
183204,2020.6484,5.819924,53.299828,1.0174308,2.2532544,4.1207542,9.92663
183205,2020.6484,5.8199286,53.29982,1.0174351,2.253283,4.120743,9.926626
183206,2008.1213,2.1334689,20.190773,0.4408323,0.8445157,1.6598711,4.0982203
183302,2008.1213,2.1334758,20.190786,0.44084805,0.8445357,1.6598747,4.098214
183303,2003.9668,0.7890953,9.951317,0.24074161,0.4012804,0.8859623,2.0547931
183401,2003.9668,0.78909945,9.951332,0.24074924,0.40128577,0.8859633,2.054797
183402,2003.9668,0.78909755,9.951317,0.24074385,0.40127861,0.8859629,2.0547895
183502,2003.9668,0.7890961,9.95132,0.24074262,0.40128118,0.88596135,2.054792
183503,2012.297,3.3622663,31.227226,0.63289976,1.3140335,2.4801774,6.040968
183701,2003.9668,0.7890912,9.951312,0.24073952,0.40127766,0.8859602,2.0547867
183801,2016.4728,4.5911264,42.263615,0.82512546,1.7836581,3.3004663,7.983803
183802,2016.4728,4.5911465,42.263615,0.82511824,1.7836524,3.3004725,7.983798
183901,2008.1213,2.1334736,20.190771,0.44083723,0.8445178,1.6598742,4.0982203
184001,2008.1213,2.1334767,20.19078,0.4408334,0.84451616,1.6598668,4.098219
184101,2003.9668,0.789098,9.951315,0.24074522,0.40128404,0.8859616,2.0547922
184201,2012.297,3.3622682,31.227186,0.63290846,1.3140615,2.4801607,6.0409813
184202,2008.1213,2.1334682,20.190779,0.44082817,0.8445188,1.6598682,4.09822
184303,2003.9668,0.7890996,9.951312,0.24074024,0.4012825,0.8859599,2.0547895
184402,2020.6484,5.8199244,53.299828,1.0174468,2.2532358,4.120755,9.926628
184501,2012.297,3.3622675,31.227156,0.63289595,1.314039,2.4801614,6.0409703
184503,2012.297,3.3622699,31.22719,0.6329039,1.3140628,2.480163,6.0409737
184601,2003.9668,0.7890898,9.951303,0.24074155,0.40126997,0.8859626,2.0547833
184602,2003.9668,0.78909695,9.951319,0.24074078,0.40128136,0.88596195,2.0547915
184701,2020.6484,5.8199425,53.299828,1.017447,2.2532506,4.1207438,9.926644
184703,2016.4728,4.5911245,42.26361,0.8251107,1.7836443,3.3004675,7.9837847
184704,2008.1213,2.133484,20.190832,0.44083014,0.8445189,1.6598797,4.0982265
184903,2003.9668,0.7890971,9.951329,0.2407391,0.4012795,0.8859632,2.0547948
185103,2016.4728,4.591127,42.263607,0.8251214,1.7836398,3.3004649,7.983798
185105,2016.4728,4.59112,42.263634,0.825094,1.7836312,3.3004632,7.983788
185203,2008.1213,2.1334643,20.190783,0.44082654,0.8445178,1.6598701,4.0982213
185302,2012.297,3.3622665,31.227205,0.6329053,1.3140475,2.480167,6.040974
185303,2012.297,3.3622863,31.227177,0.6328954,1.3140527,2.4801602,6.0409718
185304,2016.4728,4.5911436,42.263653,0.8251243,1.783651,3.300474,7.9837933
185305,2008.1213,2.1334684,20.190794,0.4408444,0.8445256,1.6598766,4.098214
185402,2016.4728,4.59113,42.263615,0.82511246,1.783626,3.3004742,7.9837894
185403,2003.9668,0.78909695,9.951332,0.24074408,0.40128297,0.8859627,2.0547938
185406,2003.9668,0.7890905,9.951318,0.24074161,0.40127224,0.88596374,2.0547876
185501,2012.297,3.3622682,31.22719,0.6328839,1.3140471,2.4801683,6.0409713
185502,2003.9668,0.7890924,9.951311,0.24073312,0.401277,0.885962,2.054787
185503,2008.1213,2.1334777,20.190802,0.44083145,0.8445344,1.6598756,4.0982165
185601,2016.4728,4.5911517,42.263626,0.8251137,1.783667,3.3004649,7.9838085
185602,2003.9668,0.78910935,9.951374,0.24074996,0.40129513,0.88596493,2.0548148
185603,2003.9668,0.78909695,9.9513445,0.2407425,0.40127933,0.88596445,2.0547998
185604,2003.9668,0.7891009,9.951342,0.24074638,0.40128,0.88596594,2.054802
185701,2012.297,3.362284,31.227167,0.6329,1.3140324,2.4801712,6.040975
185703,2008.1213,2.1334674,20.190796,0.44084004,0.8445382,1.6598818,4.098214
185801,2008.1213,2.133471,20.190786,0.44083148,0.8445257,1.6598656,4.09822
185802,2003.9668,0.7891009,9.951316,0.24073938,0.40128267,0.8859604,2.0547912
185803,2003.9668,0.78909755,9.951317,0.2407381,0.40128016,0.8859609,2.0547915
185903,2003.9668,0.7890998,9.951335,0.24074322,0.40128458,0.88596135,2.0548031
185904,2012.297,3.362276,31.227196,0.6328808,1.314033,2.4801698,6.0409684
186002,2003.9668,0.7890974,9.951326,0.24073702,0.40127873,0.88596195,2.0547934
186101,2020.6484,5.819919,53.299828,1.0174336,2.2532353,4.120757,9.92663
186102,2012.297,3.3622713,31.227186,0.6329053,1.3140647,2.4801655,6.0409775
186301,2003.9668,0.78909135,9.951318,0.24073863,0.4012732,0.8859624,2.0547888
186303,2016.4728,4.5911345,42.26361,0.8251181,1.7836379,3.300472,7.983805
186305,2012.297,3.3622732,31.227226,0.632887,1.3140619,2.4801645,6.040985
186402,2008.1213,2.1334755,20.190819,0.44084334,0.8445251,1.6598814,4.098219
186403,2016.4728,4.591134,42.26359,0.82512057,1.7836391,3.3004696,7.9837956
186406,2003.9668,0.78909826,9.951319,0.24073812,0.4012828,0.88595706,2.0547926
186603,2016.4728,4.5911345,42.26363,0.8250953,1.7836183,3.3004599,7.9837885
186604,2016.4728,4.5911193,42.26363,0.8251182,1.7836183,3.300479,7.9837904
186701,2016.4728,4.5911345,42.26359,0.8251138,1.7836436,3.300463,7.9838057
186702,2012.297,3.3622787,31.227192,0.6328916,1.3140413,2.4801588,6.0409775
186804,2012.297,3.3622575,31.22724,0.63289917,1.3140284,2.4801702,6.0409603
186806,2003.9668,0.7890991,9.951365,0.24075001,0.4012847,0.8859613,2.0548053
187001,2016.4728,4.591133,42.263626,0.8251243,1.7836701,3.30046,7.9838037
187002,2016.4728,4.5911255,42.26362,0.8251331,1.7836391,3.3004754,7.983802
187103,2012.297,3.3622644,31.22724,0.63290095,1.3140517,2.480176,6.0409784
187104,2003.9668,0.7890973,9.951336,0.2407436,0.4012872,0.8859639,2.0547938
187202,2012.297,3.362262,31.227219,0.6329028,1.3140557,2.4801712,6.04097
187301,2008.1213,2.1334805,20.190775,0.4408342,0.84452724,1.6598735,4.098221
187302,2008.1213,2.1334674,20.190765,0.4408272,0.844517,1.6598794,4.0982156
187303,2003.9668,0.78909755,9.951323,0.24074388,0.40128714,0.88596535,2.0547934
187304,2003.9668,0.78909457,9.951324,0.2407389,0.40128124,0.88596,2.0547962
187401,2003.9668,0.7890972,9.951329,0.24074027,0.40127963,0.88596284,2.0547934
187402,2020.6484,5.8199453,53.299793,1.0174482,2.2532616,4.12076,9.926636
187501,2016.4728,4.591128,42.263622,0.82512563,1.7836379,3.300476,7.9838014
187503,2020.6484,5.8199506,53.299847,1.0174358,2.2532687,4.1207466,9.926642
187504,2003.9668,0.7890917,9.951321,0.24074185,0.40128183,0.88596195,2.0547915
187601,2012.297,3.3622758,31.227165,0.63289744,1.3140465,2.480166,6.0409746
187801,2008.1213,2.1334682,20.190786,0.44083035,0.844514,1.6598749,4.0982203
187803,2008.1213,2.133469,20.190783,0.4408353,0.84451807,1.6598723,4.098218
