pid,mean_wage
53801,150.0
53901,322.5
53902,76.66666412353516
54001,175.0
54002,70.0
54101,150.0
54201,376.6666564941406
54202,175.0
54203,33.5
54301,310.0
54601,143.5
54603,115.0
54604,100.0
54701,120.0
54801,80.0
54903,225.0
55002,98.0
55003,200.0
55004,250.0
55102,166.6666717529297
55103,270.0
55201,130.0
55202,140.0
55204,200.0
55303,60.0
55402,50.0
55501,177.3333282470703
55503,160.0
55601,150.0
55701,200.0
55703,210.0
55802,120.0
55805,290.20001220703125
55901,220.0
55903,200.0
56102,74.0
56105,120.0
56301,200.0
56303,126.66666412353516
56401,100.0
56402,250.0
56501,90.0
56601,200.0
56604,200.0
56701,75.0
56704,100.0
56705,150.0
56706,183.3333282470703
56801,120.0
56901,90.0
56902,120.0
57001,115.0
57201,125.0
57203,425.0
57204,90.0
57301,175.0
57302,80.0
57501,130.0
57502,280.0
57603,100.0
57604,150.0
57801,175.0
57803,27.0
57901,63.33333206176758
58301,110.0
58302,312.5
58304,226.8000030517578
58305,150.0
58401,137.5
58402,103.33333587646484
58404,125.0
58501,522.0
58601,225.6666717529297
58603,30.0
58701,175.0
58801,271.0
59002,30.0
59201,173.75
59203,250.0
59204,200.0
59301,143.3333282470703
59401,10.0
59501,112.5
59502,100.0
59503,166.6666717529297
59504,215.0
59601,180.0
59602,81.66666412353516
59603,250.0
59604,170.0
59701,130.0
59903,100.0
59904,235.0
59905,226.6666717529297
60003,150.0
60104,283.3333435058594
60105,150.0
60301,90.0
60403,200.0
60502,166.6666717529297
60503,120.0
60504,100.0
60601,180.0
60602,150.0
60703,416.6666564941406
60704,383.3333435058594
60705,150.0
60801,106.66666412353516
60901,272.5
61202,115.0
61301,165.0
61302,115.0
61303,280.0
61501,110.0
61502,142.5
61503,100.0
61504,200.0
61601,86.66666412353516
61602,100.0
61603,183.3333282470703
61605,190.0
61701,200.0
61703,213.3333282470703
61802,100.0
61803,150.0
62003,205.0
62004,150.0
62101,150.0
62102,202.5
62103,250.0
62104,133.3333282470703
62201,307.0
62202,91.75
62204,110.0
62301,100.0
62304,220.0
62306,185.0
62401,152.5
62402,100.0
62501,250.0
62503,293.3333435058594
62504,130.0
62602,275.0
62603,250.0
62701,459.0
62702,266.0
62801,605.0
62901,250.0
63101,269.0
63102,80.0
63103,140.0
63104,362.5
63201,70.0
63202,94.0
63203,76.5
63301,82.5
63302,40.0
63401,140.0
63403,460.0
63404,233.5
63502,70.0
63503,110.0
63603,270.0
63902,80.66666412353516
63903,327.0
63904,222.5
63905,100.0
64001,579.0
64002,320.0
64101,100.0
64103,140.0
64104,80.0
64106,170.0
64201,40.0
64301,200.0
64302,177.5
64502,125.0
64602,106.66666412353516
64701,290.0
64702,237.5
64705,220.0
64801,165.0
64802,91.19999694824219
64803,102.5
64804,71.66666412353516
64805,150.0
65001,76.75
65002,41.0
65003,89.5
65004,195.0
65202,80.0
65404,80.0
65501,50.0
65503,48.0
65504,12.0
65603,184.5
65701,100.0
65702,197.5
65801,140.0
65803,250.0
66101,45.0
66201,140.0
66702,50.0
66703,177.5
66901,125.0
66902,125.0
67001,99.0
67102,45.0
67201,210.0
67203,250.0
67401,144.1999969482422
67402,120.0
67403,212.5
67501,120.0
67502,145.0
67504,79.0
67601,433.3333435058594
67602,290.0
67801,315.0
67803,100.0
67901,197.5
67903,160.0
68001,67.0
68003,125.0
68201,125.0
68204,279.0
68302,190.0
68303,120.0
68304,700.0
68404,150.0
68405,366.6666564941406
68501,114.0
68503,160.0
68504,51.0
68601,170.0
68604,100.0
68605,200.0
68606,235.0
68801,440.0
68803,415.0
68804,350.0
69001,126.66666412353516
69004,320.0
69005,178.0
69006,240.0
69008,80.0
69009,150.0
69103,264.0
69104,244.5
69201,371.25
69203,60.0
69301,186.0
69401,140.0
69403,200.0
69503,110.0
69601,197.5
69801,105.0
69802,99.0
69901,290.0
70001,142.3333282470703
70002,101.33333587646484
70003,120.0
70004,245.0
70101,462.0
70103,400.0
70201,267.3999938964844
70202,247.5
70302,105.33333587646484
70303,200.0
70304,80.0
70401,125.0
70402,10.0
70501,204.8000030517578
70502,115.33333587646484
70601,80.0
70602,80.0
70603,149.3333282470703
70604,170.0
70701,140.0
70702,267.5
70703,250.0
70801,162.6666717529297
70802,80.0
70901,210.0
70903,79.0
70904,230.0
71001,191.25
71101,109.75
71102,27.0
71103,166.6666717529297
71104,94.5
71203,285.0
71204,120.0
71401,95.0
71403,175.0
71404,207.5
71502,100.0
71602,65.0
71701,20.0
71703,287.5
71704,278.0
71802,143.3333282470703
71803,45.0
71806,235.0
71901,100.0
71905,366.6666564941406
72001,305.0
72002,180.0
72003,185.0
72103,266.6666564941406
72201,400.0
72203,145.0
72204,100.0
72501,350.0
72502,240.0
72701,180.0
72801,245.0
72802,90.0
72803,169.5
72804,80.0
72805,200.0
72901,250.0
72902,30.0
73101,40.0
73103,250.0
73202,132.5
73203,200.0
73501,104.0
73701,120.0
73901,156.6666717529297
73902,85.5999984741211
73903,100.0
73904,215.0
73905,275.0
74001,490.0
74003,290.0
74103,290.0
74104,142.5
74201,300.0
74202,250.0
74501,110.0
74601,123.33333587646484
74602,130.0
74603,41.0
74701,230.0
74702,150.0
74801,290.0
74802,325.0
74803,80.0
74901,188.75
74902,223.3333282470703
75001,97.5
75003,160.0
75004,60.0
75005,362.5
75301,162.5
75302,162.0
75401,200.0
75403,210.0
75404,233.3333282470703
75501,236.5
75604,315.0
75703,200.0
75704,148.3333282470703
75804,525.0
75901,223.3333282470703
75902,307.5
75903,241.5
76001,150.0
76102,100.0
76103,55.0
76201,387.5
76202,150.0
76301,210.0
76502,350.0
76601,315.0
76602,56.5
77202,70.0
77301,160.0
77402,65.4000015258789
77404,153.3333282470703
77501,299.3333435058594
77503,225.0
77504,210.0
77601,60.0
77604,160.0
77701,262.5
77801,220.0
77803,165.0
77805,320.0
77903,228.75
78201,300.0
78202,90.0
78203,130.0
78303,110.0
78401,115.0
78501,85.0
78502,40.0
78503,205.0
78505,100.0
78602,92.5
78603,150.0
78604,160.0
78801,258.75
78802,165.0
79003,270.0
79004,300.0
79102,340.0
79103,225.0
79201,375.0
79203,250.0
79204,475.0
79302,70.0
79303,130.0
79304,110.0
79503,158.5
79504,225.0
79801,146.6666717529297
79802,135.0
79803,187.5
79804,299.0
79901,177.5
79902,175.0
79903,150.0
80001,231.0
80103,150.0
80201,87.5
80203,168.0
80301,260.0
80302,155.0
80401,166.8000030517578
80402,80.0
80404,160.0
80501,196.0
80502,50.0
80503,140.0
80601,40.0
80603,250.0
80701,180.0
80702,107.5
80801,115.0
80802,35.5
80901,50.0
81001,230.0
81002,60.0
81101,165.0
81102,93.5
81103,15.0
81201,140.0
81202,250.0
81204,150.0
81303,495.0
81304,200.0
81305,80.0
81501,150.0
81502,123.33333587646484
81503,165.0
81603,150.0
81604,250.0
81803,80.0
81901,258.75
81902,216.0
81903,210.0
82001,240.0
82002,170.0
82004,250.0
82101,407.5
82103,320.0
82201,343.3333435058594
82203,150.0
82204,330.0
82303,283.3333435058594
82304,160.0
82401,280.0
82501,114.0
82503,108.0
82701,156.6666717529297
82801,615.0
82802,117.0
82803,260.0
82901,83.5999984741211
82903,146.25
82904,89.0
83001,150.0
83002,123.33333587646484
83003,166.6666717529297
83004,200.0
83101,155.0
83102,100.0
83103,310.0
83104,236.6666717529297
83301,182.0
83303,200.0
83601,117.0
83701,15.0
83702,50.0
83704,131.0
83801,110.66666412353516
83806,174.75
83901,175.0
83902,120.0
84001,123.0
84002,300.0
84003,120.0
84105,190.0
84204,250.0
84303,180.0
84403,176.0
84404,127.5
84407,230.0
84701,300.0
84702,156.0
84703,200.0
84704,100.0
84802,90.0
84901,130.0
85001,225.0
85002,100.0
85201,120.0
85202,152.25
85203,300.0
85302,229.0
85303,400.0
85304,61.0
85501,65.0
85503,316.6666564941406
85505,250.0
85601,81.66666412353516
85603,193.75
85604,54.0
85703,139.6666717529297
85705,260.0
85803,98.0
85804,69.0
86003,210.0
86004,60.0
86202,50.0
86203,100.0
86301,46.0
86302,50.0
86401,160.0
86402,60.0
86404,60.0
86501,450.0
86601,200.0
86603,221.60000610351562
86701,380.0
86702,40.0
86802,420.0
86803,78.0
86804,250.0
86901,230.0
87001,512.0
87004,135.0
87101,182.5
87102,80.0
87201,311.75
87401,200.0
87501,355.0
87502,181.8000030517578
87602,101.25
87604,130.0
87801,400.0
88003,133.3333282470703
88004,170.0
88101,152.5
88102,30.0
88301,50.0
88302,150.0
88402,355.0
88403,500.0
88404,350.0
88501,173.8000030517578
88502,175.0
88602,113.25
88701,79.0
88702,70.0
88703,114.5
88801,126.0
88802,90.0
88803,130.0
88804,172.0
88901,164.0
88902,62.0
88903,140.0
89001,60.0
89101,265.0
89201,367.5
89301,67.5
89302,83.33333587646484
89401,240.0
89403,144.5
89404,100.0
89501,30.0
89502,250.0
89503,165.0
89504,285.0
89603,300.0
89703,275.0
89704,130.0
89901,155.0
89903,160.0
89904,130.0
90101,170.0
90105,190.0
90201,18.0
90203,58.0
90303,179.0
90304,129.5
90401,70.0
90402,105.0
90501,60.20000076293945
90502,230.0
90503,200.0
90703,100.0
90704,69.0
90901,56.0
91001,17.0
91101,240.0
91102,125.80000305175781
91201,189.60000610351562
91202,100.0
91203,183.3333282470703
91204,250.0
91205,250.0
91301,200.0
91302,101.0
91402,130.0
91404,240.0
91501,250.0
91503,204.3333282470703
91504,250.0
91601,300.0
91604,79.0
91701,342.5
91702,360.0
91801,160.0
91802,212.0
91901,165.0
91903,120.0
91904,140.0
92001,140.0
92002,82.5
92003,117.0
92004,100.0
92005,84.0
92101,64.75
92103,230.0
92201,34.0
92301,110.0
92302,150.0
92303,300.0
92503,130.0
92504,125.0
92505,180.0
92701,285.0
92901,300.0
92902,150.0
93001,330.0
93101,149.0
93103,300.0
93201,443.3333435058594
93202,80.0
93203,120.0
93406,125.0
93503,80.0
93601,164.0
93602,80.0
93603,150.0
93703,280.0
93704,170.0
93705,100.0
93706,220.0
93901,65.66666412353516
93903,70.0
93904,190.0
94001,285.0
94101,63.5
94102,55.66666793823242
94103,190.0
94105,200.0
94201,223.3333282470703
94203,197.5
94205,401.25
94303,135.0
94602,150.0
94701,120.0
94703,143.3333282470703
95101,100.0
95103,95.0
95201,180.0
95202,200.0
95204,30.0
95301,490.0
95501,20.0
95503,50.0
95601,135.0
95602,150.0
95603,147.5
95701,296.6666564941406
95703,100.0
95704,255.0
95705,150.0
95801,138.3333282470703
95802,110.0
95803,200.0
95804,98.0
95806,50.0
95901,168.3333282470703
96001,185.0
96205,333.3333435058594
96301,100.0
96303,325.0
96304,228.0
96601,272.0
96604,55.0
96701,242.5
96702,104.0
96703,200.0
96801,85.0
96802,90.0
96803,310.0
96901,306.0
96902,160.0
97001,175.0
97203,153.75
97205,150.0
97302,60.0
97303,150.0
97401,150.0
97501,200.0
97502,100.0
97503,203.3333282470703
97504,120.0
97601,320.0
97603,100.0
97701,463.3333435058594
97801,206.6666717529297
97901,57.0
97902,215.0
98003,115.0
98004,107.0
98101,400.0
98102,164.0
98201,240.0
98301,402.5
98303,600.0
98402,325.0
98403,235.0
98404,280.0
98503,296.6666564941406
98601,71.5
98801,200.0
98802,119.33333587646484
98803,190.0
98901,740.0
98902,40.0
99001,150.0
99004,382.5
99101,298.0
99201,120.0
99202,140.0
99204,110.0
99303,286.79998779296875
99401,208.3333282470703
99503,300.0
99504,290.0
99506,195.0
99507,90.0
99602,150.0
99603,200.0
99701,57.0
99703,200.0
99705,200.0
99801,293.25
99802,80.0
99902,60.0
99903,175.0
99904,165.0
99905,180.0
100003,200.0
100101,125.0
100102,128.0
100103,200.0
100203,205.0
100301,200.0
100304,85.0
100501,127.0
100601,188.0
100602,64.66666412353516
100701,200.0
100801,185.0
100901,191.0
100902,210.0
100903,175.0
101003,160.0
101104,150.0
101105,120.0
101202,450.0
101301,350.0
101302,49.66666793823242
101304,647.5
101305,402.0
101401,146.6666717529297
101402,85.0
101403,70.0
101404,234.3333282470703
101501,433.3333435058594
101502,96.5
101701,820.0
101702,335.0
101801,140.0
101904,50.0
102102,100.0
102103,56.5
102201,235.0
102202,50.0
102203,243.3333282470703
102204,170.0
102303,200.0
102305,321.0
102402,50.0
102404,95.0
102405,65.0
102501,583.3333129882812
102503,180.0
102601,328.0
102602,150.0
102603,200.0
102701,220.39999389648438
102702,162.1999969482422
102801,470.0
102901,400.0
102902,184.0
102903,320.0
102905,200.0
103001,170.0
103101,220.0
103104,150.0
103202,789.6666870117188
103301,157.5
103302,140.0
103303,178.0
103304,160.0
103305,395.6666564941406
103401,150.0
103402,132.5
103501,147.5
103503,200.0
103505,133.0
103603,231.6666717529297
103604,150.0
103801,136.0
103803,110.0
103804,72.5
103805,113.5
104001,100.0
104004,55.0
104101,350.0
104104,250.0
104105,200.0
104106,300.0
104201,398.3333435058594
104202,191.0
104401,324.0
104601,80.0
104602,80.75
104801,180.0
104901,50.0
105001,325.0
105004,150.0
105101,220.0
105303,250.0
105304,150.0
105504,296.6666564941406
105601,145.0
105602,75.0
105701,95.0
106002,49.0
106003,177.5
106101,310.0
106103,150.0
106104,183.3333282470703
106201,90.0
106202,95.0
106203,150.0
106303,275.0
106601,124.0
106602,200.0
106705,200.0
106802,100.0
106803,280.0
106902,80.0
106903,350.0
107004,75.0
107101,148.0
107102,93.5999984741211
107103,15.0
107104,140.0
107201,550.0
107401,120.0
107402,28.0
107403,110.0
107404,320.0
107405,262.0
107501,265.0
107601,170.0
107703,150.0
107704,190.0
107705,220.0
107706,125.33333587646484
107901,150.0
107902,4.0
107905,120.0
108003,139.3333282470703
108004,91.66666412353516
108201,462.0
108202,285.0
108203,280.0
108301,170.0
108302,57.5
108303,180.0
108401,185.0
108402,63.0
108403,180.0
