year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage
2020,11,46,1,2,4,8,335
2000,11,24,2,1,4,18,55
2005,11,29,2,1,4,17,85
2015,11,39,2,2,4,17,157
2020,11,44,2,2,4,17,215
2010,11,68,2,2,2,15,75
2000,11,25,2,1,3,11,85
2015,10,40,2,2,5,15,125
2000,11,55,2,2,2,3,55
2005,11,60,2,2,2,3,100
2010,11,65,2,2,2,14,86
2005,11,47,1,2,3,8,180
2010,11,52,1,2,3,8,250
2015,11,57,1,2,3,7,265
2020,11,62,1,2,3,8,382
2010,11,45,2,2,3,9,40
2015,11,27,2,1,4,18,395
2005,11,24,2,2,4,11,131
2005,11,22,2,1,4,4,80
2015,11,59,1,2,4,19,80
2000,11,35,2,2,2,7,70
2005,11,40,2,2,2,7,80
2010,11,45,2,2,2,7,100
2020,11,55,2,2,2,14,90
2010,11,18,1,1,2,9,25
2020,11,28,1,2,4,13,240
2015,11,22,2,1,3,7,147
2020,11,27,2,1,3,3,130
2005,11,27,1,1,4,13,107
2020,11,72,2,3,2,17,40
2000,12,37,1,2,5,19,100
2005,9,42,1,2,5,19,100
2010,9,42,2,2,5,17,100
2015,9,47,2,2,5,17,120
2020,9,52,2,2,5,17,250
2020,8,28,2,1,5,17,230
2000,11,60,2,2,1,14,10
2000,11,29,1,2,3,6,90
2010,11,39,1,2,3,5,250
2010,11,38,2,2,3,7,135
2015,11,43,2,3,3,5,160
2020,11,48,2,3,3,5,250
2020,11,29,1,1,4,14,250
2015,11,20,2,1,3,14,177
2020,11,25,2,1,3,14,300
2005,5,32,1,1,3,6,100
2010,11,37,1,2,3,6,320
2015,11,42,1,2,3,6,355
2020,11,47,1,2,3,5,280
2005,11,45,1,2,2,5,194
2010,11,50,1,2,2,5,280
2015,11,55,1,2,2,5,380
2020,11,60,1,2,2,5,400
2015,11,52,2,2,2,17,137
2015,11,30,1,2,4,10,215
2020,11,35,1,2,4,5,330
2010,11,23,2,1,3,17,101
2005,4,32,1,1,5,7,180
2000,11,45,1,2,2,6,65
2005,11,50,1,2,2,6,70
2010,11,55,1,2,2,6,50
2020,11,65,1,2,2,6,100
2015,11,19,1,1,3,3,130
2015,11,58,2,3,3,18,70
2020,11,63,2,3,3,18,100
2020,12,42,2,2,5,16,300
2015,11,31,1,2,5,11,235
2020,19,36,1,2,5,11,400
2000,11,45,1,2,2,6,80
2005,11,50,1,2,2,6,100
2010,11,55,1,2,2,6,150
2015,11,60,1,2,2,6,100
2020,11,65,1,2,2,6,150
2005,11,23,1,1,4,3,90
2005,11,44,2,2,3,3,80
2000,11,48,1,2,2,3,120
2005,11,53,1,2,2,3,147
2015,11,63,1,2,2,3,195
2000,11,43,2,2,2,3,55
2005,11,48,2,2,2,3,90
2020,11,62,1,2,2,12,235
2005,11,44,2,2,3,3,67
2010,11,49,2,2,3,3,95
2015,11,54,2,2,3,3,127
2020,11,59,2,2,3,3,210
2020,11,30,1,1,5,7,185
2005,11,26,1,1,4,8,147
2010,5,31,1,1,4,3,180
2015,11,83,2,3,2,17,20
2005,11,43,1,3,5,16,350
2010,11,48,1,3,5,16,420
2000,11,56,2,2,2,9,70
2005,11,61,2,3,2,9,120
2000,11,23,2,1,4,9,60
2020,11,64,1,2,2,15,170
2005,11,42,2,2,2,9,90
2010,11,47,2,2,2,3,87
2015,11,52,2,2,2,3,70
2015,1,28,2,1,5,3,185
2020,1,33,2,1,5,3,260
2015,11,81,1,2,2,3,30
2005,11,24,2,1,3,17,80
2010,11,29,2,1,3,17,100
2000,11,20,1,1,4,3,80
2010,1,30,1,2,5,8,200
2015,1,35,1,2,5,8,250
2020,8,40,1,2,5,8,280
2005,11,24,1,1,2,9,120
2010,11,29,1,1,4,9,250
2015,4,34,1,2,4,9,300
2020,4,39,1,2,4,9,400
2005,11,33,1,1,2,2,150
2015,11,43,1,2,2,1,150
2020,11,48,1,2,2,6,200
2000,11,36,1,2,3,4,160
2000,11,34,2,2,3,3,20
2010,11,72,2,3,1,17,20
2015,19,77,2,3,1,17,20
2020,19,82,2,3,1,15,27
2005,4,31,1,2,5,6,200
2010,4,36,1,2,5,6,250
2015,4,41,1,2,5,6,250
2020,4,46,1,2,5,6,300
2010,8,34,1,2,5,3,180
2015,19,39,1,2,5,10,290
2020,19,44,1,2,5,7,1000
2005,11,31,2,1,5,16,210
2005,8,27,1,1,5,3,300
2010,8,32,1,2,5,3,300
2015,8,37,1,2,5,3,350
2020,8,42,1,2,5,3,500
2005,9,26,2,2,5,17,140
2020,11,41,2,2,5,17,290
2000,11,23,1,1,3,16,85
2005,11,28,1,2,3,3,90
2010,11,33,1,2,3,4,200
2015,11,38,1,2,3,4,350
2020,11,43,1,2,3,4,360
2000,11,60,1,2,2,3,40
2005,11,65,1,2,2,3,96
2010,11,70,1,2,2,6,100
2015,11,75,1,2,2,6,90
2020,11,80,1,2,2,17,27
2020,11,74,2,2,2,3,15
2020,11,22,2,1,3,3,220
2010,11,67,1,2,2,17,50
2015,11,72,1,2,2,15,115
2000,11,50,2,2,2,3,50
2020,11,70,2,2,2,15,27
2005,8,31,1,2,3,13,150
2010,11,36,1,2,3,13,250
2015,11,41,1,2,3,13,350
2020,11,46,1,2,3,13,400
2010,11,73,2,3,2,1,40
2005,11,34,1,1,5,15,200
2000,11,53,2,2,2,3,55
2005,11,30,1,2,5,17,170
2000,11,39,1,2,3,3,155
2005,11,44,1,2,3,3,272
2010,11,49,1,2,3,3,370
2015,11,54,1,2,3,3,385
2020,11,59,1,2,3,3,500
2005,11,40,2,2,2,16,67
2010,11,45,2,2,2,16,83
2015,11,50,2,2,2,16,177
2020,11,55,2,2,2,16,195
2020,11,29,2,2,5,16,230
2020,4,25,1,1,4,17,200
2010,11,59,1,2,2,7,280
2015,11,64,1,2,2,16,130
2020,11,69,1,2,2,16,180
2015,11,60,2,2,2,17,125
2020,11,65,2,2,2,17,124
2005,11,47,1,2,3,3,165
2010,11,52,1,2,3,3,235
2015,11,57,1,3,3,14,245
2020,11,62,1,3,3,3,235
2000,11,37,2,2,2,7,60
2020,1,57,2,3,2,9,210
2010,11,27,1,1,5,13,155
2010,11,23,2,1,4,18,95
2015,1,28,2,2,4,11,160
2020,8,33,2,2,4,14,170
2000,11,31,1,1,3,12,140
2005,11,36,1,1,3,12,175
2010,11,41,1,1,3,12,230
2015,11,46,1,1,3,12,263
2020,11,51,1,1,3,12,307
2010,11,26,1,2,5,11,165
2000,11,37,1,2,3,16,160
2005,11,42,1,2,3,16,272
2010,11,47,1,2,3,16,380
2015,11,52,1,2,3,16,475
2020,11,57,1,2,3,16,500
2005,11,36,2,2,3,3,70
2010,11,41,2,2,3,3,105
2015,11,46,2,2,3,17,98
2020,11,51,2,2,4,17,220
2020,8,26,2,2,5,13,250
2015,11,19,2,1,4,9,25
2000,11,48,1,2,3,16,240
2005,11,53,1,2,3,16,291
2015,11,63,1,2,3,16,157
2020,11,68,1,2,3,16,165
2015,11,38,2,2,4,14,147
2005,11,26,1,2,4,3,146
2010,11,31,1,2,4,3,180
2015,8,36,1,2,4,8,300
2005,11,23,1,1,4,3,123
2010,11,28,1,2,4,3,325
2015,11,33,1,2,4,3,650
2020,11,38,1,2,4,3,620
2000,11,27,1,1,3,3,90
2005,11,32,1,2,3,3,180
2010,11,37,1,2,3,3,250
2005,11,68,2,2,1,1,24
2010,11,73,2,2,1,1,20
2015,11,78,2,3,1,1,20
2000,11,39,1,2,2,7,100
2005,11,44,2,2,3,9,100
2010,11,49,2,3,3,3,160
2015,11,54,2,3,3,3,147
2020,11,59,2,3,3,12,128
2015,11,27,2,1,5,6,119
2010,11,34,2,2,3,7,90
2000,11,48,2,2,2,3,50
2005,11,53,2,2,2,9,100
2010,11,58,2,3,2,18,100
2015,11,63,2,3,2,18,147
2005,11,31,1,1,5,10,147
2010,4,36,1,2,5,10,250
2015,4,41,1,2,5,10,280
2020,4,46,1,2,5,10,500
2000,11,21,2,1,4,17,75
2005,11,26,2,1,4,16,120
2000,11,19,1,1,3,6,78
2010,8,51,1,2,4,12,170
2015,8,56,1,2,4,12,300
2010,8,52,2,2,4,9,115
2005,8,33,1,2,5,11,300
2015,7,28,1,1,5,12,260
2020,7,33,1,2,5,12,375
2015,8,24,2,1,4,17,280
2010,11,42,2,2,2,1,50
2015,11,47,2,3,2,1,100
2020,11,52,2,3,2,1,100
2020,11,31,2,1,2,9,150
2015,11,22,1,1,4,9,140
2020,10,26,2,1,4,11,110
2020,11,24,1,1,3,3,200
2000,11,39,2,3,2,5,10
2020,11,30,2,1,3,1,99
2015,11,21,1,1,3,3,30
2020,11,26,1,2,3,3,72
2000,11,38,1,2,2,6,120
2010,11,48,1,3,2,6,120
2015,11,53,1,3,2,14,100
2020,11,58,1,3,2,14,220
2010,11,45,2,3,3,7,50
2015,11,50,2,3,3,8,240
2015,11,57,2,2,2,17,130
2020,11,62,2,2,2,17,180
2020,11,31,2,1,5,7,200
2020,11,29,1,1,4,3,280
2005,11,65,1,2,2,6,100
2010,11,70,1,2,2,6,100
2020,11,51,2,2,3,3,180
2005,11,73,1,2,2,16,63
2015,1,25,2,1,5,7,250
2000,11,36,1,1,5,15,60
2015,11,51,1,1,5,14,146
2020,11,56,1,1,5,14,200
2000,11,64,2,2,1,1,25
2005,11,69,2,2,1,1,45
2010,8,45,1,2,2,3,250
2015,8,50,1,3,2,3,260
2020,8,55,1,3,2,3,230
2010,12,55,2,2,2,18,90
2015,12,60,2,2,2,17,130
2020,12,65,2,2,2,17,178
2000,12,25,2,1,3,15,60
2005,12,30,2,2,3,15,190
2010,12,35,2,2,4,15,180
2015,12,40,2,2,4,15,300
2020,12,45,2,2,4,15,485
2005,12,26,1,1,5,4,150
2010,4,31,1,2,5,4,230
2015,4,36,1,2,5,4,230
2020,4,41,1,2,5,4,320
2010,4,28,2,2,4,17,185
2015,4,33,2,2,4,17,180
2020,4,38,2,2,4,17,250
2000,12,30,1,2,4,3,80
2000,12,27,2,2,5,15,60
2005,12,57,1,2,2,6,200
2010,12,62,1,2,2,6,100
2015,12,67,1,2,2,6,150
2005,12,54,2,2,2,20,50
2010,12,59,2,2,2,17,100
2015,12,64,2,2,2,18,90
2020,12,69,2,2,2,17,62
2005,12,29,2,2,5,12,150
2005,8,26,2,1,4,17,200
2020,8,41,2,2,5,17,200
2005,8,23,2,1,4,17,170
2010,8,25,2,1,4,6,240
2005,12,60,2,2,1,9,100
2010,12,65,2,2,1,9,110
2000,12,31,1,2,3,13,100
2005,12,36,1,2,4,13,200
2010,12,41,1,2,4,13,250
2015,12,46,1,2,4,13,330
2020,12,51,1,2,4,13,300
2000,12,28,2,1,3,15,90
2005,12,33,2,1,3,15,200
2000,12,48,1,2,5,15,180
2005,12,53,1,2,5,15,292
2010,12,58,1,2,5,15,400
2005,1,26,2,1,5,16,200
2005,12,44,2,3,5,20,100
2000,12,53,1,2,3,15,180
2005,12,58,1,2,3,15,250
2020,8,48,2,2,3,17,90
2010,8,34,2,2,5,11,300
2005,12,26,2,1,4,13,150
2015,8,36,2,2,4,13,300
2000,12,58,1,2,5,3,150
2005,8,31,2,1,5,13,300
2000,12,58,1,2,2,6,100
2005,12,63,1,2,2,6,200
2010,12,68,1,2,2,6,150
2015,12,73,1,2,2,6,300
2000,12,30,1,1,3,7,130
2005,12,35,1,2,3,9,160
2010,12,40,1,2,3,9,180
2015,12,45,1,2,3,9,200
2020,12,50,1,2,3,3,300
2000,12,25,2,1,4,13,90
2005,1,30,2,1,5,19,180
2020,19,45,2,2,5,19,38
2010,13,39,2,2,3,17,125
2020,13,49,2,2,3,17,140
2000,12,62,1,2,2,17,60
2015,12,68,2,3,2,16,50
2015,12,37,1,1,4,8,180
2005,12,56,1,2,2,8,110
2015,12,66,1,2,2,18,78
2005,12,58,1,2,2,14,65
2005,1,25,2,1,4,16,90
2010,12,42,1,2,3,3,150
2015,12,47,1,2,3,3,150
2000,12,28,2,2,5,16,115
2005,12,33,2,2,5,16,300
2010,12,38,2,2,5,16,300
2015,12,43,2,2,5,16,440
2020,12,48,2,2,5,16,570
2020,12,36,2,2,3,8,270
2015,11,27,2,1,4,3,206
2020,11,32,2,2,4,3,310
2020,8,31,1,2,5,17,430
2000,12,61,2,2,3,16,70
2005,12,52,1,2,3,16,90
2010,12,49,2,2,3,6,90
2005,12,23,2,1,4,17,120
2010,12,28,2,1,5,17,195
2015,12,33,2,1,5,17,280
2020,12,38,2,1,5,17,345
2010,12,25,2,1,3,16,25
2000,12,56,1,2,2,16,70
2000,12,26,1,1,3,3,50
2005,8,32,1,1,5,3,197
2005,1,31,1,1,5,13,150
2000,14,28,2,1,5,16,112
2005,14,33,2,1,5,16,169
2015,14,43,2,1,5,16,230
2020,14,48,2,1,5,16,280
2000,12,47,1,2,3,15,157
2005,12,52,1,2,3,15,320
2010,12,57,1,2,3,15,320
2005,12,23,2,1,5,13,80
2015,12,42,2,2,3,9,150
2020,12,47,2,2,3,9,250
2005,12,26,2,1,4,17,100
2020,12,43,2,2,4,9,190
2005,12,24,1,1,3,3,120
2010,12,29,1,2,3,3,140
2015,12,34,1,2,3,3,240
2020,12,39,1,2,3,3,289
2005,12,29,1,2,4,17,100
2010,12,34,1,2,4,17,250
2015,12,39,1,2,4,17,440
2020,12,44,1,2,4,17,460
2000,12,52,1,2,2,7,70
2000,12,43,2,2,2,9,100
2005,12,48,2,2,2,9,100
2005,12,25,2,1,4,12,70
2005,12,61,1,2,2,14,100
2010,12,66,1,2,2,6,150
2015,12,71,1,2,2,6,180
2005,1,30,1,2,5,11,300
2010,1,35,1,2,5,11,350
2015,1,40,1,2,5,11,600
2020,1,45,1,2,5,11,700
2000,12,49,1,2,4,16,190
2005,12,54,1,2,5,16,416
2010,12,59,1,2,5,16,240
2005,12,27,2,1,5,16,40
2010,12,32,2,2,5,16,192
2015,12,37,2,2,5,16,240
2020,12,42,2,2,5,16,336
2000,12,20,1,1,4,12,9
2015,12,35,1,2,5,16,270
2020,12,40,1,2,5,16,404
2000,12,46,1,2,3,15,130
2005,12,51,1,2,3,15,260
2010,12,56,1,2,3,15,250
2015,12,61,1,2,3,15,335
2010,12,49,2,2,4,17,100
2000,12,55,1,2,2,6,55
2005,12,60,1,2,2,6,40
2000,12,47,2,2,2,6,40
2015,12,62,2,2,2,9,70
2000,12,25,1,2,2,14,85
2005,12,30,1,3,2,17,110
2010,12,35,1,3,2,8,83
2020,12,44,2,2,3,17,178
2010,11,30,1,2,4,8,250
2010,12,68,1,2,2,17,20
2000,12,23,2,1,3,17,70
2010,13,41,1,2,3,1,300
2005,12,66,1,2,5,19,150
2005,8,36,1,1,5,13,358
2015,8,46,1,1,5,10,700
2020,13,51,1,1,5,10,350
2005,8,31,2,1,5,20,60
2005,1,28,1,1,5,19,70
2010,1,33,1,2,5,19,200
2000,12,59,1,3,2,15,58
2005,12,30,1,1,2,8,50
2010,12,35,1,1,2,8,150
2020,12,45,1,1,2,8,200
2010,12,51,1,2,5,19,100
2015,12,56,1,2,5,19,100
2020,12,61,1,2,5,19,70
2015,12,26,1,1,5,14,150
2020,12,31,1,1,5,14,220
2005,12,51,1,3,2,3,100
2010,12,56,1,3,2,3,100
2010,12,31,1,1,3,3,200
2000,12,20,2,1,3,7,70
2005,12,23,1,1,3,3,134
2000,12,30,1,2,5,11,200
2005,12,35,1,2,5,11,340
2005,5,31,1,2,5,6,420
2010,1,36,1,2,5,6,600
2000,12,28,2,2,4,8,120
2005,12,33,2,2,4,8,223
2010,12,38,2,2,4,8,250
2015,12,43,2,2,4,8,400
2020,12,48,2,2,4,8,470
2000,12,29,2,2,5,11,110
2005,12,34,2,2,5,11,250
2000,12,52,1,2,3,12,100
2005,12,53,2,2,2,9,80
2010,12,58,2,2,2,14,85
2015,12,63,2,2,2,3,115
2020,12,68,2,2,2,3,145
2005,8,30,1,2,5,3,230
2010,8,35,1,2,5,3,400
2015,11,40,1,2,5,3,500
2020,11,45,1,2,5,3,785
2005,1,28,2,2,4,10,200
2010,8,32,2,1,4,18,170
2020,11,42,2,2,4,16,50
2015,11,33,1,3,4,3,190
2005,12,62,1,3,2,12,65
2010,12,67,1,3,2,12,75
2000,12,19,1,1,4,18,40
2005,1,47,2,1,4,18,80
2010,1,52,2,1,4,18,280
2005,12,60,1,2,3,12,80
2010,12,65,1,2,3,10,89
2015,12,70,1,2,3,10,138
2000,12,23,2,1,5,16,100
2005,12,28,2,1,5,16,261
2010,8,28,1,1,5,13,285
2015,8,33,1,2,5,13,410
2020,19,38,1,2,5,13,520
2000,12,56,1,2,3,15,180
2005,12,58,2,2,2,18,80
2000,12,26,1,1,5,11,110
2005,12,31,1,2,5,11,230
2010,12,36,1,2,5,11,480
2015,12,41,1,2,5,11,600
2020,12,46,1,2,5,11,683
2005,12,29,1,2,5,3,200
2010,12,34,1,2,5,3,250
2000,12,22,2,1,4,15,50
2005,12,27,2,2,5,13,125
2010,12,32,2,2,5,13,154
2015,12,37,2,2,5,13,183
2020,12,42,2,2,5,13,229
2000,12,48,2,3,2,3,55
2005,12,53,2,3,2,3,70
2010,12,58,2,3,2,3,120
2015,12,63,2,3,2,3,129
2020,12,68,2,3,2,14,117
2005,12,31,1,2,3,3,180
2005,12,28,1,1,5,6,90
2010,12,33,1,1,5,3,210
2015,12,38,1,1,5,3,146
2000,12,24,1,1,4,8,80
2005,12,29,1,1,4,8,150
2005,8,35,1,2,5,3,196
2010,8,40,1,2,5,3,300
2015,8,45,1,2,5,3,400
2020,8,50,1,2,5,3,500
2005,8,30,2,1,5,3,233
2000,12,47,1,2,3,15,200
2005,1,48,1,2,5,15,300
2010,1,53,1,2,5,15,320
2015,1,58,1,2,5,15,400
2020,1,35,2,1,5,15,300
2000,12,56,1,2,3,15,250
2000,12,46,2,1,5,16,12
2005,12,51,2,1,5,16,60
2010,12,56,2,1,5,16,20
2015,12,61,2,1,5,16,60
2015,12,51,1,2,3,12,160
2020,12,56,1,2,3,12,150
2020,12,52,2,2,3,15,80
2010,12,23,1,1,4,6,50
2015,12,28,1,1,4,14,150
2005,12,67,2,3,2,1,30
2020,12,80,1,2,3,17,27
2020,12,73,2,2,2,17,27
2005,12,29,2,1,4,16,150
2010,12,34,2,2,5,17,150
2015,12,39,2,2,5,16,33
2005,12,27,2,1,5,16,200
2010,12,32,2,1,5,16,250
2015,12,37,2,2,5,16,300
2020,12,42,2,2,5,16,400
2005,12,26,1,1,4,7,80
2010,12,31,1,1,4,7,160
2020,19,41,1,1,4,17,300
2000,12,40,1,2,2,6,170
2005,12,45,1,2,2,6,120
2010,12,50,1,2,2,6,150
2015,12,55,1,2,2,6,100
2020,12,60,1,2,2,6,150
2000,12,38,2,2,2,7,68
2010,12,25,1,2,4,3,120
2015,12,30,1,2,4,6,270
2005,12,19,1,1,3,7,100
2015,12,29,1,2,3,3,150
2020,12,34,1,3,3,7,200
2020,12,36,2,2,3,12,100
2010,8,45,1,2,5,16,340
2005,1,26,1,1,3,19,150
2010,8,31,1,2,3,19,300
2015,8,36,1,2,3,19,250
2000,12,26,2,1,5,15,97
2005,5,31,2,2,5,15,270
2010,8,36,2,2,5,15,330
2015,8,41,2,2,5,15,370
2020,5,46,2,2,5,15,552
2005,12,29,1,1,5,13,250
2010,4,34,1,2,5,13,280
2015,4,39,1,2,5,13,450
2020,4,44,1,2,5,13,520
2005,12,27,2,1,5,16,120
2015,12,61,1,2,2,3,100
2010,12,28,2,1,5,15,150
2015,12,33,2,2,5,15,250
2020,12,38,2,2,5,15,350
2005,12,21,2,1,4,7,100
2010,10,26,2,1,5,13,190
2015,12,31,2,1,5,3,180
2020,12,36,2,2,5,3,300
2000,12,36,1,2,3,8,79
2005,12,41,1,2,3,5,200
2010,12,46,1,2,3,5,250
2015,12,51,1,2,3,5,300
2005,12,37,2,2,3,14,60
2010,12,42,2,2,3,7,100
2015,12,26,2,1,5,16,200
2005,12,52,2,3,2,16,40
2005,12,32,1,1,5,7,130
2010,12,37,1,1,5,16,180
2015,12,42,1,1,5,9,200
2020,12,47,1,1,5,7,200
2015,8,40,1,2,5,13,367
2005,12,60,1,2,2,7,60
2000,8,20,1,1,2,6,100
2010,12,30,1,2,2,9,150
2015,11,23,2,1,3,3,290
2020,11,28,2,1,4,3,365
2005,12,68,1,2,2,3,95
2015,12,76,2,2,2,1,20
2000,12,31,1,1,5,7,97
2005,12,36,1,2,5,7,165
2010,12,41,1,2,5,7,200
2015,12,46,1,2,5,7,250
2020,12,51,1,3,5,7,350
2000,12,53,1,2,3,8,110
2010,12,63,1,2,3,14,110
2015,12,68,1,2,3,19,130
2020,12,73,1,2,3,17,110
2000,12,51,2,2,3,11,300
2015,12,43,2,2,4,7,100
2000,12,26,1,1,4,3,87
2005,4,31,1,2,4,3,170
2010,4,36,1,2,4,3,198
2000,12,35,1,2,5,15,145
2005,12,40,1,2,5,15,275
2010,12,45,1,2,5,15,415
2015,12,50,1,2,5,15,500
2020,12,55,1,2,5,15,540
2000,12,32,2,2,5,18,20
2005,12,37,2,2,5,3,80
2010,12,42,2,2,5,16,80
2015,12,47,2,2,5,16,120
2000,12,29,2,2,5,15,126
2005,12,34,2,2,5,15,200
2010,12,39,2,2,5,15,300
2015,12,44,2,2,5,15,300
2020,8,49,2,2,5,15,300
2000,12,31,1,2,5,6,145
2005,12,36,1,2,5,6,400
2010,12,41,1,2,5,6,600
2015,12,46,1,2,5,6,600
2020,8,51,1,2,5,6,700
2020,12,51,1,2,3,19,500
2000,12,45,1,2,3,3,125
2010,12,55,1,2,3,3,180
2015,12,60,1,2,3,8,200
2020,12,65,1,2,3,8,160
2000,12,41,2,2,2,9,50
2010,12,51,2,2,2,9,100
2005,12,19,1,1,3,3,120
2010,12,24,1,1,3,3,125
2020,12,34,1,1,3,3,230
2010,12,52,1,2,5,16,475
2015,12,57,1,2,5,16,610
2020,12,62,1,2,5,16,650
2010,12,51,2,2,3,7,50
2015,12,56,2,2,3,7,80
2020,12,61,2,2,3,18,300
2000,12,44,1,2,5,16,193
2005,12,49,1,2,5,16,300
2000,12,44,2,2,4,16,193
2005,12,49,2,2,4,16,300
2010,8,33,1,2,5,7,250
2000,12,65,1,2,3,6,50
2010,12,75,1,2,4,6,70
2015,12,80,1,2,4,1,50
2020,12,85,1,2,4,17,27
2000,12,26,1,1,3,3,77
2005,12,31,1,2,4,8,180
2010,12,34,2,3,3,18,150
2015,12,52,1,3,2,14,200
2005,12,38,1,1,2,8,70
2010,12,43,1,2,2,8,207
2015,12,48,1,2,2,8,250
2020,12,53,1,2,2,8,300
2010,12,39,1,1,4,15,250
2005,8,31,2,2,4,17,160
2010,8,36,2,2,4,17,170
2015,8,41,2,2,4,17,250
2020,8,46,2,2,4,17,200
2005,12,29,1,1,4,3,100
2010,12,34,1,1,4,3,360
2000,12,56,1,2,2,6,40
2005,12,61,1,2,2,6,100
2000,12,24,1,1,3,19,58
2005,12,29,1,1,3,19,130
2010,12,34,1,1,3,19,160
2015,12,39,1,2,3,19,260
2000,12,20,2,1,4,11,68
2005,12,25,2,1,4,17,80
2010,12,30,2,1,4,17,100
2005,12,57,2,2,2,9,80
2010,12,62,2,2,2,9,70
2005,12,29,1,1,4,14,150
2000,12,33,1,1,3,3,97
2005,12,38,1,1,3,3,150
2010,12,43,1,1,3,3,340
2015,12,48,1,1,3,3,380
2020,12,53,1,1,3,3,300
2005,12,33,1,2,2,7,150
2020,12,48,1,3,2,6,400
2000,12,59,2,3,2,3,40
2005,12,48,1,2,2,6,180
2010,12,53,1,2,2,6,200
2010,12,48,2,2,3,6,100
2015,12,53,2,2,3,6,100
2020,12,58,2,2,3,6,100
2015,12,29,1,1,5,16,220
2005,12,47,1,2,3,13,12
2010,12,52,1,2,3,11,100
2015,12,57,1,2,3,16,160
2020,12,62,1,2,3,17,150
2000,12,35,2,2,2,3,43
2005,12,40,2,2,2,9,95
2010,12,45,2,2,2,9,100
2015,12,50,2,2,2,9,100
2020,12,55,2,2,2,9,100
2020,8,27,2,2,5,3,220
2000,12,40,1,2,3,8,80
2010,1,50,1,3,3,18,120
2020,12,60,1,3,3,14,200
2000,12,41,2,2,3,9,40
2020,12,61,2,3,3,17,200
2010,12,23,1,1,4,9,60
2015,1,28,1,1,4,9,160
2015,12,26,1,1,5,16,50
2020,8,31,1,1,5,13,300
2005,12,59,2,3,2,3,50
2010,12,64,2,3,2,3,60
2015,12,69,2,3,2,3,60
2000,12,25,1,1,5,3,120
2005,12,30,1,2,5,7,120
2010,8,35,1,2,5,8,160
2015,8,40,1,2,5,8,150
2020,12,45,1,2,5,3,300
2010,1,32,1,2,4,9,250
2015,1,31,2,1,4,11,250
2020,1,36,2,1,4,11,250
2005,12,38,1,2,5,17,275
2010,12,43,1,2,5,17,250
2005,12,35,2,2,4,17,235
2010,12,40,2,2,4,17,250
2015,12,45,2,2,4,17,380
2020,12,50,2,2,4,17,450
2005,12,53,2,3,5,16,458
2005,1,30,2,2,5,13,270
2010,1,34,2,2,5,17,500
2015,1,39,2,2,5,17,500
2000,12,36,1,2,4,15,130
2005,12,41,1,2,4,15,260
2010,12,46,1,2,4,15,360
2015,12,51,1,2,4,15,405
2020,12,56,1,2,4,15,558
2000,12,36,2,2,5,15,120
2005,12,41,2,2,5,15,226
2010,12,46,2,2,5,15,230
2015,12,51,2,2,5,15,389
2020,12,56,2,2,5,15,542
2020,12,27,2,1,4,15,190
2000,12,44,1,2,5,4,270
2005,12,49,1,2,5,4,480
2010,12,54,1,2,5,4,627
2015,12,59,1,2,5,4,400
2005,12,45,2,2,3,18,96
2010,12,50,2,2,3,18,150
2015,12,27,2,1,5,13,200
2000,12,55,1,2,5,16,230
2005,12,60,1,2,5,16,417
2000,12,51,2,2,5,16,230
2005,12,56,2,2,5,16,417
2010,12,61,2,2,5,16,430
2010,1,33,2,1,5,16,150
2010,1,31,2,1,5,8,280
2015,1,36,2,1,5,8,400
2020,1,41,2,1,5,8,417
2015,12,28,2,1,5,11,240
2020,12,33,2,2,5,11,300
2020,12,30,1,1,4,1,270
2000,12,34,1,2,5,16,130
2000,12,35,2,2,5,16,130
2005,12,34,2,2,3,9,45
2020,12,25,2,1,3,9,150
2005,12,43,1,2,5,11,485
2010,12,48,1,2,5,11,600
2015,12,53,1,2,5,11,708
2020,12,58,1,2,5,11,833
2015,12,23,2,1,5,16,50
2020,12,28,2,1,5,15,200
2000,12,51,1,2,2,3,160
2005,12,56,1,2,2,3,320
2010,12,61,1,2,2,8,85
2015,12,66,1,2,2,8,120
2020,12,71,1,2,2,8,178
2010,12,53,2,2,2,9,80
2015,12,58,2,2,2,9,120
2020,12,63,2,2,2,9,90
2000,12,22,2,1,3,3,55
2005,11,23,2,1,3,3,127
2010,11,28,2,2,3,3,160
2020,11,38,2,2,3,3,200
2015,12,31,1,1,5,13,180
2020,12,36,1,1,5,10,330
2010,12,44,1,2,5,11,350
2015,12,49,1,2,5,11,400
2020,12,54,1,2,5,11,500
2015,12,45,2,2,4,17,130
2020,12,50,2,2,4,17,200
2010,8,42,1,2,4,10,150
2015,8,47,1,2,5,13,230
2000,12,35,1,2,3,3,100
2005,12,40,1,2,3,8,66
2005,12,33,2,2,3,3,82
2000,12,42,1,2,3,3,115
2005,12,47,1,2,3,3,221
2010,12,52,1,2,3,3,230
2015,12,57,1,2,3,3,340
2020,12,62,1,2,3,8,150
2010,12,26,1,1,4,3,180
2015,12,31,1,1,4,3,260
2020,12,36,1,2,4,3,330
2015,6,26,2,1,5,17,130
2020,12,31,2,1,5,13,200
2000,12,42,1,2,2,6,80
2005,12,47,1,3,2,6,100
2010,12,52,1,3,2,6,150
2015,12,57,1,3,2,6,200
2020,12,62,1,3,2,6,250
2000,12,36,2,2,2,3,40
2010,12,24,2,1,4,9,100
2015,12,29,2,1,4,7,200
