year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage,pid
2005,8,39,1,2,5,10,340,440401
2010,8,44,1,2,5,10,360,440401
2015,8,49,1,2,5,10,500,440401
2020,8,54,1,2,5,10,550,440401
2000,13,32,1,2,3,12,250,440501
2010,13,42,1,2,3,12,1350,440501
2000,13,39,1,2,4,6,165,440601
2005,13,44,1,2,4,6,526,440601
2010,13,49,1,2,4,6,630,440601
2015,5,54,1,2,4,6,1000,440601
2020,5,59,1,2,4,6,720,440601
2015,5,49,2,2,3,8,55,440602
2020,5,54,2,2,3,8,74,440602
2020,1,29,2,1,5,10,300,440604
2000,13,37,1,2,3,3,250,440701
2005,13,42,1,2,3,3,395,440701
2010,13,47,1,2,3,3,598,440701
2020,13,57,1,2,3,3,950,440701
2020,13,27,1,1,5,6,220,440704
2000,13,37,1,2,5,16,240,440801
2005,13,42,1,2,5,16,425,440801
2020,13,57,1,2,5,16,600,440801
2000,13,36,2,2,4,17,125,440802
2005,13,41,2,2,4,17,205,440802
2010,13,46,2,2,4,17,300,440802
2015,13,51,2,2,4,17,438,440802
2020,13,56,2,2,4,17,460,440802
2020,13,26,1,1,4,17,250,440804
2000,13,42,1,2,3,6,250,440901
2005,13,47,1,2,3,6,475,440901
2020,8,72,1,2,5,6,320,441001
2010,1,31,1,1,5,1,230,441004
2015,8,36,1,2,5,1,400,441004
2010,1,28,2,2,5,19,250,441005
2015,8,33,2,2,5,19,300,441005
2020,8,38,2,2,5,19,250,441005
2000,6,28,1,2,4,8,150,441103
2005,6,33,1,2,4,8,250,441103
2010,6,38,1,2,4,8,480,441103
2015,6,43,1,2,4,8,512,441103
2020,6,48,1,2,4,8,642,441103
2005,13,25,1,1,4,8,145,441104
2010,13,30,1,1,4,8,220,441104
2015,13,35,1,2,4,8,350,441104
2020,13,40,1,2,4,8,350,441104
2010,13,28,1,1,3,1,150,441105
2005,1,40,1,2,2,6,120,441202
2010,1,45,1,2,2,6,70,441202
2015,1,50,1,2,2,6,144,441202
2010,5,36,2,2,5,16,250,441303
2015,5,41,2,2,5,16,350,441303
2020,5,46,2,2,5,16,500,441303
2005,13,27,2,1,5,15,150,441305
2010,6,32,2,2,5,15,180,441305
2015,6,37,2,2,5,15,255,441305
2010,1,30,1,1,5,15,196,441306
2015,1,35,1,1,5,15,270,441306
2020,1,40,1,1,5,15,290,441306
2015,13,20,1,1,4,16,40,441403
2005,13,30,1,1,4,15,200,442004
2010,8,35,1,1,4,15,260,442004
2015,13,40,1,2,4,15,350,442004
2020,13,45,1,2,4,15,667,442004
2005,13,30,1,2,5,11,200,442203
2015,13,40,1,2,5,11,520,442203
2020,13,45,1,2,5,11,700,442203
2010,8,38,1,3,3,4,120,442402
2015,8,43,1,3,3,19,150,442402
2020,13,21,2,1,3,19,300,442404
2000,6,29,1,2,2,3,136,442901
2005,13,34,1,2,2,3,160,442901
2010,13,39,1,2,2,3,250,442901
2015,13,44,1,2,2,3,350,442901
2020,13,49,1,2,2,3,400,442901
2000,6,27,2,2,2,6,60,442902
2010,13,37,2,2,2,7,100,442902
2015,13,42,2,2,2,7,120,442902
2020,13,47,2,2,2,7,80,442902
2020,13,62,1,2,2,6,150,443001
2010,6,41,2,2,3,3,100,443002
2000,13,20,2,1,3,6,60,443003
2005,13,25,2,2,3,7,130,443003
2010,13,30,2,2,3,7,266,443003
2015,13,35,2,2,3,7,260,443003
2020,13,40,2,2,3,7,290,443003
2010,13,29,2,2,3,19,200,443004
2015,13,34,2,2,3,9,200,443004
2020,13,39,2,2,3,19,32,443004
2005,13,23,2,1,4,17,110,443005
2015,8,33,2,2,4,17,150,443005
2020,13,38,2,2,4,17,250,443005
2015,6,22,2,1,4,16,14,443007
2015,6,20,2,1,4,9,8,443008
2010,13,52,1,2,2,3,270,443103
2020,13,62,1,2,2,12,210,443103
2010,13,47,2,2,3,5,85,443104
2015,13,52,2,2,3,15,135,443104
2020,13,57,2,2,3,14,100,443104
2010,13,24,2,1,5,17,128,443105
2015,13,29,2,1,5,17,180,443105
2000,13,26,2,2,3,11,170,443203
2000,13,50,1,2,2,6,50,443501
2005,13,46,2,3,2,8,60,443502
2010,13,51,2,3,2,17,120,443502
2015,13,56,2,3,2,17,200,443502
2020,13,61,2,3,2,17,320,443502
2005,13,26,1,3,3,18,100,443503
2015,13,36,1,2,3,7,300,443503
2005,13,23,1,1,4,4,120,443504
2010,13,28,1,2,4,3,280,443504
2015,13,33,1,2,4,4,415,443504
2020,13,38,1,2,4,4,540,443504
2010,1,26,2,1,4,17,130,443505
2000,13,25,2,1,4,17,55,443705
2015,13,40,2,2,4,9,170,443705
2020,13,45,2,2,4,17,200,443705
2020,12,50,1,2,5,19,100,443706
2000,13,50,2,3,2,6,70,443801
2005,13,55,2,3,2,14,60,443801
2010,13,60,2,3,2,14,100,443801
2015,13,65,2,3,2,1,120,443801
2020,13,70,2,3,2,8,130,443801
2000,13,22,2,1,4,17,50,443802
2005,13,27,2,2,4,17,90,443802
2010,13,32,2,2,4,17,95,443802
2020,13,42,2,2,4,17,60,443802
2005,13,25,2,1,4,7,105,443803
2010,13,28,1,1,4,5,190,443804
2000,13,43,1,3,2,18,100,443901
2005,13,48,1,2,2,18,129,443901
2010,13,53,1,2,2,8,120,443901
2015,13,58,1,2,2,8,100,443901
2020,13,63,1,2,2,13,150,443901
2005,13,69,2,3,2,20,21,443902
2010,13,22,2,1,4,3,106,443903
2015,13,27,2,1,4,13,110,443903
2020,13,32,2,1,4,8,240,443903
2010,13,55,2,2,2,18,100,443904
2015,13,60,2,2,2,18,125,443904
2020,13,65,2,2,2,18,50,443904
2000,13,49,1,2,3,15,140,444001
2010,14,40,1,2,3,18,130,444102
2010,14,39,2,2,3,9,180,444103
2000,14,39,1,2,3,3,110,444201
2005,14,44,1,2,3,3,372,444201
2010,14,49,1,2,3,3,550,444201
2015,14,54,1,2,3,3,430,444201
2020,14,59,1,2,3,3,320,444201
2000,14,37,2,2,3,7,35,444202
2010,14,47,2,2,3,7,100,444202
2015,14,52,2,2,3,7,150,444202
2020,14,57,2,2,3,7,200,444202
2005,14,42,2,2,2,14,50,444402
2010,14,24,2,1,5,8,110,444403
2015,14,29,2,1,5,8,150,444403
2020,14,34,2,1,5,6,220,444403
2015,14,27,1,1,4,3,282,444404
2000,14,34,1,2,3,3,130,444501
2005,14,39,1,2,3,3,250,444501
2010,14,44,1,2,3,3,230,444501
2015,14,49,1,2,3,3,270,444501
2020,14,54,1,2,3,3,400,444501
2010,14,39,2,2,3,7,100,444502
2015,14,44,2,2,3,7,120,444502
2015,7,20,1,1,3,3,208,444503
2020,14,25,1,1,3,3,300,444503
2000,14,39,1,2,4,3,110,444601
2005,14,44,1,3,4,3,237,444601
2010,14,49,1,3,4,6,300,444601
2000,14,47,1,2,2,6,100,444701
2005,14,52,1,2,2,6,200,444701
2010,14,57,1,2,2,6,200,444701
2000,14,35,2,2,2,9,35,444702
2005,14,40,2,2,2,9,90,444702
2010,14,45,2,2,2,9,70,444702
2005,14,20,2,1,4,7,40,444703
2010,14,25,2,1,4,7,120,444703
2015,14,30,2,2,4,7,100,444703
2020,14,35,2,2,4,7,160,444703
2005,14,18,2,1,3,9,58,444704
2010,14,23,2,1,4,9,75,444704
2015,14,28,2,2,4,17,220,444704
2020,14,33,2,2,4,17,170,444704
2005,14,67,1,2,3,14,60,444901
2015,14,47,2,2,5,17,125,444903
2020,14,52,2,2,5,17,225,444903
2000,14,25,1,2,4,3,120,445002
2005,14,30,1,2,4,3,355,445002
2010,14,35,1,2,4,3,385,445002
2015,8,40,1,2,4,3,620,445002
2020,8,45,1,2,4,3,530,445002
2010,14,24,1,1,4,19,150,445003
2015,14,29,1,1,4,19,220,445003
2020,14,32,2,1,3,19,150,445011
2000,14,66,1,2,2,14,50,445201
2000,14,47,2,2,2,6,75,445302
2010,14,57,2,3,2,17,82,445302
2015,14,62,2,3,2,14,120,445302
2000,14,23,2,1,4,14,60,445305
2010,14,33,2,1,4,14,125,445305
2000,14,31,1,2,3,3,95,445404
2005,14,36,1,2,3,3,168,445404
2010,14,41,1,3,3,3,280,445404
2015,14,46,1,3,3,3,470,445404
2020,14,51,1,3,3,3,400,445404
2010,14,71,1,2,3,12,70,445501
2005,14,66,2,2,2,17,60,445502
2000,14,51,1,2,3,3,170,445601
2005,14,56,1,2,3,3,542,445601
2010,14,36,2,2,4,13,170,445603
2015,14,41,2,2,4,13,200,445603
2020,14,46,2,2,4,13,300,445603
2005,14,26,1,1,4,4,148,445605
2010,14,49,1,2,3,3,290,445701
2000,14,50,1,2,2,6,70,445801
2000,14,44,2,2,2,18,35,445802
2000,14,59,1,2,2,6,60,445901
2005,14,42,1,2,3,15,313,446001
2010,14,47,1,2,3,15,350,446001
2015,14,52,1,2,3,15,500,446001
2005,14,43,1,2,3,6,143,446101
2010,14,48,1,2,3,6,150,446101
2015,14,53,1,2,3,6,250,446101
2020,14,58,1,2,3,6,250,446101
2005,14,35,2,2,3,7,60,446102
2010,14,40,2,2,3,7,50,446102
2000,14,28,1,2,4,7,120,446201
2005,14,33,1,2,4,7,227,446201
2005,14,31,1,2,5,7,130,446303
2010,14,36,1,2,5,7,248,446303
2005,14,44,2,2,2,7,80,446402
2010,14,22,2,1,4,3,247,446403
2015,14,27,2,2,4,3,295,446403
2005,14,51,1,3,2,8,72,446501
2010,14,56,1,2,2,8,100,446501
2015,14,61,1,2,2,8,130,446501
2005,14,50,1,2,4,3,157,446701
2005,14,48,1,2,5,18,180,446801
2010,14,53,1,2,5,18,200,446801
2015,14,58,1,2,5,13,400,446801
2020,14,63,1,2,5,11,480,446801
2010,14,27,1,1,5,6,150,446803
2010,14,26,1,1,5,8,180,446804
2015,14,31,1,2,5,11,250,446804
2020,14,36,1,2,5,11,380,446804
2010,14,60,2,2,3,9,100,446902
2010,1,32,1,1,5,11,230,446904
2015,1,37,1,1,5,11,400,446904
2020,1,42,1,1,5,11,560,446904
2015,3,35,2,2,3,9,63,446905
2005,14,24,2,1,3,7,77,446906
2015,14,34,2,1,3,19,120,446906
2015,14,55,2,3,3,9,170,447002
2010,14,26,2,1,5,19,198,447003
2020,14,36,2,2,5,19,210,447003
2015,14,29,1,1,4,14,190,447004
2020,14,34,1,1,4,19,200,447004
2000,14,68,1,3,2,1,64,447301
2005,14,73,1,3,2,6,72,447301
2000,14,27,2,1,3,3,78,447403
2005,14,32,2,1,3,7,85,447403
2010,14,37,2,1,3,3,150,447403
2015,14,42,2,1,3,3,160,447403
2020,14,47,2,1,3,3,210,447403
2000,14,24,1,1,3,1,50,447404
2005,14,29,1,1,3,3,98,447404
2015,14,39,1,1,3,3,230,447404
2020,14,44,1,2,3,3,280,447404
2005,14,42,2,3,2,9,70,447703
2000,14,26,1,1,4,10,140,447803
2005,7,31,1,1,4,10,326,447803
2010,8,36,1,2,4,10,384,447803
2015,8,41,1,2,4,10,450,447803
2020,8,46,1,2,4,10,600,447803
2010,14,41,2,2,3,17,60,447905
2015,14,46,2,3,3,17,38,447905
2010,14,50,2,2,2,15,74,448104
2015,14,55,2,2,2,15,70,448104
2020,14,60,2,2,2,17,60,448104
2005,14,28,1,2,4,13,185,448205
2010,14,33,1,2,4,14,280,448205
2015,11,38,1,2,4,3,670,448205
2020,11,43,1,2,4,3,700,448205
2005,14,25,1,1,4,3,182,448206
2010,14,30,1,1,4,3,160,448206
2015,14,35,1,2,4,3,340,448206
2020,14,40,1,2,4,3,350,448206
2010,14,59,1,2,2,6,84,448302
2015,14,64,1,2,2,6,50,448302
2020,14,69,1,2,2,6,80,448302
2000,14,23,1,2,2,6,50,448304
2005,5,28,1,2,2,7,170,448304
2010,5,33,1,2,2,7,160,448304
2000,14,20,2,2,3,18,50,448305
2010,5,30,2,2,3,9,100,448305
2020,8,22,2,1,3,3,200,448306
2000,1,32,2,1,4,3,150,448702
2000,1,29,1,1,5,10,180,448703
2005,1,34,1,1,5,10,240,448703
2010,1,39,1,1,5,10,285,448703
2015,1,44,1,1,5,10,400,448703
2020,1,49,1,1,5,10,300,448703
2015,14,54,2,3,2,3,100,448802
2020,14,59,2,3,2,3,150,448802
2010,14,56,1,2,2,3,180,449001
2020,14,66,1,2,2,12,170,449001
2000,14,41,1,2,3,11,75,449201
2005,14,46,1,2,3,11,245,449201
2010,14,51,1,2,3,1,150,449201
2015,14,56,1,2,3,11,130,449201
2020,14,61,1,2,3,11,120,449201
2015,14,29,1,1,5,3,280,449203
2020,1,34,1,1,5,3,350,449203
2015,14,27,1,1,4,3,290,449204
2020,14,32,1,1,4,3,225,449204
2005,14,46,2,2,3,7,98,449502
2010,14,51,2,2,4,19,100,449502
2000,14,59,2,3,2,15,45,449701
2015,14,44,1,1,2,6,100,449702
2010,14,36,2,2,4,7,55,449703
2010,14,23,1,1,3,18,120,449704
2000,14,52,2,3,2,9,40,449801
2000,14,23,2,1,5,17,38,449903
2020,14,43,2,2,5,15,290,449903
2000,14,26,1,2,4,3,100,450002
2005,14,31,1,2,4,14,100,450002
2010,14,36,1,2,4,16,200,450002
2020,14,46,1,2,4,19,290,450002
2010,14,67,1,2,2,8,70,450101
2000,14,28,1,1,3,16,100,450103
2005,14,33,1,1,3,16,165,450103
2015,14,43,1,2,4,16,250,450103
2020,14,48,1,2,4,15,320,450103
2005,8,31,2,1,5,17,150,450104
2005,8,24,2,1,4,16,110,450105
2010,2,29,2,2,4,16,130,450105
2015,14,63,1,2,3,3,130,450201
2005,14,37,1,2,4,3,320,450301
2010,14,42,1,2,4,3,240,450301
2015,14,47,1,2,4,3,400,450301
2020,14,52,1,2,4,13,350,450301
2010,14,39,2,2,4,3,85,450302
2015,14,44,2,2,4,3,168,450302
2020,14,49,2,2,4,3,180,450302
2020,14,22,1,1,5,3,180,450304
2020,14,54,2,3,3,8,160,450404
2020,14,74,2,2,3,15,27,450503
2000,14,36,1,2,3,6,50,450601
2010,14,46,1,2,3,17,150,450601
2000,14,31,2,2,3,13,70,450602
2015,14,46,2,2,3,17,110,450602
2020,14,51,2,2,3,17,140,450602
2000,3,47,1,2,2,4,200,450701
2000,3,42,2,2,3,8,100,450703
2000,3,20,2,1,5,16,12,450704
2020,14,52,2,2,3,17,217,450803
2020,14,22,1,1,4,9,100,450804
2000,14,49,1,2,3,3,100,451001
2005,14,54,1,2,3,3,198,451001
2010,14,59,1,2,3,3,200,451001
2000,14,42,2,2,3,3,65,451002
2000,14,20,2,1,3,3,85,451003
2005,14,25,2,1,3,3,190,451003
2010,14,30,2,1,3,3,250,451003
2010,14,28,1,1,5,10,187,451004
2005,14,61,1,3,3,3,74,451101
2000,14,27,2,1,4,13,110,451103
2015,3,42,2,1,4,16,44,451103
2005,14,37,2,2,5,15,167,451201
2010,14,42,2,2,5,15,230,451201
2015,14,47,2,2,5,15,336,451201
2020,14,52,2,2,5,15,323,451201
2015,14,45,2,2,5,17,150,451404
2010,14,38,2,2,4,11,570,451406
2005,14,42,1,3,3,6,176,451501
2010,14,47,1,3,3,6,240,451501
2010,14,21,1,1,4,9,50,451503
2000,14,36,1,2,5,3,100,451601
2005,14,41,1,2,5,3,210,451601
2010,14,46,1,2,5,3,392,451601
2000,14,34,2,2,3,7,60,451602
2005,14,39,2,2,3,7,92,451602
2010,14,44,2,2,3,7,178,451602
2015,14,49,2,2,3,7,230,451602
2020,14,54,2,2,3,7,300,451602
2015,1,22,2,1,4,3,174,451603
2020,14,26,2,1,4,3,220,451604
2000,14,24,1,2,3,3,150,451702
2005,8,29,1,3,3,3,150,451702
2015,8,39,1,2,3,6,300,451702
2015,8,36,2,2,4,3,270,451703
2020,1,41,2,2,4,3,400,451703
2020,8,39,1,2,5,13,316,451704
2020,8,44,2,3,3,9,150,451705
2010,14,70,2,3,2,17,20,451801
2015,14,75,2,3,2,17,20,451801
2020,14,80,2,3,2,15,27,451801
2000,14,27,1,1,3,3,93,451802
2005,14,32,1,1,3,14,167,451802
2010,14,37,1,2,3,5,220,451802
2015,14,42,1,2,3,5,295,451802
2020,14,47,1,2,3,5,400,451802
2005,14,29,1,1,5,11,228,451803
2010,14,60,2,3,2,14,71,451901
2020,8,44,2,2,4,16,160,451902
2005,14,26,1,1,3,3,117,451903
2000,14,31,1,1,3,9,100,452201
2005,14,36,1,2,3,18,187,452201
2010,14,41,1,2,3,3,270,452201
2015,3,46,1,2,3,6,370,452201
2020,3,51,1,2,3,6,250,452201
2020,3,47,2,2,3,12,240,452202
2000,14,42,2,2,2,9,57,452302
2000,14,18,1,1,3,3,80,452303
2010,14,71,2,3,2,19,20,452402
2015,14,76,2,3,2,19,20,452402
2015,14,22,2,1,4,17,178,452403
2020,14,27,2,2,4,17,250,452403
2015,8,19,2,1,3,19,115,452404
2000,3,32,1,2,4,3,120,452501
2000,14,40,1,2,2,8,40,452601
2005,14,45,1,2,2,8,40,452601
2000,14,38,2,2,2,3,50,452602
2005,14,43,2,2,2,3,90,452602
2010,14,48,2,2,2,3,200,452602
2015,14,53,2,2,2,3,150,452602
2020,14,58,2,2,2,3,200,452602
2015,14,28,1,1,3,15,180,452604
2020,9,33,1,2,5,15,300,452604
2015,14,29,2,1,5,3,150,452605
2000,14,50,1,2,3,15,180,452801
2005,14,55,1,2,3,15,250,452801
2005,14,26,2,1,5,16,160,452804
2015,14,25,2,1,5,6,180,452903
2000,14,36,1,2,5,3,225,453001
2005,14,41,1,2,5,3,405,453001
2010,14,46,1,2,5,3,500,453001
2015,8,51,1,2,5,3,816,453001
2020,8,56,1,2,5,3,1250,453001
2015,8,43,2,2,3,7,84,453002
2020,8,48,2,2,3,7,200,453002
2010,14,31,2,2,5,15,195,453103
2005,14,24,2,1,5,16,160,453104
2010,3,29,2,2,5,16,240,453104
2015,14,34,2,2,5,16,300,453104
2020,3,39,2,2,5,16,450,453104
2010,14,28,1,1,4,7,200,453105
2015,14,33,1,2,4,7,180,453105
2020,14,38,1,2,4,7,180,453105
2000,14,41,1,2,3,6,80,453201
2005,14,46,1,2,3,6,150,453201
2005,14,35,2,2,3,9,35,453202
2010,14,40,2,2,3,12,25,453202
2020,14,25,2,1,4,9,180,453204
2000,14,61,2,3,2,9,80,453206
2005,14,66,2,3,2,9,110,453206
2010,14,71,2,3,2,9,100,453206
2000,14,49,1,2,2,8,150,453401
2000,14,44,2,2,2,3,50,453402
2015,14,36,1,2,5,11,280,453403
2020,14,41,1,2,5,11,450,453403
2005,14,23,2,1,4,3,100,453404
2010,14,28,2,1,4,3,100,453404
2005,14,47,1,2,3,4,140,453503
2010,14,52,1,2,3,4,200,453503
2015,14,57,1,2,3,4,250,453503
2020,14,62,1,2,3,4,228,453503
2005,14,46,2,2,2,7,85,453504
2010,14,51,2,2,2,7,80,453504
2015,14,56,2,2,2,7,120,453504
2020,8,37,2,2,3,3,180,453505
2010,14,24,2,1,4,17,193,453506
2015,14,29,2,1,4,17,200,453506
2020,14,34,2,1,4,17,300,453506
2015,14,25,1,1,4,3,180,453507
2020,14,30,1,2,4,3,250,453507
2015,14,48,1,3,2,1,10,453601
2015,14,71,1,2,2,6,180,453801
2005,14,24,1,1,4,4,128,453804
2010,14,29,1,2,4,4,450,453804
2015,14,34,1,2,4,4,700,453804
2020,14,39,1,2,4,4,600,453804
2000,14,22,1,1,4,6,100,453805
2005,14,27,1,1,4,4,128,453805
2010,14,32,1,1,4,17,150,453805
2015,14,37,1,1,4,17,180,453805
2000,14,61,1,2,5,16,200,453901
2000,14,32,1,1,5,5,80,453903
2000,14,28,1,1,5,17,150,454003
2010,5,36,1,1,5,16,384,454004
2000,14,31,2,2,4,17,80,454102
2000,10,59,1,2,3,7,65,454203
2010,9,36,1,1,5,16,60,454303
2015,9,41,1,1,5,8,200,454303
2000,14,41,1,2,3,6,80,454401
2005,14,46,1,2,3,6,150,454401
2005,14,44,2,2,2,9,70,454402
2010,14,49,2,2,2,9,80,454402
2010,9,22,1,1,4,15,110,454403
2015,9,27,1,1,4,15,150,454403
2020,14,31,2,1,4,16,173,454404
2015,14,19,1,1,4,18,30,454405
2020,8,24,1,1,4,7,230,454405
2000,14,36,1,2,3,15,89,454501
2005,14,41,1,2,3,15,180,454501
2010,14,46,1,2,3,15,210,454501
2015,14,51,1,2,3,15,350,454501
2020,14,56,1,2,3,15,400,454501
2000,14,34,2,2,2,9,40,454502
2010,14,44,2,2,2,16,70,454502
2015,14,49,2,2,2,3,80,454502
2010,14,22,2,1,4,16,120,454503
2015,8,27,2,1,4,16,250,454503
2000,14,52,1,2,2,8,120,455001
2005,14,57,1,2,2,8,230,455001
2000,14,49,2,2,2,20,40,455002
2000,14,24,2,1,4,7,80,455003
2005,8,48,1,2,5,3,270,455101
2005,8,47,2,2,5,16,270,455102
2010,8,52,2,2,5,16,370,455102
2015,8,57,2,2,5,16,400,455102
2020,8,62,2,2,5,16,400,455102
2000,14,33,1,2,3,3,100,455201
2005,14,38,1,2,3,14,80,455201
2010,14,43,1,2,3,14,90,455201
2015,14,48,1,2,3,14,200,455201
2020,14,53,1,2,3,14,280,455201
2010,14,37,2,2,3,14,114,455202
2015,14,42,2,2,3,14,160,455202
2020,14,47,2,2,3,14,220,455202
2010,14,51,1,2,2,17,250,455301
2020,14,57,2,2,3,17,175,455302
2020,3,31,1,1,4,15,280,455304
2010,14,71,2,3,2,15,20,455305
2015,14,76,2,3,2,15,20,455305
2015,14,60,2,2,2,3,245,455402
2020,14,65,2,2,2,3,350,455402
2005,1,25,2,1,5,17,230,455403
2010,1,30,2,1,5,17,400,455403
2015,1,35,2,2,5,16,120,455403
2020,1,40,2,2,5,17,500,455403
2010,11,27,1,2,5,6,370,455404
2015,11,32,1,2,5,6,500,455404
2020,8,37,1,2,5,6,560,455404
2010,14,58,2,3,2,1,50,455501
2000,14,25,2,1,3,3,60,455502
2000,14,27,2,1,3,16,30,455503
2010,14,37,2,2,4,16,90,455503
2015,14,28,2,1,3,3,120,456003
2020,14,33,2,2,3,3,180,456003
2000,14,50,1,3,2,6,60,456201
2000,14,35,1,2,2,6,90,456301
2005,14,40,1,2,2,4,200,456301
2010,14,45,1,2,2,4,40,456301
2005,14,45,2,2,3,9,119,456302
2010,14,50,2,2,3,9,190,456302
2000,14,42,1,2,3,12,100,456601
2005,14,47,1,2,3,12,160,456601
2010,14,52,1,2,3,12,180,456601
2015,14,57,1,2,3,12,220,456601
2020,14,62,1,2,3,14,192,456601
2005,14,44,2,2,3,3,98,456602
2010,14,49,2,2,3,3,194,456602
2020,14,59,2,2,3,17,186,456602
2020,14,36,1,2,4,3,245,456603
2020,14,34,2,1,4,3,200,456604
2000,14,41,1,2,3,3,120,456701
2005,14,46,1,2,3,3,250,456701
2000,14,38,2,2,3,7,60,456702
2000,14,42,1,2,4,3,140,456801
2000,14,36,2,2,3,3,50,456802
2000,14,38,1,2,4,3,125,456901
2005,14,43,1,2,4,3,198,456901
2010,14,48,1,2,4,3,300,456901
2020,14,58,1,2,4,3,500,456901
2020,14,56,2,2,3,1,124,456902
2000,3,40,1,2,3,6,160,457001
2005,3,43,2,2,3,9,100,457002
2015,14,28,1,1,5,6,190,457003
2000,14,31,1,2,3,3,145,457101
2005,14,36,1,2,3,3,290,457101
2005,8,32,1,2,5,8,195,457301
2005,8,39,1,3,3,3,350,457401
2010,8,44,1,2,3,3,300,457401
2015,8,49,1,2,3,3,450,457401
2020,8,54,1,2,3,3,470,457401
2020,14,50,2,3,3,11,155,457402
2000,4,28,1,2,5,13,280,457501
2005,8,33,1,2,5,13,466,457501
2010,8,38,1,2,5,13,460,457501
2015,4,43,1,2,5,13,570,457501
2020,4,48,1,2,5,13,650,457501
2000,14,31,1,1,3,3,110,457601
2005,14,36,1,2,3,3,250,457601
2010,14,41,1,2,3,3,300,457601
2000,14,32,1,2,3,6,100,457701
2000,14,43,1,1,2,6,150,457801
2005,7,48,1,2,2,6,200,457801
2010,7,53,1,3,2,6,200,457801
2015,7,58,1,3,2,6,250,457801
2020,7,63,1,3,2,6,200,457801
2000,14,53,1,3,3,12,100,458001
2000,14,23,2,1,4,17,90,458003
2000,14,36,1,2,3,7,100,458101
2005,14,41,1,2,3,3,160,458101
2010,14,46,1,2,3,3,200,458101
2015,3,51,1,2,3,12,208,458101
2020,3,56,1,2,3,3,200,458101
2020,3,25,1,1,4,6,300,458103
2000,14,41,1,2,3,3,80,458301
2005,14,46,1,2,3,3,140,458301
2000,14,36,2,2,3,3,25,458302
2005,14,41,2,2,3,3,70,458302
2020,14,27,1,1,5,3,230,458303
2000,14,40,1,2,4,8,35,458401
2000,14,37,2,2,3,17,60,458402
2005,14,42,2,2,3,17,85,458402
2010,14,47,2,2,3,17,90,458402
2020,14,57,2,2,3,17,179,458402
2010,14,20,2,1,4,8,80,458403
2020,14,30,2,1,5,17,254,458403
2000,14,35,1,2,3,3,120,458501
2005,14,40,1,2,3,3,167,458501
2010,14,45,1,2,3,3,330,458501
2015,14,50,1,2,3,3,440,458501
2020,14,55,1,2,3,3,590,458501
2005,14,36,2,2,3,3,65,458502
2010,14,41,2,2,3,3,120,458502
2015,14,46,2,2,3,3,147,458502
2020,14,26,2,1,4,17,200,458503
2015,3,29,1,1,4,17,200,458703
2020,3,34,1,2,5,17,290,458703
2000,14,31,1,2,3,3,120,458801
2000,14,33,1,2,5,3,100,458901
2000,14,30,1,2,4,3,95,459001
2005,14,35,1,2,4,8,195,459001
2020,14,50,1,2,4,3,270,459001
2005,14,31,2,2,3,12,75,459002
2010,14,36,2,2,3,12,106,459002
2015,14,41,2,2,3,11,300,459002
2020,14,46,2,2,3,12,280,459002
2000,14,38,1,2,5,16,190,459201
2005,14,43,1,2,5,16,330,459201
2010,14,48,1,2,5,16,400,459201
2015,14,53,1,2,5,16,400,459201
2020,14,58,1,2,5,16,450,459201
2000,14,38,2,2,5,16,180,459202
2005,14,43,2,2,5,16,350,459202
2010,14,48,2,2,5,16,400,459202
2015,14,53,2,2,5,16,400,459202
2020,14,58,2,2,5,16,450,459202
2020,1,29,2,2,5,15,300,459203
2020,1,25,1,1,5,10,300,459204
2005,14,49,1,2,4,19,150,459301
2010,14,54,1,2,4,19,200,459301
2020,14,64,1,2,4,3,200,459301
2010,14,53,2,2,5,16,230,459302
2015,14,58,2,2,5,16,350,459302
2015,14,25,1,1,4,3,200,459303
2020,14,30,1,1,4,3,250,459303
2010,14,42,1,2,5,16,600,459401
2015,15,47,1,2,5,16,750,459401
2020,15,52,1,2,5,16,700,459401
2000,14,37,1,2,5,16,100,459501
2010,14,47,1,2,5,16,350,459501
2015,14,52,1,2,5,16,400,459501
2020,14,57,1,2,5,16,510,459501
2015,14,51,2,2,5,17,100,459502
2020,4,26,1,1,5,17,450,459504
2015,14,36,2,2,4,17,110,459603
2020,14,41,2,2,4,17,185,459603
2005,3,25,2,1,4,18,93,459604
2010,3,30,2,2,4,18,160,459604
2010,3,25,1,1,4,7,195,459605
2015,7,30,1,1,4,8,290,459605
2020,7,35,1,3,4,8,280,459605
2005,14,61,2,2,2,1,20,459702
2010,14,66,2,2,2,8,70,459702
2015,14,71,2,3,2,1,40,459702
2010,14,37,1,1,5,9,204,459703
2020,12,47,1,2,5,9,310,459703
2020,14,27,2,1,4,7,142,459704
2015,14,47,1,3,3,7,200,459705
2000,14,41,1,2,3,15,100,460001
2010,14,51,1,2,3,9,80,460001
2015,14,56,1,2,3,14,90,460001
2005,14,47,2,3,2,7,90,460002
2010,14,52,2,3,2,3,100,460002
2015,3,57,2,3,2,3,100,460002
2020,3,62,2,3,2,18,70,460002
2005,14,21,1,1,4,9,70,460003
2015,1,31,1,1,5,18,235,460003
2020,1,36,1,2,5,18,310,460003
2000,14,36,1,2,3,2,120,460101
2005,3,41,1,3,3,6,160,460101
2015,3,51,1,2,3,6,260,460101
2020,3,56,1,3,3,6,130,460101
2000,14,34,2,2,2,3,70,460102
